task id session trial condition trialxcondition perceived_liking perceived_intensity EMG
hedonic 09 two 53 empty 17 50.000000 75.423729 0.000180
hedonic 09 two 54 empty 18 50.000000 12.711864 0.000168
hedonic 10 two 1 empty 1 66.101695 59.322034 0.000308
hedonic 10 two 2 empty 2 57.627119 41.525424 0.000178
hedonic 10 two 3 empty 3 50.000000 29.661017 0.000233
hedonic 10 two 4 neutral 1 29.661017 69.491525 0.000182
hedonic 10 two 5 neutral 2 33.898305 59.322034 0.000202
hedonic 10 two 6 neutral 3 50.000000 40.677966 0.000326
hedonic 10 two 7 chocolate 1 76.271186 67.796610 0.000196
hedonic 10 two 8 chocolate 2 77.118644 66.101695 0.000311
hedonic 10 two 9 chocolate 3 80.508475 64.406780 0.000272
hedonic 10 two 10 empty 4 50.000000 26.271186 0.000348
hedonic 10 two 11 empty 5 50.000000 12.711864 0.000204
hedonic 10 two 12 empty 6 50.000000 12.711864 0.000175
hedonic 10 two 13 chocolate 4 66.949153 60.169492 0.000167
hedonic 10 two 14 chocolate 5 68.644068 61.016949 0.000190
hedonic 10 two 15 chocolate 6 64.406780 58.474576 0.000194
hedonic 10 two 16 neutral 4 39.830508 61.864407 0.000205
hedonic 10 two 17 neutral 5 50.000000 57.627119 0.000162
hedonic 10 two 18 neutral 6 57.627119 32.203390 0.000221
hedonic 10 two 19 empty 7 50.000000 12.711864 0.000194
hedonic 10 two 20 empty 8 50.000000 12.711864 0.000354
hedonic 10 two 21 empty 9 50.000000 12.711864 0.000215
hedonic 10 two 22 chocolate 7 72.881356 66.949153 0.000337
hedonic 10 two 23 chocolate 8 68.644068 63.559322 0.000201
hedonic 10 two 24 chocolate 9 67.796610 58.474576 0.000242
hedonic 10 two 25 neutral 7 57.627119 56.779661 0.000248
hedonic 10 two 26 neutral 8 57.627119 50.000000 0.000227
hedonic 10 two 27 neutral 9 57.627119 56.779661 0.000302
hedonic 10 two 28 empty 10 50.000000 12.711864 0.000223
hedonic 10 two 29 empty 11 50.000000 12.711864 0.000188
hedonic 10 two 30 empty 12 50.000000 12.711864 0.000165
hedonic 10 two 31 chocolate 10 73.728814 66.101695 0.000239
hedonic 10 two 32 chocolate 11 73.728814 58.474576 0.000258
hedonic 10 two 33 chocolate 12 67.796610 55.932203 0.000160
hedonic 10 two 34 neutral 10 57.627119 58.474576 0.000245
hedonic 10 two 35 neutral 11 57.627119 50.000000 0.000158
hedonic 10 two 36 neutral 12 38.135593 57.627119 0.000264
hedonic 10 two 37 chocolate 13 74.576271 60.169492 0.000365
hedonic 10 two 38 chocolate 14 75.423729 66.101695 0.000164
hedonic 10 two 39 chocolate 15 57.627119 22.881356 0.000163
hedonic 10 two 40 empty 13 50.000000 12.711864 0.000237
hedonic 10 two 41 empty 14 50.000000 12.711864 0.000174
hedonic 10 two 42 empty 15 50.000000 12.711864 0.000187
hedonic 10 two 43 neutral 13 40.677966 57.627119 0.000176
hedonic 10 two 44 neutral 14 45.762712 55.932203 0.000142
hedonic 10 two 45 neutral 15 43.220339 56.779661 0.000518
hedonic 10 two 46 chocolate 16 79.661017 69.491525 0.000162
hedonic 10 two 47 chocolate 17 73.728814 64.406780 0.000194
hedonic 10 two 48 chocolate 18 79.661017 66.949153 0.000250
hedonic 10 two 49 neutral 16 42.372881 56.779661 0.000259
hedonic 10 two 50 neutral 17 56.779661 55.084746 0.000363
hedonic 10 two 51 neutral 18 50.000000 55.932203 0.000317
hedonic 10 two 52 empty 16 50.000000 12.711864 0.000145
hedonic 10 two 53 empty 17 50.000000 12.711864 0.000188
hedonic 10 two 54 empty 18 50.000000 12.711864 0.000444
hedonic 11 two 1 neutral 1 67.796610 76.271186 0.000222
hedonic 11 two 2 neutral 2 65.254237 66.949153 0.000213
hedonic 11 two 3 neutral 3 66.949153 68.644068 0.000231
hedonic 11 two 4 empty 1 55.932203 31.355932 0.000289
hedonic 11 two 5 empty 2 50.000000 19.491525 0.000213
hedonic 11 two 6 empty 3 50.000000 12.711864 0.000386
hedonic 11 two 7 chocolate 1 74.576271 68.644068 0.000564
hedonic 11 two 8 chocolate 2 73.728814 61.864407 0.000558
hedonic 11 two 9 chocolate 3 71.186441 67.796610 0.000293
hedonic 11 two 10 chocolate 4 64.406780 57.627119 0.000384
hedonic 11 two 11 chocolate 5 70.338983 55.084746 0.000390
hedonic 11 two 12 chocolate 6 56.779661 42.372881 0.000417
hedonic 11 two 13 empty 4 53.389831 26.271186 0.000430
hedonic 11 two 14 empty 5 50.000000 22.881356 0.000192
hedonic 11 two 15 empty 6 50.000000 12.711864 0.000409
hedonic 11 two 16 neutral 4 66.101695 62.711864 0.000268
hedonic 11 two 17 neutral 5 66.949153 66.101695 0.000192
hedonic 11 two 18 neutral 6 65.254237 62.711864 0.000302
hedonic 11 two 19 neutral 7 60.169492 55.084746 0.000351
hedonic 11 two 20 neutral 8 65.254237 55.084746 0.000282
hedonic 11 two 21 neutral 9 61.016949 54.237288 0.000304
hedonic 11 two 22 empty 7 52.542373 25.423729 0.000223
hedonic 11 two 23 empty 8 50.000000 12.711864 0.000201
hedonic 11 two 24 empty 9 50.000000 12.711864 0.000446
hedonic 11 two 25 chocolate 7 78.813559 85.593220 0.000350
hedonic 11 two 26 chocolate 8 76.271186 77.118644 0.000225
hedonic 11 two 27 chocolate 9 77.118644 55.084746 0.000162
hedonic 11 two 28 chocolate 10 72.033898 54.237288 0.000451
hedonic 11 two 29 chocolate 11 70.338983 55.084746 0.000206
hedonic 11 two 30 chocolate 12 73.728814 50.000000 0.000188
hedonic 11 two 31 neutral 10 72.881356 74.576271 0.000284
hedonic 11 two 32 neutral 11 72.033898 61.016949 0.000157
hedonic 11 two 33 neutral 12 71.186441 69.491525 0.000254
hedonic 11 two 34 empty 10 56.779661 58.474576 0.000605
hedonic 11 two 35 empty 11 50.000000 12.711864 0.000229
hedonic 11 two 36 empty 12 50.000000 12.711864 0.000228
hedonic 11 two 37 empty 13 50.000000 12.711864 0.000313
hedonic 11 two 38 empty 14 50.000000 12.711864 0.000229
hedonic 11 two 39 empty 15 50.000000 12.711864 0.000502
hedonic 11 two 40 neutral 13 77.966102 68.644068 0.000110
hedonic 11 two 41 neutral 14 70.338983 69.491525 0.000184
hedonic 11 two 42 neutral 15 70.338983 67.796610 0.000243
hedonic 11 two 43 chocolate 13 82.203390 74.576271 0.000166
hedonic 11 two 44 chocolate 14 81.355932 65.254237 0.000216
hedonic 11 two 45 chocolate 15 79.661017 68.644068 0.000262
hedonic 11 two 46 neutral 16 72.881356 77.966102 0.000227
hedonic 11 two 47 neutral 17 72.881356 66.949153 0.000209
hedonic 11 two 48 neutral 18 71.186441 64.406780 0.000276
hedonic 11 two 49 chocolate 16 82.203390 65.254237 0.000150
hedonic 11 two 50 chocolate 17 79.661017 70.338983 0.000226
hedonic 11 two 51 chocolate 18 74.576271 49.152542 0.000174
hedonic 11 two 52 empty 16 72.881356 50.000000 0.000231
hedonic 11 two 53 empty 17 63.559322 31.355932 0.000260
hedonic 11 two 54 empty 18 50.000000 12.711864 0.000287
hedonic 12 two 1 chocolate 1 85.593220 73.728814 0.000149
hedonic 12 two 2 chocolate 2 83.898305 64.406780 0.000152
hedonic 12 two 3 chocolate 3 85.593220 61.864407 0.000143
hedonic 12 two 4 empty 1 61.864407 36.440678 0.000141
hedonic 12 two 5 empty 2 64.406780 38.983051 0.000160
hedonic 12 two 6 empty 3 70.338983 31.355932 0.000179
hedonic 12 two 7 neutral 1 26.271186 58.474576 0.000159
hedonic 12 two 8 neutral 2 26.271186 64.406780 0.000187
hedonic 12 two 9 neutral 3 36.440678 62.711864 0.000138
hedonic 12 two 10 chocolate 4 66.101695 37.288136 0.000206
hedonic 12 two 11 chocolate 5 66.949153 37.288136 0.000130
hedonic 12 two 12 chocolate 6 58.474576 23.728814 0.000243
hedonic 12 two 13 empty 4 38.135593 55.084746 0.000190
hedonic 12 two 14 empty 5 44.067797 25.423729 0.000161
hedonic 12 two 15 empty 6 43.220339 21.186441 0.000131
hedonic 12 two 16 neutral 4 46.610169 17.796610 0.000147
hedonic 12 two 17 neutral 5 33.050847 57.627119 0.000138
hedonic 12 two 18 neutral 6 44.067797 55.932203 0.000180
hedonic 12 two 19 chocolate 7 82.203390 70.338983 0.000167
hedonic 12 two 20 chocolate 8 79.661017 71.186441 0.000188
hedonic 12 two 21 chocolate 9 66.101695 42.372881 0.000123
hedonic 12 two 22 empty 7 72.033898 39.830508 0.000228
hedonic 12 two 23 empty 8 50.000000 13.559322 0.000204
hedonic 12 two 24 empty 9 50.000000 15.254237 0.000201
hedonic 12 two 25 neutral 7 50.000000 15.254237 0.000135
hedonic 12 two 26 neutral 8 47.457627 16.949153 0.000177
hedonic 12 two 27 neutral 9 50.000000 12.711864 0.000167
hedonic 12 two 28 empty 10 47.457627 16.949153 0.000189
hedonic 12 two 29 empty 11 48.305085 12.711864 0.000135
hedonic 12 two 30 empty 12 49.152542 14.406780 0.000153
hedonic 12 two 31 neutral 10 49.152542 14.406780 0.000140
hedonic 12 two 32 neutral 11 42.372881 14.406780 0.000170
hedonic 12 two 33 neutral 12 50.000000 12.711864 0.000127
hedonic 12 two 34 chocolate 10 82.203390 75.423729 0.000188
hedonic 12 two 35 chocolate 11 71.186441 61.864407 0.000133
hedonic 12 two 36 chocolate 12 75.423729 57.627119 0.000172
hedonic 12 two 37 neutral 13 50.847458 16.101695 0.000129
hedonic 12 two 38 neutral 14 50.000000 16.949153 0.000169
hedonic 12 two 39 neutral 15 50.000000 19.491525 0.000156
hedonic 12 two 40 empty 13 55.084746 30.508475 0.000155
hedonic 12 two 41 empty 14 50.000000 16.101695 0.000177
hedonic 12 two 42 empty 15 50.000000 17.796610 0.000444
hedonic 12 two 43 chocolate 13 74.576271 58.474576 0.000311
hedonic 12 two 44 chocolate 14 76.271186 51.694915 0.000213
hedonic 12 two 45 chocolate 15 50.000000 50.000000 0.000149
hedonic 12 two 46 neutral 16 53.389831 19.491525 0.000213
hedonic 12 two 47 neutral 17 50.000000 33.898305 0.000207
hedonic 12 two 48 neutral 18 50.000000 22.881356 0.000271
hedonic 12 two 49 empty 16 50.000000 26.271186 0.000247
hedonic 12 two 50 empty 17 50.000000 23.728814 0.000226
hedonic 12 two 51 empty 18 50.000000 14.406780 0.000279
hedonic 12 two 52 chocolate 16 69.491525 50.000000 0.000153
hedonic 12 two 53 chocolate 17 73.728814 48.305085 0.000133
hedonic 12 two 54 chocolate 18 64.406780 38.983051 0.000158
hedonic 13 two 1 chocolate 1 87.288136 87.288136 0.000158
hedonic 13 two 2 chocolate 2 87.288136 68.644068 0.000166
hedonic 13 two 3 chocolate 3 87.288136 85.593220 0.000147
hedonic 13 two 4 neutral 1 69.491525 72.033898 0.000149
hedonic 13 two 5 neutral 2 57.627119 72.033898 0.000127
hedonic 13 two 6 neutral 3 77.118644 77.966102 0.000188
hedonic 13 two 7 empty 1 50.000000 50.000000 0.000268
hedonic 13 two 8 empty 2 50.000000 12.711864 0.000187
hedonic 13 two 9 empty 3 50.000000 12.711864 0.000331
hedonic 13 two 10 neutral 4 62.711864 83.050847 0.000182
hedonic 13 two 11 neutral 5 58.474576 77.966102 0.000150
hedonic 13 two 12 neutral 6 61.016949 77.118644 0.000145
hedonic 13 two 13 chocolate 4 86.440678 87.288136 0.000221
hedonic 13 two 14 chocolate 5 87.288136 87.288136 0.000223
hedonic 13 two 15 chocolate 6 87.288136 87.288136 0.000124
hedonic 13 two 16 empty 4 50.000000 12.711864 0.000174
hedonic 13 two 17 empty 5 50.000000 12.711864 0.000211
hedonic 13 two 18 empty 6 50.000000 12.711864 0.000225
hedonic 13 two 19 chocolate 7 85.593220 84.745763 0.000146
hedonic 13 two 20 chocolate 8 83.898305 84.745763 0.000235
hedonic 13 two 21 chocolate 9 85.593220 85.593220 0.000227
hedonic 13 two 22 neutral 7 65.254237 79.661017 0.000168
hedonic 13 two 23 neutral 8 64.406780 87.288136 0.000210
hedonic 13 two 24 neutral 9 72.881356 82.203390 0.000177
hedonic 13 two 25 empty 7 50.000000 12.711864 0.000315
hedonic 13 two 26 empty 8 50.000000 12.711864 0.000263
hedonic 13 two 27 empty 9 50.000000 12.711864 0.000209
hedonic 13 two 28 neutral 10 63.559322 83.050847 0.000167
hedonic 13 two 29 neutral 11 61.016949 81.355932 0.000236
hedonic 13 two 30 neutral 12 66.949153 83.898305 0.000157
hedonic 13 two 31 empty 10 50.000000 12.711864 0.000180
hedonic 13 two 32 empty 11 50.000000 12.711864 0.000177
hedonic 13 two 33 empty 12 50.000000 12.711864 0.000235
hedonic 13 two 34 chocolate 10 86.440678 87.288136 0.000213
hedonic 13 two 35 chocolate 11 82.203390 76.271186 0.000149
hedonic 13 two 36 chocolate 12 85.593220 87.288136 0.000267
hedonic 13 two 37 chocolate 13 61.864407 61.016949 0.000215
hedonic 13 two 38 chocolate 14 61.864407 71.186441 0.000170
hedonic 13 two 39 chocolate 15 64.406780 69.491525 0.000228
hedonic 13 two 40 neutral 13 57.627119 78.813559 0.000214
hedonic 13 two 41 neutral 14 60.169492 68.644068 0.000281
hedonic 13 two 42 neutral 15 58.474576 71.186441 0.000224
hedonic 13 two 43 empty 13 50.000000 12.711864 0.000386
hedonic 13 two 44 empty 14 50.000000 12.711864 0.000226
hedonic 13 two 45 empty 15 50.000000 12.711864 0.000135
hedonic 13 two 46 empty 16 50.000000 12.711864 0.000188
hedonic 13 two 47 empty 17 50.000000 12.711864 0.000184
hedonic 13 two 48 empty 18 50.000000 12.711864 0.000189
hedonic 13 two 49 chocolate 16 87.288136 87.288136 0.000137
hedonic 13 two 50 chocolate 17 87.288136 87.288136 0.000164
hedonic 13 two 51 chocolate 18 87.288136 87.288136 0.000145
hedonic 13 two 52 neutral 16 50.000000 12.711864 0.000200
hedonic 13 two 53 neutral 17 57.627119 66.949153 0.000182
hedonic 13 two 54 neutral 18 58.474576 72.881356 0.000242
hedonic 14 two 1 chocolate 1 71.186441 77.966102 0.000221
hedonic 14 two 2 chocolate 2 68.644068 33.898305 0.000235
hedonic 14 two 3 chocolate 3 56.779661 21.186441 0.000204
hedonic 14 two 4 neutral 1 58.474576 63.559322 0.000167
hedonic 14 two 5 neutral 2 64.406780 42.372881 0.000163
hedonic 14 two 6 neutral 3 55.084746 66.949153 0.000203
hedonic 14 two 7 empty 1 50.000000 12.711864 0.000220
hedonic 14 two 8 empty 2 50.000000 12.711864 0.000182
hedonic 14 two 9 empty 3 50.000000 12.711864 0.000203
hedonic 14 two 10 chocolate 4 63.559322 38.983051 0.000142
hedonic 14 two 11 chocolate 5 73.728814 29.661017 0.000221
hedonic 14 two 12 chocolate 6 70.338983 20.338983 0.000166
hedonic 14 two 13 empty 4 50.000000 14.406780 0.000250
hedonic 14 two 14 empty 5 50.000000 12.711864 0.000151
hedonic 14 two 15 empty 6 50.000000 12.711864 0.000259
hedonic 14 two 16 neutral 4 44.067797 79.661017 0.000172
hedonic 14 two 17 neutral 5 44.915254 74.576271 0.000341
hedonic 14 two 18 neutral 6 66.101695 36.440678 0.000192
hedonic 14 two 19 empty 7 50.000000 12.711864 0.000146
hedonic 14 two 20 empty 8 50.000000 12.711864 0.000189
hedonic 14 two 21 empty 9 50.000000 12.711864 0.000225
hedonic 14 two 22 neutral 7 56.779661 61.016949 0.000206
hedonic 14 two 23 neutral 8 75.423729 38.135593 0.000149
hedonic 14 two 24 neutral 9 57.627119 22.033898 0.000191
hedonic 14 two 25 chocolate 7 77.118644 61.016949 0.000185
hedonic 14 two 26 chocolate 8 75.423729 33.050847 0.000207
hedonic 14 two 27 chocolate 9 59.322034 19.491525 0.000211
hedonic 14 two 28 empty 10 50.000000 12.711864 0.000248
hedonic 14 two 29 empty 11 50.000000 12.711864 0.000299
hedonic 14 two 30 empty 12 50.000000 12.711864 0.000153
hedonic 14 two 31 neutral 10 43.220339 85.593220 0.000179
hedonic 14 two 32 neutral 11 58.474576 30.508475 0.000305
hedonic 14 two 33 neutral 12 56.779661 22.033898 0.000242
hedonic 14 two 34 chocolate 10 56.779661 87.288136 0.000283
hedonic 14 two 35 chocolate 11 73.728814 44.067797 0.000245
hedonic 14 two 36 chocolate 12 55.932203 21.186441 0.000199
hedonic 14 two 37 neutral 13 65.254237 27.966102 0.000147
hedonic 14 two 38 neutral 14 54.237288 20.338983 0.000192
hedonic 14 two 39 neutral 15 54.237288 20.338983 0.000195
hedonic 14 two 40 chocolate 13 72.033898 44.067797 0.000222
hedonic 14 two 41 chocolate 14 50.000000 12.711864 0.000202
hedonic 14 two 42 chocolate 15 50.000000 12.711864 0.000207
hedonic 14 two 43 empty 13 52.542373 13.559322 0.000152
hedonic 14 two 44 empty 14 50.000000 12.711864 0.000171
hedonic 14 two 45 empty 15 50.000000 13.559322 0.000206
hedonic 14 two 46 chocolate 16 57.627119 19.491525 0.000183
hedonic 14 two 47 chocolate 17 62.711864 36.440678 0.000167
hedonic 14 two 48 chocolate 18 66.949153 44.067797 0.000148
hedonic 14 two 49 empty 16 50.000000 12.711864 0.000227
hedonic 14 two 50 empty 17 50.000000 12.711864 0.000207
hedonic 14 two 51 empty 18 50.000000 12.711864 0.000193
hedonic 14 two 52 neutral 16 55.932203 56.779661 0.000245
hedonic 14 two 53 neutral 17 64.406780 33.050847 0.000208
hedonic 14 two 54 neutral 18 55.932203 18.644068 0.000164
hedonic 15 two 1 chocolate 1 61.016949 59.322034 0.000140
hedonic 15 two 2 chocolate 2 57.627119 56.779661 0.000152
hedonic 15 two 3 chocolate 3 66.949153 56.779661 0.000141
hedonic 15 two 4 empty 1 57.627119 55.932203 0.000179
hedonic 15 two 5 empty 2 50.000000 12.711864 0.000130
hedonic 15 two 6 empty 3 50.000000 12.711864 0.000149
hedonic 15 two 7 neutral 1 50.000000 55.084746 0.000121
hedonic 15 two 8 neutral 2 50.000000 58.474576 0.000123
hedonic 15 two 9 neutral 3 50.000000 57.627119 0.000151
hedonic 15 two 10 empty 4 50.000000 50.000000 0.000127
hedonic 15 two 11 empty 5 50.000000 50.000000 0.000139
hedonic 15 two 12 empty 6 50.000000 12.711864 0.000133
hedonic 15 two 13 chocolate 4 61.016949 58.474576 0.000113
hedonic 15 two 14 chocolate 5 61.864407 58.474576 0.000138
hedonic 15 two 15 chocolate 6 55.932203 50.000000 0.000140
hedonic 15 two 16 neutral 4 50.000000 56.779661 0.000132
hedonic 15 two 17 neutral 5 49.152542 56.779661 0.000136
hedonic 15 two 18 neutral 6 55.084746 54.237288 0.000127
hedonic 15 two 19 empty 7 50.000000 50.000000 0.000138
hedonic 15 two 20 empty 8 50.000000 50.000000 0.000140
hedonic 15 two 21 empty 9 50.000000 12.711864 0.000138
hedonic 15 two 22 chocolate 7 58.474576 55.084746 0.000128
hedonic 15 two 23 chocolate 8 57.627119 50.000000 0.000112
hedonic 15 two 24 chocolate 9 55.084746 50.000000 0.000137
hedonic 15 two 25 neutral 7 42.372881 55.084746 0.000138
hedonic 15 two 26 neutral 8 50.000000 54.237288 0.000133
hedonic 15 two 27 neutral 9 50.000000 50.000000 0.000128
hedonic 15 two 28 empty 10 50.000000 12.711864 0.000125
hedonic 15 two 29 empty 11 50.000000 12.711864 0.000127
hedonic 15 two 30 empty 12 50.000000 12.711864 0.000131
hedonic 15 two 31 neutral 10 49.152542 56.779661 0.000116
hedonic 15 two 32 neutral 11 45.762712 55.932203 0.000130
hedonic 15 two 33 neutral 12 50.000000 50.000000 0.000107
hedonic 15 two 34 chocolate 10 62.711864 50.000000 0.000118
hedonic 15 two 35 chocolate 11 58.474576 53.389831 0.000137
hedonic 15 two 36 chocolate 12 58.474576 56.779661 0.000140
hedonic 15 two 37 neutral 13 50.000000 55.084746 0.000122
hedonic 15 two 38 neutral 14 50.000000 50.000000 0.000135
hedonic 15 two 39 neutral 15 50.000000 50.000000 0.000123
hedonic 15 two 40 chocolate 13 52.542373 55.084746 0.000115
hedonic 15 two 41 chocolate 14 55.932203 55.932203 0.000137
hedonic 15 two 42 chocolate 15 50.000000 50.000000 0.000136
hedonic 15 two 43 empty 13 50.000000 50.000000 0.000130
hedonic 15 two 44 empty 14 50.000000 50.000000 0.000152
hedonic 15 two 45 empty 15 50.000000 50.000000 0.000145
hedonic 15 two 46 empty 16 50.000000 50.000000 0.000183
hedonic 15 two 47 empty 17 50.000000 50.000000 0.000124
hedonic 15 two 48 empty 18 50.000000 50.000000 0.000163
hedonic 15 two 49 neutral 16 45.762712 55.084746 0.000129
hedonic 15 two 50 neutral 17 45.762712 56.779661 0.000213
hedonic 15 two 51 neutral 18 44.915254 54.237288 0.000132
hedonic 15 two 52 chocolate 16 55.932203 55.084746 0.000130
hedonic 15 two 53 chocolate 17 57.627119 55.932203 0.000132
hedonic 15 two 54 chocolate 18 57.627119 55.932203 0.000269
hedonic 16 two 1 neutral 1 60.169492 47.457627 0.000091
hedonic 16 two 2 neutral 2 52.542373 26.271186 0.000089
hedonic 16 two 3 neutral 3 50.000000 17.796610 0.000094
hedonic 16 two 4 empty 1 57.627119 43.220339 0.000076
hedonic 16 two 5 empty 2 68.644068 57.627119 0.000194
hedonic 16 two 6 empty 3 50.000000 12.711864 0.000074
hedonic 16 two 7 chocolate 1 87.288136 83.050847 0.000127
hedonic 16 two 8 chocolate 2 77.118644 72.881356 0.000073
hedonic 16 two 9 chocolate 3 56.779661 27.118644 0.000100
hedonic 16 two 10 chocolate 4 56.779661 18.644068 0.000086
hedonic 16 two 11 chocolate 5 50.000000 12.711864 0.000117
hedonic 16 two 12 chocolate 6 87.288136 70.338983 0.000098
hedonic 16 two 13 empty 4 61.864407 42.372881 0.000125
hedonic 16 two 14 empty 5 50.000000 12.711864 0.000092
hedonic 16 two 15 empty 6 50.000000 12.711864 0.000141
hedonic 16 two 16 neutral 4 58.474576 72.033898 0.000078
hedonic 16 two 17 neutral 5 50.000000 12.711864 0.000106
hedonic 16 two 18 neutral 6 60.169492 61.016949 0.000066
hedonic 16 two 19 empty 7 67.796610 32.203390 0.000120
hedonic 16 two 20 empty 8 50.000000 12.711864 0.000099
hedonic 16 two 21 empty 9 50.000000 12.711864 0.000101
hedonic 16 two 22 chocolate 7 77.966102 43.220339 0.000082
hedonic 16 two 23 chocolate 8 78.813559 58.474576 0.000116
hedonic 16 two 24 chocolate 9 61.864407 33.898305 0.000084
hedonic 16 two 25 neutral 7 61.016949 65.254237 0.000158
hedonic 16 two 26 neutral 8 55.084746 37.288136 0.000138
hedonic 16 two 27 neutral 9 56.779661 19.491525 0.000102
hedonic 16 two 28 neutral 10 50.000000 12.711864 0.000073
hedonic 16 two 29 neutral 11 57.627119 39.830508 0.000143
hedonic 16 two 30 neutral 12 55.084746 18.644068 0.000088
hedonic 16 two 31 chocolate 10 76.271186 60.169492 0.000116
hedonic 16 two 32 chocolate 11 58.474576 24.576271 0.000120
hedonic 16 two 33 chocolate 12 59.322034 17.796610 0.000102
hedonic 16 two 34 empty 10 57.627119 13.559322 0.000073
hedonic 16 two 35 empty 11 50.000000 12.711864 0.000150
hedonic 16 two 36 empty 12 57.627119 18.644068 0.000079
hedonic 16 two 37 empty 13 50.000000 12.711864 0.000097
hedonic 16 two 38 empty 14 50.000000 12.711864 0.000078
hedonic 16 two 39 empty 15 50.000000 12.711864 0.000102
hedonic 16 two 40 neutral 13 60.169492 61.864407 0.000096
hedonic 16 two 41 neutral 14 56.779661 56.779661 0.000099
hedonic 16 two 42 neutral 15 58.474576 41.525424 0.000222
hedonic 16 two 43 chocolate 13 85.593220 72.033898 0.000113
hedonic 16 two 44 chocolate 14 87.288136 78.813559 0.000072
hedonic 16 two 45 chocolate 15 61.864407 35.593220 0.000115
hedonic 16 two 46 chocolate 16 50.000000 12.711864 0.000116
hedonic 16 two 47 chocolate 17 58.474576 15.254237 0.000081
hedonic 16 two 48 chocolate 18 55.932203 28.813559 0.000091
hedonic 16 two 49 neutral 16 61.016949 61.864407 0.000080
hedonic 16 two 50 neutral 17 61.864407 60.169492 0.000090
hedonic 16 two 51 neutral 18 50.000000 12.711864 0.000104
hedonic 16 two 52 empty 16 50.000000 12.711864 0.000071
hedonic 16 two 53 empty 17 50.000000 12.711864 0.000094
hedonic 16 two 54 empty 18 75.423729 40.677966 0.000084
hedonic 17 two 1 neutral 1 50.000000 12.711864 0.000274
hedonic 17 two 2 neutral 2 50.000000 12.711864 0.000457
hedonic 17 two 3 neutral 3 50.000000 12.711864 0.000283
hedonic 17 two 4 chocolate 1 86.440678 84.745763 0.000570
hedonic 17 two 5 chocolate 2 87.288136 76.271186 0.000334
hedonic 17 two 6 chocolate 3 85.593220 65.254237 0.000306
hedonic 17 two 7 empty 1 77.966102 62.711864 0.000535
hedonic 17 two 8 empty 2 75.423729 63.559322 0.000468
hedonic 17 two 9 empty 3 52.542373 12.711864 0.000363
hedonic 17 two 10 chocolate 4 83.898305 65.254237 0.000310
hedonic 17 two 11 chocolate 5 81.355932 74.576271 0.000436
hedonic 17 two 12 chocolate 6 66.949153 59.322034 0.000259
hedonic 17 two 13 neutral 4 62.711864 36.440678 0.000233
hedonic 17 two 14 neutral 5 50.000000 12.711864 0.000551
hedonic 17 two 15 neutral 6 50.000000 12.711864 0.000413
hedonic 17 two 16 empty 4 61.016949 14.406780 0.000366
hedonic 17 two 17 empty 5 62.711864 28.813559 0.000408
hedonic 17 two 18 empty 6 61.016949 21.186441 0.000553
hedonic 17 two 19 neutral 7 60.169492 50.000000 0.000359
hedonic 17 two 20 neutral 8 62.711864 25.423729 0.000347
hedonic 17 two 21 neutral 9 55.932203 39.830508 0.000268
hedonic 17 two 22 chocolate 7 77.966102 80.508475 0.000448
hedonic 17 two 23 chocolate 8 79.661017 51.694915 0.000306
hedonic 17 two 24 chocolate 9 79.661017 44.067797 0.000324
hedonic 17 two 25 empty 7 61.864407 37.288136 0.000282
hedonic 17 two 26 empty 8 57.627119 27.966102 0.000272
hedonic 17 two 27 empty 9 57.627119 18.644068 0.000345
hedonic 17 two 28 neutral 10 63.559322 15.254237 0.000211
hedonic 17 two 29 neutral 11 81.355932 20.338983 0.000330
hedonic 17 two 30 neutral 12 76.271186 30.508475 0.000405
hedonic 17 two 31 empty 10 68.644068 21.186441 0.000307
hedonic 17 two 32 empty 11 61.864407 19.491525 0.000361
hedonic 17 two 33 empty 12 55.084746 14.406780 0.000342
hedonic 17 two 34 chocolate 10 85.593220 25.423729 0.000260
hedonic 17 two 35 chocolate 11 81.355932 60.169492 0.000265
hedonic 17 two 36 chocolate 12 85.593220 48.305085 0.000251
hedonic 17 two 37 neutral 13 73.728814 19.491525 0.000324
hedonic 17 two 38 neutral 14 50.000000 12.711864 0.000229
hedonic 17 two 39 neutral 15 50.000000 12.711864 0.000242
hedonic 17 two 40 empty 13 61.016949 24.576271 0.000302
hedonic 17 two 41 empty 14 50.000000 12.711864 0.000326
hedonic 17 two 42 empty 15 40.677966 13.559322 0.000425
hedonic 17 two 43 chocolate 13 48.305085 12.711864 0.000222
hedonic 17 two 44 chocolate 14 76.271186 17.796610 0.000270
hedonic 17 two 45 chocolate 15 83.050847 62.711864 0.000315
hedonic 17 two 46 neutral 16 83.050847 36.440678 0.000243
hedonic 17 two 47 neutral 17 61.864407 35.593220 0.000387
hedonic 17 two 48 neutral 18 50.000000 14.406780 0.000246
hedonic 17 two 49 empty 16 50.000000 20.338983 0.000308
hedonic 17 two 50 empty 17 79.661017 50.000000 0.000265
hedonic 17 two 51 empty 18 50.000000 50.000000 0.000222
hedonic 17 two 52 chocolate 16 77.966102 77.966102 0.000322
hedonic 17 two 53 chocolate 17 74.576271 70.338983 0.000259
hedonic 17 two 54 chocolate 18 85.593220 60.169492 0.000422
hedonic 18 two 1 neutral 1 38.135593 50.000000 0.000245
hedonic 18 two 2 neutral 2 45.762712 50.000000 0.000139
