task id session trial condition trialxcondition perceived_liking perceived_intensity EMG
hedonic 18 two 3 neutral 3 58.474576 27.966102 0.000135
hedonic 18 two 4 chocolate 1 63.559322 61.016949 0.000180
hedonic 18 two 5 chocolate 2 50.000000 12.711864 0.000247
hedonic 18 two 6 chocolate 3 73.728814 67.796610 0.000119
hedonic 18 two 7 empty 1 73.728814 66.949153 0.000140
hedonic 18 two 8 empty 2 50.847458 22.033898 0.000171
hedonic 18 two 9 empty 3 50.847458 20.338983 0.000217
hedonic 18 two 10 chocolate 4 62.711864 36.440678 0.000146
hedonic 18 two 11 chocolate 5 72.033898 62.711864 0.000168
hedonic 18 two 12 chocolate 6 50.000000 13.559322 0.000183
hedonic 18 two 13 empty 4 58.474576 43.220339 0.000246
hedonic 18 two 14 empty 5 50.000000 14.406780 0.000133
hedonic 18 two 15 empty 6 42.372881 22.881356 0.000161
hedonic 18 two 16 neutral 4 50.000000 22.033898 0.000144
hedonic 18 two 17 neutral 5 50.000000 41.525424 0.000111
hedonic 18 two 18 neutral 6 59.322034 41.525424 0.000229
hedonic 18 two 19 empty 7 63.559322 50.000000 0.000177
hedonic 18 two 20 empty 8 50.000000 29.661017 0.000095
hedonic 18 two 21 empty 9 50.000000 28.813559 0.000135
hedonic 18 two 22 chocolate 7 72.033898 69.491525 0.000146
hedonic 18 two 23 chocolate 8 61.016949 38.135593 0.000154
hedonic 18 two 24 chocolate 9 49.152542 21.186441 0.000082
hedonic 18 two 25 neutral 7 61.864407 59.322034 0.000167
hedonic 18 two 26 neutral 8 50.847458 36.440678 0.000162
hedonic 18 two 27 neutral 9 50.000000 25.423729 0.000126
hedonic 18 two 28 chocolate 10 59.322034 39.830508 0.000082
hedonic 18 two 29 chocolate 11 59.322034 38.983051 0.000099
hedonic 18 two 30 chocolate 12 62.711864 37.288136 0.000176
hedonic 18 two 31 neutral 10 65.254237 51.694915 0.000146
hedonic 18 two 32 neutral 11 62.711864 40.677966 0.000701
hedonic 18 two 33 neutral 12 43.220339 22.033898 0.000096
hedonic 18 two 34 empty 10 72.881356 50.000000 0.000103
hedonic 18 two 35 empty 11 50.000000 24.576271 0.000121
hedonic 18 two 36 empty 12 64.406780 56.779661 0.000093
hedonic 18 two 37 empty 13 59.322034 33.898305 0.000117
hedonic 18 two 38 empty 14 72.033898 61.016949 0.000096
hedonic 18 two 39 empty 15 71.186441 72.033898 0.000143
hedonic 18 two 40 neutral 13 42.372881 35.593220 0.000107
hedonic 18 two 41 neutral 14 40.677966 24.576271 0.000130
hedonic 18 two 42 neutral 15 50.000000 12.711864 0.000093
hedonic 18 two 43 chocolate 13 50.000000 22.881356 0.000117
hedonic 18 two 44 chocolate 14 66.101695 50.847458 0.000107
hedonic 18 two 45 chocolate 15 77.118644 79.661017 0.000131
hedonic 18 two 46 empty 16 77.118644 64.406780 0.000140
hedonic 18 two 47 empty 17 59.322034 30.508475 0.000182
hedonic 18 two 48 empty 18 70.338983 56.779661 0.000132
hedonic 18 two 49 neutral 16 50.000000 27.118644 0.000328
hedonic 18 two 50 neutral 17 50.847458 27.966102 0.000158
hedonic 18 two 51 neutral 18 50.000000 34.745763 0.000121
hedonic 18 two 52 chocolate 16 58.474576 37.288136 0.000140
hedonic 18 two 53 chocolate 17 65.254237 70.338983 0.000130
hedonic 18 two 54 chocolate 18 78.813559 77.118644 0.000142
hedonic 20 two 1 chocolate 1 63.559322 52.542373 0.000173
hedonic 20 two 2 chocolate 2 50.000000 42.372881 0.000144
hedonic 20 two 3 chocolate 3 50.000000 41.525424 0.000224
hedonic 20 two 4 empty 1 50.000000 12.711864 0.000165
hedonic 20 two 5 empty 2 50.000000 12.711864 0.000145
hedonic 20 two 6 empty 3 50.000000 12.711864 0.000132
hedonic 20 two 7 neutral 1 40.677966 35.593220 0.000192
hedonic 20 two 8 neutral 2 27.118644 47.457627 0.000139
hedonic 20 two 9 neutral 3 38.135593 43.220339 0.000175
hedonic 20 two 10 neutral 4 43.220339 18.644068 0.000154
hedonic 20 two 11 neutral 5 43.220339 15.254237 0.000168
hedonic 20 two 12 neutral 6 42.372881 13.559322 0.000233
hedonic 20 two 13 chocolate 4 87.288136 57.627119 0.000162
hedonic 20 two 14 chocolate 5 71.186441 50.000000 0.000140
hedonic 20 two 15 chocolate 6 50.000000 17.796610 0.000136
hedonic 20 two 16 empty 4 50.000000 12.711864 0.000143
hedonic 20 two 17 empty 5 50.000000 12.711864 0.000174
hedonic 20 two 18 empty 6 50.000000 12.711864 0.000129
hedonic 20 two 19 empty 7 50.000000 12.711864 0.000149
hedonic 20 two 20 empty 8 50.000000 12.711864 0.000138
hedonic 20 two 21 empty 9 50.000000 12.711864 0.000173
hedonic 20 two 22 chocolate 7 87.288136 55.084746 0.000129
hedonic 20 two 23 chocolate 8 75.423729 55.084746 0.000149
hedonic 20 two 24 chocolate 9 56.779661 55.932203 0.000138
hedonic 20 two 25 neutral 7 50.000000 12.711864 0.000160
hedonic 20 two 26 neutral 8 50.000000 12.711864 0.000152
hedonic 20 two 27 neutral 9 34.745763 38.135593 0.000136
hedonic 20 two 28 neutral 10 38.983051 22.033898 0.000137
hedonic 20 two 29 neutral 11 43.220339 16.101695 0.000140
hedonic 20 two 30 neutral 12 50.000000 14.406780 0.000146
hedonic 20 two 31 empty 10 50.000000 12.711864 0.000170
hedonic 20 two 32 empty 11 50.000000 12.711864 0.000147
hedonic 20 two 33 empty 12 50.000000 12.711864 0.000153
hedonic 20 two 34 chocolate 10 62.711864 43.220339 0.000133
hedonic 20 two 35 chocolate 11 67.796610 57.627119 0.000149
hedonic 20 two 36 chocolate 12 50.847458 31.355932 0.000144
hedonic 20 two 37 neutral 13 50.000000 14.406780 0.000164
hedonic 20 two 38 neutral 14 50.000000 12.711864 0.000147
hedonic 20 two 39 neutral 15 50.000000 12.711864 0.000139
hedonic 20 two 40 empty 13 50.000000 12.711864 0.000126
hedonic 20 two 41 empty 14 50.000000 12.711864 0.000149
hedonic 20 two 42 empty 15 50.000000 12.711864 0.000132
hedonic 20 two 43 chocolate 13 83.898305 73.728814 0.000128
hedonic 20 two 44 chocolate 14 57.627119 23.728814 0.000136
hedonic 20 two 45 chocolate 15 57.627119 33.050847 0.000327
hedonic 20 two 46 neutral 16 50.000000 12.711864 0.000143
hedonic 20 two 47 neutral 17 50.000000 12.711864 0.000147
hedonic 20 two 48 neutral 18 46.610169 17.796610 0.000143
hedonic 20 two 49 chocolate 16 57.627119 26.271186 0.000139
hedonic 20 two 50 chocolate 17 69.491525 50.000000 0.000175
hedonic 20 two 51 chocolate 18 50.000000 18.644068 0.000124
hedonic 20 two 52 empty 16 50.000000 12.711864 0.000164
hedonic 20 two 53 empty 17 50.000000 12.711864 0.000160
hedonic 20 two 54 empty 18 50.000000 12.711864 0.000125
hedonic 21 two 1 chocolate 1 75.423729 60.169492 0.000088
hedonic 21 two 2 chocolate 2 80.508475 40.677966 0.000117
hedonic 21 two 3 chocolate 3 80.508475 40.677966 0.000104
hedonic 21 two 4 neutral 1 50.000000 50.000000 0.000104
hedonic 21 two 5 neutral 2 50.000000 39.830508 0.000095
hedonic 21 two 6 neutral 3 45.762712 50.000000 0.000113
hedonic 21 two 7 empty 1 48.305085 40.677966 0.000119
hedonic 21 two 8 empty 2 50.000000 31.355932 0.000117
hedonic 21 two 9 empty 3 50.000000 21.186441 0.000097
hedonic 21 two 10 empty 4 50.000000 28.813559 0.000099
hedonic 21 two 11 empty 5 50.000000 17.796610 0.000141
hedonic 21 two 12 empty 6 50.000000 24.576271 0.000109
hedonic 21 two 13 chocolate 4 79.661017 60.169492 0.000103
hedonic 21 two 14 chocolate 5 85.593220 50.000000 0.000103
hedonic 21 two 15 chocolate 6 60.169492 40.677966 0.000108
hedonic 21 two 16 neutral 4 50.000000 50.000000 0.000101
hedonic 21 two 17 neutral 5 50.000000 19.491525 0.000216
hedonic 21 two 18 neutral 6 50.000000 16.949153 0.000164
hedonic 21 two 19 neutral 7 50.000000 46.610169 0.000529
hedonic 21 two 20 neutral 8 50.000000 19.491525 0.000117
hedonic 21 two 21 neutral 9 50.000000 20.338983 0.000147
hedonic 21 two 22 empty 7 50.000000 25.423729 0.000156
hedonic 21 two 23 empty 8 50.000000 19.491525 0.000098
hedonic 21 two 24 empty 9 50.000000 22.033898 0.000193
hedonic 21 two 25 chocolate 7 81.355932 63.559322 0.000131
hedonic 21 two 26 chocolate 8 78.813559 56.779661 0.000202
hedonic 21 two 27 chocolate 9 63.559322 50.000000 0.000437
hedonic 21 two 28 chocolate 10 64.406780 41.525424 0.000118
hedonic 21 two 29 chocolate 11 61.864407 36.440678 0.000095
hedonic 21 two 30 chocolate 12 55.932203 33.898305 0.000103
hedonic 21 two 31 empty 10 50.000000 16.949153 0.000412
hedonic 21 two 32 empty 11 50.000000 12.711864 0.000170
hedonic 21 two 33 empty 12 50.000000 16.101695 0.000236
hedonic 21 two 34 neutral 10 50.000000 22.881356 0.000136
hedonic 21 two 35 neutral 11 54.237288 14.406780 0.000570
hedonic 21 two 36 neutral 12 50.000000 27.118644 0.000266
hedonic 21 two 37 neutral 13 50.000000 22.033898 0.000432
hedonic 21 two 38 neutral 14 48.305085 24.576271 0.000170
hedonic 21 two 39 neutral 15 50.000000 23.728814 0.000156
hedonic 21 two 40 empty 13 50.000000 19.491525 0.001656
hedonic 21 two 41 empty 14 50.000000 12.711864 0.000214
hedonic 21 two 42 empty 15 50.000000 22.881356 0.000142
hedonic 21 two 43 chocolate 13 70.338983 42.372881 0.000143
hedonic 21 two 44 chocolate 14 66.101695 40.677966 0.000184
hedonic 21 two 45 chocolate 15 50.000000 22.881356 0.000307
hedonic 21 two 46 empty 16 56.779661 31.355932 0.000291
hedonic 21 two 47 empty 17 50.000000 15.254237 0.000192
hedonic 21 two 48 empty 18 50.000000 28.813559 0.000199
hedonic 21 two 49 chocolate 16 79.661017 41.525424 0.000228
hedonic 21 two 50 chocolate 17 78.813559 32.203390 0.000158
hedonic 21 two 51 chocolate 18 50.000000 20.338983 0.000329
hedonic 21 two 52 neutral 16 50.000000 27.118644 0.000367
hedonic 21 two 53 neutral 17 50.000000 14.406780 0.000154
hedonic 21 two 54 neutral 18 50.000000 31.355932 0.000190
hedonic 22 two 1 neutral 1 54.237288 51.694915 0.000263
hedonic 22 two 2 neutral 2 50.000000 13.559322 0.000279
hedonic 22 two 3 neutral 3 50.000000 15.254237 0.000315
hedonic 22 two 4 empty 1 50.000000 29.661017 0.000263
hedonic 22 two 5 empty 2 50.847458 38.135593 0.000205
hedonic 22 two 6 empty 3 50.000000 19.491525 0.000243
hedonic 22 two 7 chocolate 1 66.101695 60.169492 0.000195
hedonic 22 two 8 chocolate 2 64.406780 53.389831 0.000257
hedonic 22 two 9 chocolate 3 75.423729 50.000000 0.000278
hedonic 22 two 10 neutral 4 50.000000 26.271186 0.000258
hedonic 22 two 11 neutral 5 41.525424 33.050847 0.000318
hedonic 22 two 12 neutral 6 44.067797 35.593220 0.000375
hedonic 22 two 13 empty 4 50.000000 15.254237 0.000257
hedonic 22 two 14 empty 5 50.000000 23.728814 0.000218
hedonic 22 two 15 empty 6 50.000000 19.491525 0.000317
hedonic 22 two 16 chocolate 4 68.644068 66.949153 0.000303
hedonic 22 two 17 chocolate 5 71.186441 76.271186 0.000257
hedonic 22 two 18 chocolate 6 56.779661 38.135593 0.000282
hedonic 22 two 19 empty 7 50.000000 20.338983 0.000259
hedonic 22 two 20 empty 8 50.000000 22.881356 0.000276
hedonic 22 two 21 empty 9 54.237288 21.186441 0.000312
hedonic 22 two 22 chocolate 7 62.711864 41.525424 0.000279
hedonic 22 two 23 chocolate 8 50.000000 23.728814 0.000242
hedonic 22 two 24 chocolate 9 52.542373 32.203390 0.000282
hedonic 22 two 25 neutral 7 44.915254 48.305085 0.000429
hedonic 22 two 26 neutral 8 50.000000 17.796610 0.000212
hedonic 22 two 27 neutral 9 50.000000 26.271186 0.000287
hedonic 22 two 28 chocolate 10 69.491525 61.864407 0.000351
hedonic 22 two 29 chocolate 11 50.000000 20.338983 0.000277
hedonic 22 two 30 chocolate 12 56.779661 33.050847 0.000246
hedonic 22 two 31 neutral 10 50.000000 26.271186 0.000283
hedonic 22 two 32 neutral 11 50.000000 22.881356 0.000309
hedonic 22 two 33 neutral 12 50.000000 25.423729 0.000355
hedonic 22 two 34 empty 10 51.694915 27.966102 0.000297
hedonic 22 two 35 empty 11 50.000000 20.338983 0.000366
hedonic 22 two 36 empty 12 48.305085 33.898305 0.000464
hedonic 22 two 37 empty 13 46.610169 35.593220 0.000265
hedonic 22 two 38 empty 14 50.000000 27.118644 0.000264
hedonic 22 two 39 empty 15 57.627119 41.525424 0.000587
hedonic 22 two 40 neutral 13 37.288136 38.983051 0.000350
hedonic 22 two 41 neutral 14 44.915254 50.000000 0.000267
hedonic 22 two 42 neutral 15 44.915254 44.915254 0.000462
hedonic 22 two 43 chocolate 13 67.796610 60.169492 0.000297
hedonic 22 two 44 chocolate 14 56.779661 52.542373 0.000369
hedonic 22 two 45 chocolate 15 50.000000 20.338983 0.000352
hedonic 22 two 46 empty 16 55.084746 27.966102 0.000420
hedonic 22 two 47 empty 17 55.084746 27.118644 0.000790
hedonic 22 two 48 empty 18 55.084746 38.135593 0.000347
hedonic 22 two 49 chocolate 16 66.949153 56.779661 0.000332
hedonic 22 two 50 chocolate 17 65.254237 64.406780 0.000443
hedonic 22 two 51 chocolate 18 68.644068 64.406780 0.000388
hedonic 22 two 52 neutral 16 50.000000 20.338983 0.000281
hedonic 22 two 53 neutral 17 50.000000 19.491525 0.000446
hedonic 22 two 54 neutral 18 40.677966 33.898305 0.000251
hedonic 23 two 1 empty 1 50.000000 50.000000 0.000292
hedonic 23 two 2 empty 2 50.000000 42.372881 0.000287
hedonic 23 two 3 empty 3 50.000000 12.711864 0.000295
hedonic 23 two 4 neutral 1 50.000000 12.711864 0.000299
hedonic 23 two 5 neutral 2 50.000000 12.711864 0.000414
hedonic 23 two 6 neutral 3 50.000000 12.711864 0.000395
hedonic 23 two 7 chocolate 1 76.271186 66.101695 0.000232
hedonic 23 two 8 chocolate 2 72.881356 65.254237 0.000265
hedonic 23 two 9 chocolate 3 71.186441 62.711864 0.000348
hedonic 23 two 10 neutral 4 50.000000 12.711864 0.000400
hedonic 23 two 11 neutral 5 50.000000 12.711864 0.000299
hedonic 23 two 12 neutral 6 50.000000 12.711864 0.000338
hedonic 23 two 13 chocolate 4 75.423729 72.881356 0.000346
hedonic 23 two 14 chocolate 5 72.033898 56.779661 0.000322
hedonic 23 two 15 chocolate 6 50.000000 50.000000 0.000280
hedonic 23 two 16 empty 4 50.000000 50.000000 0.000297
hedonic 23 two 17 empty 5 50.000000 41.525424 0.000386
hedonic 23 two 18 empty 6 50.000000 12.711864 0.000294
hedonic 23 two 19 chocolate 7 72.033898 59.322034 0.000264
hedonic 23 two 20 chocolate 8 66.949153 52.542373 0.000312
hedonic 23 two 21 chocolate 9 50.000000 12.711864 0.000300
hedonic 23 two 22 neutral 7 50.000000 12.711864 0.000312
hedonic 23 two 23 neutral 8 50.000000 12.711864 0.000362
hedonic 23 two 24 neutral 9 50.000000 12.711864 0.000298
hedonic 23 two 25 empty 7 51.694915 34.745763 0.000359
hedonic 23 two 26 empty 8 50.000000 50.000000 0.000315
hedonic 23 two 27 empty 9 50.000000 12.711864 0.000286
hedonic 23 two 28 chocolate 10 87.288136 64.406780 0.000291
hedonic 23 two 29 chocolate 11 55.932203 50.000000 0.000377
hedonic 23 two 30 chocolate 12 63.559322 50.000000 0.000328
hedonic 23 two 31 neutral 10 50.000000 50.000000 0.000421
hedonic 23 two 32 neutral 11 50.000000 22.881356 0.000274
hedonic 23 two 33 neutral 12 50.000000 12.711864 0.000411
hedonic 23 two 34 empty 10 53.389831 33.898305 0.000349
hedonic 23 two 35 empty 11 50.000000 50.000000 0.000351
hedonic 23 two 36 empty 12 50.000000 40.677966 0.000287
hedonic 23 two 37 empty 13 50.000000 12.711864 0.000391
hedonic 23 two 38 empty 14 50.000000 16.101695 0.000322
hedonic 23 two 39 empty 15 50.000000 12.711864 0.000381
hedonic 23 two 40 chocolate 13 74.576271 66.949153 0.000323
hedonic 23 two 41 chocolate 14 75.423729 63.559322 0.000290
hedonic 23 two 42 chocolate 15 69.491525 42.372881 0.000340
hedonic 23 two 43 neutral 13 50.000000 18.644068 0.000302
hedonic 23 two 44 neutral 14 50.000000 12.711864 0.000384
hedonic 23 two 45 neutral 15 50.000000 12.711864 0.000278
hedonic 23 two 46 neutral 16 50.000000 12.711864 0.000303
hedonic 23 two 47 neutral 17 50.000000 12.711864 0.000288
hedonic 23 two 48 neutral 18 50.000000 12.711864 0.000299
hedonic 23 two 49 chocolate 16 72.881356 65.254237 0.000370
hedonic 23 two 50 chocolate 17 61.864407 38.983051 0.000319
hedonic 23 two 51 chocolate 18 67.796610 60.169492 0.000344
hedonic 23 two 52 empty 16 50.000000 43.220339 0.000318
hedonic 23 two 53 empty 17 50.000000 12.711864 0.000307
hedonic 23 two 54 empty 18 50.000000 12.711864 0.000379
hedonic 24 two 1 empty 1 43.220339 29.661017 0.000233
hedonic 24 two 2 empty 2 67.796610 39.830508 0.000247
hedonic 24 two 3 empty 3 44.067797 42.372881 0.000165
hedonic 24 two 4 chocolate 1 70.338983 61.016949 0.000302
hedonic 24 two 5 chocolate 2 59.322034 43.220339 0.000195
hedonic 24 two 6 chocolate 3 60.169492 65.254237 0.000168
hedonic 24 two 7 neutral 1 60.169492 32.203390 0.000232
hedonic 24 two 8 neutral 2 60.169492 23.728814 0.000233
hedonic 24 two 9 neutral 3 56.779661 17.796610 0.000190
hedonic 24 two 10 empty 4 55.932203 15.254237 0.000357
hedonic 24 two 11 empty 5 38.135593 22.881356 0.000243
hedonic 24 two 12 empty 6 44.067797 28.813559 0.000243
hedonic 24 two 13 chocolate 4 68.644068 57.627119 0.000241
hedonic 24 two 14 chocolate 5 61.864407 55.932203 0.000186
hedonic 24 two 15 chocolate 6 66.101695 58.474576 0.000216
hedonic 24 two 16 neutral 4 50.000000 13.559322 0.000208
hedonic 24 two 17 neutral 5 62.711864 27.118644 0.000214
hedonic 24 two 18 neutral 6 67.796610 37.288136 0.000250
hedonic 24 two 19 neutral 7 50.000000 12.711864 0.000272
hedonic 24 two 20 neutral 8 50.000000 12.711864 0.000322
hedonic 24 two 21 neutral 9 57.627119 28.813559 0.000190
hedonic 24 two 22 empty 7 43.220339 30.508475 0.000190
hedonic 24 two 23 empty 8 22.881356 50.847458 0.000208
hedonic 24 two 24 empty 9 40.677966 55.932203 0.000217
hedonic 24 two 25 chocolate 7 67.796610 61.016949 0.000196
hedonic 24 two 26 chocolate 8 73.728814 60.169492 0.000177
hedonic 24 two 27 chocolate 9 58.474576 42.372881 0.000242
hedonic 24 two 28 neutral 10 41.525424 56.779661 0.000194
hedonic 24 two 29 neutral 11 57.627119 33.050847 0.000206
hedonic 24 two 30 neutral 12 56.779661 23.728814 0.000203
hedonic 24 two 31 empty 10 40.677966 56.779661 0.000213
hedonic 24 two 32 empty 11 44.915254 59.322034 0.000191
hedonic 24 two 33 empty 12 44.067797 57.627119 0.000177
hedonic 24 two 34 chocolate 10 68.644068 61.016949 0.000218
hedonic 24 two 35 chocolate 11 70.338983 57.627119 0.000196
hedonic 24 two 36 chocolate 12 72.881356 56.779661 0.000247
hedonic 24 two 37 empty 13 33.050847 61.016949 0.000181
hedonic 24 two 38 empty 14 50.000000 44.915254 0.000219
hedonic 24 two 39 empty 15 52.542373 38.983051 0.000243
hedonic 24 two 40 chocolate 13 60.169492 56.779661 0.000299
hedonic 24 two 41 chocolate 14 66.101695 56.779661 0.000240
hedonic 24 two 42 chocolate 15 61.016949 43.220339 0.000179
hedonic 24 two 43 neutral 13 57.627119 30.508475 0.000193
hedonic 24 two 44 neutral 14 44.915254 53.389831 0.000183
hedonic 24 two 45 neutral 15 56.779661 27.118644 0.000187
hedonic 24 two 46 chocolate 16 70.338983 61.016949 0.000235
hedonic 24 two 47 chocolate 17 70.338983 57.627119 0.000262
hedonic 24 two 48 chocolate 18 68.644068 50.000000 0.000289
hedonic 24 two 49 empty 16 38.983051 55.932203 0.000234
hedonic 24 two 50 empty 17 44.915254 55.932203 0.000214
hedonic 24 two 51 empty 18 50.000000 57.627119 0.000203
hedonic 24 two 52 neutral 16 40.677966 55.932203 0.000228
hedonic 24 two 53 neutral 17 57.627119 26.271186 0.000256
hedonic 24 two 54 neutral 18 58.474576 22.033898 0.000242
hedonic 25 two 1 neutral 1 54.237288 50.000000 0.000123
hedonic 25 two 2 neutral 2 38.983051 42.372881 0.000093
hedonic 25 two 3 neutral 3 59.322034 41.525424 0.000117
hedonic 25 two 4 empty 1 42.372881 27.118644 0.000079
hedonic 25 two 5 empty 2 69.491525 42.372881 0.000089
hedonic 25 two 6 empty 3 60.169492 41.525424 0.000102
hedonic 25 two 7 chocolate 1 78.813559 77.966102 0.000087
hedonic 25 two 8 chocolate 2 71.186441 70.338983 0.000098
hedonic 25 two 9 chocolate 3 67.796610 41.525424 0.000116
hedonic 25 two 10 chocolate 4 67.796610 50.000000 0.000095
hedonic 25 two 11 chocolate 5 61.016949 68.644068 0.000134
hedonic 25 two 12 chocolate 6 50.000000 29.661017 0.000102
hedonic 25 two 13 empty 4 60.169492 31.355932 0.000124
hedonic 25 two 14 empty 5 41.525424 25.423729 0.000091
hedonic 25 two 15 empty 6 44.067797 29.661017 0.000084
hedonic 25 two 16 neutral 4 60.169492 79.661017 0.000100
hedonic 25 two 17 neutral 5 67.796610 40.677966 0.000095
hedonic 25 two 18 neutral 6 71.186441 50.000000 0.000091
hedonic 25 two 19 neutral 7 69.491525 73.728814 0.000112
hedonic 25 two 20 neutral 8 58.474576 26.271186 0.000092
hedonic 25 two 21 neutral 9 61.016949 24.576271 0.000093
hedonic 25 two 22 chocolate 7 77.966102 77.966102 0.000074
hedonic 25 two 23 chocolate 8 82.203390 79.661017 0.000087
hedonic 25 two 24 chocolate 9 79.661017 72.881356 0.000085
hedonic 25 two 25 empty 7 58.474576 24.576271 0.000097
hedonic 25 two 26 empty 8 41.525424 17.796610 0.000133
hedonic 25 two 27 empty 9 38.983051 17.796610 0.000109
hedonic 25 two 28 chocolate 10 66.949153 50.000000 0.000095
hedonic 25 two 29 chocolate 11 72.881356 68.644068 0.000078
hedonic 25 two 30 chocolate 12 57.627119 33.898305 0.000106
hedonic 25 two 31 empty 10 39.830508 22.881356 0.000079
hedonic 25 two 32 empty 11 30.508475 19.491525 0.000078
hedonic 25 two 33 empty 12 59.322034 28.813559 0.000077
hedonic 25 two 34 neutral 10 41.525424 67.796610 0.000085
hedonic 25 two 35 neutral 11 61.864407 50.000000 0.000083
hedonic 25 two 36 neutral 12 65.254237 39.830508 0.000102
hedonic 25 two 37 neutral 13 50.000000 23.728814 0.000079
hedonic 25 two 38 neutral 14 59.322034 38.983051 0.000124
hedonic 25 two 39 neutral 15 41.525424 23.728814 0.000079
hedonic 25 two 40 empty 13 61.016949 31.355932 0.000106
hedonic 25 two 41 empty 14 50.000000 20.338983 0.000085
hedonic 25 two 42 empty 15 43.220339 16.949153 0.000096
hedonic 25 two 43 chocolate 13 78.813559 75.423729 0.000091
hedonic 25 two 44 chocolate 14 75.423729 65.254237 0.000088
hedonic 25 two 45 chocolate 15 67.796610 50.000000 0.000082
hedonic 25 two 46 neutral 16 66.949153 50.000000 0.000122
hedonic 25 two 47 neutral 17 61.016949 29.661017 0.000082
hedonic 25 two 48 neutral 18 50.000000 21.186441 0.000108
hedonic 25 two 49 chocolate 16 76.271186 63.559322 0.000083
hedonic 25 two 50 chocolate 17 61.016949 27.966102 0.000091
hedonic 25 two 51 chocolate 18 71.186441 33.050847 0.000088
hedonic 25 two 52 empty 16 35.593220 19.491525 0.000113
hedonic 25 two 53 empty 17 42.372881 17.796610 0.000089
hedonic 25 two 54 empty 18 34.745763 15.254237 0.000107
hedonic 26 two 1 neutral 1 42.372881 61.016949 0.000132
hedonic 26 two 2 neutral 2 41.525424 41.525424 0.000101
hedonic 26 two 3 neutral 3 37.288136 28.813559 0.000147
hedonic 26 two 4 empty 1 50.000000 12.711864 0.000110
hedonic 26 two 5 empty 2 50.000000 12.711864 0.000113
hedonic 26 two 6 empty 3 50.000000 12.711864 0.000110
hedonic 26 two 7 chocolate 1 74.576271 71.186441 0.000119
hedonic 26 two 8 chocolate 2 72.033898 71.186441 0.000114
hedonic 26 two 9 chocolate 3 62.711864 29.661017 0.000172
hedonic 26 two 10 neutral 4 38.135593 24.576271 0.000098
hedonic 26 two 11 neutral 5 26.271186 61.016949 0.000104
hedonic 26 two 12 neutral 6 33.898305 36.440678 0.000098
hedonic 26 two 13 chocolate 4 63.559322 58.474576 0.000159
hedonic 26 two 14 chocolate 5 72.881356 56.779661 0.000117
hedonic 26 two 15 chocolate 6 50.000000 27.118644 0.000087
hedonic 26 two 16 empty 4 50.000000 27.966102 0.000084
hedonic 26 two 17 empty 5 50.000000 12.711864 0.000116
hedonic 26 two 18 empty 6 50.000000 12.711864 0.000089
hedonic 26 two 19 neutral 7 34.745763 50.000000 0.000119
hedonic 26 two 20 neutral 8 38.135593 35.593220 0.000079
hedonic 26 two 21 neutral 9 33.898305 29.661017 0.000104
hedonic 26 two 22 chocolate 7 74.576271 59.322034 0.000076
hedonic 26 two 23 chocolate 8 66.949153 50.000000 0.000094
hedonic 26 two 24 chocolate 9 67.796610 42.372881 0.000083
hedonic 26 two 25 empty 7 50.000000 39.830508 0.000101
hedonic 26 two 26 empty 8 50.000000 13.559322 0.000100
hedonic 26 two 27 empty 9 50.000000 16.101695 0.000111
hedonic 26 two 28 neutral 10 31.355932 35.593220 0.000120
hedonic 26 two 29 neutral 11 50.000000 25.423729 0.000104
hedonic 26 two 30 neutral 12 32.203390 27.966102 0.000085
hedonic 26 two 31 chocolate 10 69.491525 58.474576 0.000085
hedonic 26 two 32 chocolate 11 69.491525 61.016949 0.000080
hedonic 26 two 33 chocolate 12 68.644068 43.220339 0.000111
hedonic 26 two 34 empty 10 50.000000 19.491525 0.000088
hedonic 26 two 35 empty 11 50.000000 20.338983 0.000130
hedonic 26 two 36 empty 12 66.101695 35.593220 0.000115
hedonic 26 two 37 neutral 13 42.372881 58.474576 0.000094
hedonic 26 two 38 neutral 14 39.830508 32.203390 0.000126
hedonic 26 two 39 neutral 15 38.983051 26.271186 0.000105
hedonic 26 two 40 chocolate 13 70.338983 66.949153 0.000087
hedonic 26 two 41 chocolate 14 70.338983 42.372881 0.000110
hedonic 26 two 42 chocolate 15 63.559322 50.000000 0.000102
hedonic 26 two 43 empty 13 43.220339 36.440678 0.000118
hedonic 26 two 44 empty 14 59.322034 41.525424 0.000120
hedonic 26 two 45 empty 15 50.000000 32.203390 0.000090
hedonic 26 two 46 neutral 16 32.203390 37.288136 0.000142
hedonic 26 two 47 neutral 17 42.372881 29.661017 0.000108
hedonic 26 two 48 neutral 18 50.000000 34.745763 0.000136
hedonic 26 two 49 chocolate 16 71.186441 62.711864 0.000107
hedonic 26 two 50 chocolate 17 66.101695 43.220339 0.000121
hedonic 26 two 51 chocolate 18 63.559322 31.355932 0.000128
hedonic 26 two 52 empty 16 50.000000 29.661017 0.000103
hedonic 26 two 53 empty 17 50.000000 34.745763 0.000124
hedonic 26 two 54 empty 18 50.000000 56.779661 0.000088
