task id session trial condition trialxcondition perceived_liking perceived_intensity
hedonic 11 two 31 neutral 10 72.881356 74.576271
hedonic 11 two 32 neutral 11 72.033898 61.016949
hedonic 11 two 33 neutral 12 71.186441 69.491525
hedonic 11 two 34 empty 10 56.779661 58.474576
hedonic 11 two 35 empty 11 50.000000 12.711864
hedonic 11 two 36 empty 12 50.000000 12.711864
hedonic 11 two 37 empty 13 50.000000 12.711864
hedonic 11 two 38 empty 14 50.000000 12.711864
hedonic 11 two 39 empty 15 50.000000 12.711864
hedonic 11 two 40 neutral 13 77.966102 68.644068
hedonic 11 two 41 neutral 14 70.338983 69.491525
hedonic 11 two 42 neutral 15 70.338983 67.796610
hedonic 11 two 43 chocolate 13 82.203390 74.576271
hedonic 11 two 44 chocolate 14 81.355932 65.254237
hedonic 11 two 45 chocolate 15 79.661017 68.644068
hedonic 11 two 46 neutral 16 72.881356 77.966102
hedonic 11 two 47 neutral 17 72.881356 66.949153
hedonic 11 two 48 neutral 18 71.186441 64.406780
hedonic 11 two 49 chocolate 16 82.203390 65.254237
hedonic 11 two 50 chocolate 17 79.661017 70.338983
hedonic 11 two 51 chocolate 18 74.576271 49.152542
hedonic 11 two 52 empty 16 72.881356 50.000000
hedonic 11 two 53 empty 17 63.559322 31.355932
hedonic 11 two 54 empty 18 50.000000 12.711864
hedonic 12 two 1 chocolate 1 85.593220 73.728814
hedonic 12 two 2 chocolate 2 83.898305 64.406780
hedonic 12 two 3 chocolate 3 85.593220 61.864407
hedonic 12 two 4 empty 1 61.864407 36.440678
hedonic 12 two 5 empty 2 64.406780 38.983051
hedonic 12 two 6 empty 3 70.338983 31.355932
hedonic 12 two 7 neutral 1 26.271186 58.474576
hedonic 12 two 8 neutral 2 26.271186 64.406780
hedonic 12 two 9 neutral 3 36.440678 62.711864
hedonic 12 two 10 chocolate 4 66.101695 37.288136
hedonic 12 two 11 chocolate 5 66.949153 37.288136
hedonic 12 two 12 chocolate 6 58.474576 23.728814
hedonic 12 two 13 empty 4 38.135593 55.084746
hedonic 12 two 14 empty 5 44.067797 25.423729
hedonic 12 two 15 empty 6 43.220339 21.186441
hedonic 12 two 16 neutral 4 46.610169 17.796610
hedonic 12 two 17 neutral 5 33.050847 57.627119
hedonic 12 two 18 neutral 6 44.067797 55.932203
hedonic 12 two 19 chocolate 7 82.203390 70.338983
hedonic 12 two 20 chocolate 8 79.661017 71.186441
hedonic 12 two 21 chocolate 9 66.101695 42.372881
hedonic 12 two 22 empty 7 72.033898 39.830508
hedonic 12 two 23 empty 8 50.000000 13.559322
hedonic 12 two 24 empty 9 50.000000 15.254237
hedonic 12 two 25 neutral 7 50.000000 15.254237
hedonic 12 two 26 neutral 8 47.457627 16.949153
hedonic 12 two 27 neutral 9 50.000000 12.711864
hedonic 12 two 28 empty 10 47.457627 16.949153
hedonic 12 two 29 empty 11 48.305085 12.711864
hedonic 12 two 30 empty 12 49.152542 14.406780
hedonic 12 two 31 neutral 10 49.152542 14.406780
hedonic 12 two 32 neutral 11 42.372881 14.406780
hedonic 12 two 33 neutral 12 50.000000 12.711864
hedonic 12 two 34 chocolate 10 82.203390 75.423729
hedonic 12 two 35 chocolate 11 71.186441 61.864407
hedonic 12 two 36 chocolate 12 75.423729 57.627119
hedonic 12 two 37 neutral 13 50.847458 16.101695
hedonic 12 two 38 neutral 14 50.000000 16.949153
hedonic 12 two 39 neutral 15 50.000000 19.491525
hedonic 12 two 40 empty 13 55.084746 30.508475
hedonic 12 two 41 empty 14 50.000000 16.101695
hedonic 12 two 42 empty 15 50.000000 17.796610
hedonic 12 two 43 chocolate 13 74.576271 58.474576
hedonic 12 two 44 chocolate 14 76.271186 51.694915
hedonic 12 two 45 chocolate 15 50.000000 50.000000
hedonic 12 two 46 neutral 16 53.389831 19.491525
hedonic 12 two 47 neutral 17 50.000000 33.898305
hedonic 12 two 48 neutral 18 50.000000 22.881356
hedonic 12 two 49 empty 16 50.000000 26.271186
hedonic 12 two 50 empty 17 50.000000 23.728814
hedonic 12 two 51 empty 18 50.000000 14.406780
hedonic 12 two 52 chocolate 16 69.491525 50.000000
hedonic 12 two 53 chocolate 17 73.728814 48.305085
hedonic 12 two 54 chocolate 18 64.406780 38.983051
hedonic 13 two 1 chocolate 1 87.288136 87.288136
hedonic 13 two 2 chocolate 2 87.288136 68.644068
hedonic 13 two 3 chocolate 3 87.288136 85.593220
hedonic 13 two 4 neutral 1 69.491525 72.033898
hedonic 13 two 5 neutral 2 57.627119 72.033898
hedonic 13 two 6 neutral 3 77.118644 77.966102
hedonic 13 two 7 empty 1 50.000000 50.000000
hedonic 13 two 8 empty 2 50.000000 12.711864
hedonic 13 two 9 empty 3 50.000000 12.711864
hedonic 13 two 10 neutral 4 62.711864 83.050847
hedonic 13 two 11 neutral 5 58.474576 77.966102
hedonic 13 two 12 neutral 6 61.016949 77.118644
hedonic 13 two 13 chocolate 4 86.440678 87.288136
hedonic 13 two 14 chocolate 5 87.288136 87.288136
hedonic 13 two 15 chocolate 6 87.288136 87.288136
hedonic 13 two 16 empty 4 50.000000 12.711864
hedonic 13 two 17 empty 5 50.000000 12.711864
hedonic 13 two 18 empty 6 50.000000 12.711864
hedonic 13 two 19 chocolate 7 85.593220 84.745763
hedonic 13 two 20 chocolate 8 83.898305 84.745763
hedonic 13 two 21 chocolate 9 85.593220 85.593220
hedonic 13 two 22 neutral 7 65.254237 79.661017
hedonic 13 two 23 neutral 8 64.406780 87.288136
hedonic 13 two 24 neutral 9 72.881356 82.203390
hedonic 13 two 25 empty 7 50.000000 12.711864
hedonic 13 two 26 empty 8 50.000000 12.711864
hedonic 13 two 27 empty 9 50.000000 12.711864
hedonic 13 two 28 neutral 10 63.559322 83.050847
hedonic 13 two 29 neutral 11 61.016949 81.355932
hedonic 13 two 30 neutral 12 66.949153 83.898305
hedonic 13 two 31 empty 10 50.000000 12.711864
hedonic 13 two 32 empty 11 50.000000 12.711864
hedonic 13 two 33 empty 12 50.000000 12.711864
hedonic 13 two 34 chocolate 10 86.440678 87.288136
hedonic 13 two 35 chocolate 11 82.203390 76.271186
hedonic 13 two 36 chocolate 12 85.593220 87.288136
hedonic 13 two 37 chocolate 13 61.864407 61.016949
hedonic 13 two 38 chocolate 14 61.864407 71.186441
hedonic 13 two 39 chocolate 15 64.406780 69.491525
hedonic 13 two 40 neutral 13 57.627119 78.813559
hedonic 13 two 41 neutral 14 60.169492 68.644068
hedonic 13 two 42 neutral 15 58.474576 71.186441
hedonic 13 two 43 empty 13 50.000000 12.711864
hedonic 13 two 44 empty 14 50.000000 12.711864
hedonic 13 two 45 empty 15 50.000000 12.711864
hedonic 13 two 46 empty 16 50.000000 12.711864
hedonic 13 two 47 empty 17 50.000000 12.711864
hedonic 13 two 48 empty 18 50.000000 12.711864
hedonic 13 two 49 chocolate 16 87.288136 87.288136
hedonic 13 two 50 chocolate 17 87.288136 87.288136
hedonic 13 two 51 chocolate 18 87.288136 87.288136
hedonic 13 two 52 neutral 16 50.000000 12.711864
hedonic 13 two 53 neutral 17 57.627119 66.949153
hedonic 13 two 54 neutral 18 58.474576 72.881356
hedonic 14 two 1 chocolate 1 71.186441 77.966102
hedonic 14 two 2 chocolate 2 68.644068 33.898305
hedonic 14 two 3 chocolate 3 56.779661 21.186441
hedonic 14 two 4 neutral 1 58.474576 63.559322
hedonic 14 two 5 neutral 2 64.406780 42.372881
hedonic 14 two 6 neutral 3 55.084746 66.949153
hedonic 14 two 7 empty 1 50.000000 12.711864
hedonic 14 two 8 empty 2 50.000000 12.711864
hedonic 14 two 9 empty 3 50.000000 12.711864
hedonic 14 two 10 chocolate 4 63.559322 38.983051
hedonic 14 two 11 chocolate 5 73.728814 29.661017
hedonic 14 two 12 chocolate 6 70.338983 20.338983
hedonic 14 two 13 empty 4 50.000000 14.406780
hedonic 14 two 14 empty 5 50.000000 12.711864
hedonic 14 two 15 empty 6 50.000000 12.711864
hedonic 14 two 16 neutral 4 44.067797 79.661017
hedonic 14 two 17 neutral 5 44.915254 74.576271
hedonic 14 two 18 neutral 6 66.101695 36.440678
hedonic 14 two 19 empty 7 50.000000 12.711864
hedonic 14 two 20 empty 8 50.000000 12.711864
hedonic 14 two 21 empty 9 50.000000 12.711864
hedonic 14 two 22 neutral 7 56.779661 61.016949
hedonic 14 two 23 neutral 8 75.423729 38.135593
hedonic 14 two 24 neutral 9 57.627119 22.033898
hedonic 14 two 25 chocolate 7 77.118644 61.016949
hedonic 14 two 26 chocolate 8 75.423729 33.050847
hedonic 14 two 27 chocolate 9 59.322034 19.491525
hedonic 14 two 28 empty 10 50.000000 12.711864
hedonic 14 two 29 empty 11 50.000000 12.711864
hedonic 14 two 30 empty 12 50.000000 12.711864
hedonic 14 two 31 neutral 10 43.220339 85.593220
hedonic 14 two 32 neutral 11 58.474576 30.508475
hedonic 14 two 33 neutral 12 56.779661 22.033898
hedonic 14 two 34 chocolate 10 56.779661 87.288136
hedonic 14 two 35 chocolate 11 73.728814 44.067797
hedonic 14 two 36 chocolate 12 55.932203 21.186441
hedonic 14 two 37 neutral 13 65.254237 27.966102
hedonic 14 two 38 neutral 14 54.237288 20.338983
hedonic 14 two 39 neutral 15 54.237288 20.338983
hedonic 14 two 40 chocolate 13 72.033898 44.067797
hedonic 14 two 41 chocolate 14 50.000000 12.711864
hedonic 14 two 42 chocolate 15 50.000000 12.711864
hedonic 14 two 43 empty 13 52.542373 13.559322
hedonic 14 two 44 empty 14 50.000000 12.711864
hedonic 14 two 45 empty 15 50.000000 13.559322
hedonic 14 two 46 chocolate 16 57.627119 19.491525
hedonic 14 two 47 chocolate 17 62.711864 36.440678
hedonic 14 two 48 chocolate 18 66.949153 44.067797
hedonic 14 two 49 empty 16 50.000000 12.711864
hedonic 14 two 50 empty 17 50.000000 12.711864
hedonic 14 two 51 empty 18 50.000000 12.711864
hedonic 14 two 52 neutral 16 55.932203 56.779661
hedonic 14 two 53 neutral 17 64.406780 33.050847
hedonic 14 two 54 neutral 18 55.932203 18.644068
hedonic 15 two 1 chocolate 1 61.016949 59.322034
hedonic 15 two 2 chocolate 2 57.627119 56.779661
hedonic 15 two 3 chocolate 3 66.949153 56.779661
hedonic 15 two 4 empty 1 57.627119 55.932203
hedonic 15 two 5 empty 2 50.000000 12.711864
hedonic 15 two 6 empty 3 50.000000 12.711864
hedonic 15 two 7 neutral 1 50.000000 55.084746
hedonic 15 two 8 neutral 2 50.000000 58.474576
hedonic 15 two 9 neutral 3 50.000000 57.627119
hedonic 15 two 10 empty 4 50.000000 50.000000
hedonic 15 two 11 empty 5 50.000000 50.000000
hedonic 15 two 12 empty 6 50.000000 12.711864
hedonic 15 two 13 chocolate 4 61.016949 58.474576
hedonic 15 two 14 chocolate 5 61.864407 58.474576
hedonic 15 two 15 chocolate 6 55.932203 50.000000
hedonic 15 two 16 neutral 4 50.000000 56.779661
hedonic 15 two 17 neutral 5 49.152542 56.779661
hedonic 15 two 18 neutral 6 55.084746 54.237288
hedonic 15 two 19 empty 7 50.000000 50.000000
hedonic 15 two 20 empty 8 50.000000 50.000000
hedonic 15 two 21 empty 9 50.000000 12.711864
hedonic 15 two 22 chocolate 7 58.474576 55.084746
hedonic 15 two 23 chocolate 8 57.627119 50.000000
hedonic 15 two 24 chocolate 9 55.084746 50.000000
hedonic 15 two 25 neutral 7 42.372881 55.084746
hedonic 15 two 26 neutral 8 50.000000 54.237288
hedonic 15 two 27 neutral 9 50.000000 50.000000
hedonic 15 two 28 empty 10 50.000000 12.711864
hedonic 15 two 29 empty 11 50.000000 12.711864
hedonic 15 two 30 empty 12 50.000000 12.711864
hedonic 15 two 31 neutral 10 49.152542 56.779661
hedonic 15 two 32 neutral 11 45.762712 55.932203
hedonic 15 two 33 neutral 12 50.000000 50.000000
hedonic 15 two 34 chocolate 10 62.711864 50.000000
hedonic 15 two 35 chocolate 11 58.474576 53.389831
hedonic 15 two 36 chocolate 12 58.474576 56.779661
hedonic 15 two 37 neutral 13 50.000000 55.084746
hedonic 15 two 38 neutral 14 50.000000 50.000000
hedonic 15 two 39 neutral 15 50.000000 50.000000
hedonic 15 two 40 chocolate 13 52.542373 55.084746
hedonic 15 two 41 chocolate 14 55.932203 55.932203
hedonic 15 two 42 chocolate 15 50.000000 50.000000
hedonic 15 two 43 empty 13 50.000000 50.000000
hedonic 15 two 44 empty 14 50.000000 50.000000
hedonic 15 two 45 empty 15 50.000000 50.000000
hedonic 15 two 46 empty 16 50.000000 50.000000
hedonic 15 two 47 empty 17 50.000000 50.000000
hedonic 15 two 48 empty 18 50.000000 50.000000
hedonic 15 two 49 neutral 16 45.762712 55.084746
hedonic 15 two 50 neutral 17 45.762712 56.779661
hedonic 15 two 51 neutral 18 44.915254 54.237288
hedonic 15 two 52 chocolate 16 55.932203 55.084746
hedonic 15 two 53 chocolate 17 57.627119 55.932203
hedonic 15 two 54 chocolate 18 57.627119 55.932203
hedonic 16 two 1 neutral 1 60.169492 47.457627
hedonic 16 two 2 neutral 2 52.542373 26.271186
hedonic 16 two 3 neutral 3 50.000000 17.796610
hedonic 16 two 4 empty 1 57.627119 43.220339
hedonic 16 two 5 empty 2 68.644068 57.627119
hedonic 16 two 6 empty 3 50.000000 12.711864
hedonic 16 two 7 chocolate 1 87.288136 83.050847
hedonic 16 two 8 chocolate 2 77.118644 72.881356
hedonic 16 two 9 chocolate 3 56.779661 27.118644
hedonic 16 two 10 chocolate 4 56.779661 18.644068
hedonic 16 two 11 chocolate 5 50.000000 12.711864
hedonic 16 two 12 chocolate 6 87.288136 70.338983
hedonic 16 two 13 empty 4 61.864407 42.372881
hedonic 16 two 14 empty 5 50.000000 12.711864
hedonic 16 two 15 empty 6 50.000000 12.711864
hedonic 16 two 16 neutral 4 58.474576 72.033898
hedonic 16 two 17 neutral 5 50.000000 12.711864
hedonic 16 two 18 neutral 6 60.169492 61.016949
hedonic 16 two 19 empty 7 67.796610 32.203390
hedonic 16 two 20 empty 8 50.000000 12.711864
hedonic 16 two 21 empty 9 50.000000 12.711864
hedonic 16 two 22 chocolate 7 77.966102 43.220339
hedonic 16 two 23 chocolate 8 78.813559 58.474576
hedonic 16 two 24 chocolate 9 61.864407 33.898305
hedonic 16 two 25 neutral 7 61.016949 65.254237
hedonic 16 two 26 neutral 8 55.084746 37.288136
hedonic 16 two 27 neutral 9 56.779661 19.491525
hedonic 16 two 28 neutral 10 50.000000 12.711864
hedonic 16 two 29 neutral 11 57.627119 39.830508
hedonic 16 two 30 neutral 12 55.084746 18.644068
hedonic 16 two 31 chocolate 10 76.271186 60.169492
hedonic 16 two 32 chocolate 11 58.474576 24.576271
hedonic 16 two 33 chocolate 12 59.322034 17.796610
hedonic 16 two 34 empty 10 57.627119 13.559322
hedonic 16 two 35 empty 11 50.000000 12.711864
hedonic 16 two 36 empty 12 57.627119 18.644068
hedonic 16 two 37 empty 13 50.000000 12.711864
hedonic 16 two 38 empty 14 50.000000 12.711864
hedonic 16 two 39 empty 15 50.000000 12.711864
hedonic 16 two 40 neutral 13 60.169492 61.864407
hedonic 16 two 41 neutral 14 56.779661 56.779661
hedonic 16 two 42 neutral 15 58.474576 41.525424
hedonic 16 two 43 chocolate 13 85.593220 72.033898
hedonic 16 two 44 chocolate 14 87.288136 78.813559
hedonic 16 two 45 chocolate 15 61.864407 35.593220
hedonic 16 two 46 chocolate 16 50.000000 12.711864
hedonic 16 two 47 chocolate 17 58.474576 15.254237
hedonic 16 two 48 chocolate 18 55.932203 28.813559
hedonic 16 two 49 neutral 16 61.016949 61.864407
hedonic 16 two 50 neutral 17 61.864407 60.169492
hedonic 16 two 51 neutral 18 50.000000 12.711864
hedonic 16 two 52 empty 16 50.000000 12.711864
hedonic 16 two 53 empty 17 50.000000 12.711864
hedonic 16 two 54 empty 18 75.423729 40.677966
hedonic 17 two 1 neutral 1 50.000000 12.711864
hedonic 17 two 2 neutral 2 50.000000 12.711864
hedonic 17 two 3 neutral 3 50.000000 12.711864
hedonic 17 two 4 chocolate 1 86.440678 84.745763
hedonic 17 two 5 chocolate 2 87.288136 76.271186
hedonic 17 two 6 chocolate 3 85.593220 65.254237
hedonic 17 two 7 empty 1 77.966102 62.711864
hedonic 17 two 8 empty 2 75.423729 63.559322
hedonic 17 two 9 empty 3 52.542373 12.711864
hedonic 17 two 10 chocolate 4 83.898305 65.254237
hedonic 17 two 11 chocolate 5 81.355932 74.576271
hedonic 17 two 12 chocolate 6 66.949153 59.322034
hedonic 17 two 13 neutral 4 62.711864 36.440678
hedonic 17 two 14 neutral 5 50.000000 12.711864
hedonic 17 two 15 neutral 6 50.000000 12.711864
hedonic 17 two 16 empty 4 61.016949 14.406780
hedonic 17 two 17 empty 5 62.711864 28.813559
hedonic 17 two 18 empty 6 61.016949 21.186441
hedonic 17 two 19 neutral 7 60.169492 50.000000
hedonic 17 two 20 neutral 8 62.711864 25.423729
hedonic 17 two 21 neutral 9 55.932203 39.830508
hedonic 17 two 22 chocolate 7 77.966102 80.508475
hedonic 17 two 23 chocolate 8 79.661017 51.694915
hedonic 17 two 24 chocolate 9 79.661017 44.067797
hedonic 17 two 25 empty 7 61.864407 37.288136
hedonic 17 two 26 empty 8 57.627119 27.966102
hedonic 17 two 27 empty 9 57.627119 18.644068
hedonic 17 two 28 neutral 10 63.559322 15.254237
hedonic 17 two 29 neutral 11 81.355932 20.338983
hedonic 17 two 30 neutral 12 76.271186 30.508475
hedonic 17 two 31 empty 10 68.644068 21.186441
hedonic 17 two 32 empty 11 61.864407 19.491525
hedonic 17 two 33 empty 12 55.084746 14.406780
hedonic 17 two 34 chocolate 10 85.593220 25.423729
hedonic 17 two 35 chocolate 11 81.355932 60.169492
hedonic 17 two 36 chocolate 12 85.593220 48.305085
hedonic 17 two 37 neutral 13 73.728814 19.491525
hedonic 17 two 38 neutral 14 50.000000 12.711864
hedonic 17 two 39 neutral 15 50.000000 12.711864
hedonic 17 two 40 empty 13 61.016949 24.576271
hedonic 17 two 41 empty 14 50.000000 12.711864
hedonic 17 two 42 empty 15 40.677966 13.559322
hedonic 17 two 43 chocolate 13 48.305085 12.711864
hedonic 17 two 44 chocolate 14 76.271186 17.796610
hedonic 17 two 45 chocolate 15 83.050847 62.711864
hedonic 17 two 46 neutral 16 83.050847 36.440678
hedonic 17 two 47 neutral 17 61.864407 35.593220
hedonic 17 two 48 neutral 18 50.000000 14.406780
hedonic 17 two 49 empty 16 50.000000 20.338983
hedonic 17 two 50 empty 17 79.661017 50.000000
hedonic 17 two 51 empty 18 50.000000 50.000000
hedonic 17 two 52 chocolate 16 77.966102 77.966102
hedonic 17 two 53 chocolate 17 74.576271 70.338983
hedonic 17 two 54 chocolate 18 85.593220 60.169492
hedonic 18 two 1 neutral 1 38.135593 50.000000
hedonic 18 two 2 neutral 2 45.762712 50.000000
hedonic 18 two 3 neutral 3 58.474576 27.966102
hedonic 18 two 4 chocolate 1 63.559322 61.016949
hedonic 18 two 5 chocolate 2 50.000000 12.711864
hedonic 18 two 6 chocolate 3 73.728814 67.796610
hedonic 18 two 7 empty 1 73.728814 66.949153
hedonic 18 two 8 empty 2 50.847458 22.033898
hedonic 18 two 9 empty 3 50.847458 20.338983
hedonic 18 two 10 chocolate 4 62.711864 36.440678
hedonic 18 two 11 chocolate 5 72.033898 62.711864
hedonic 18 two 12 chocolate 6 50.000000 13.559322
hedonic 18 two 13 empty 4 58.474576 43.220339
hedonic 18 two 14 empty 5 50.000000 14.406780
hedonic 18 two 15 empty 6 42.372881 22.881356
hedonic 18 two 16 neutral 4 50.000000 22.033898
hedonic 18 two 17 neutral 5 50.000000 41.525424
hedonic 18 two 18 neutral 6 59.322034 41.525424
hedonic 18 two 19 empty 7 63.559322 50.000000
hedonic 18 two 20 empty 8 50.000000 29.661017
hedonic 18 two 21 empty 9 50.000000 28.813559
hedonic 18 two 22 chocolate 7 72.033898 69.491525
hedonic 18 two 23 chocolate 8 61.016949 38.135593
hedonic 18 two 24 chocolate 9 49.152542 21.186441
hedonic 18 two 25 neutral 7 61.864407 59.322034
hedonic 18 two 26 neutral 8 50.847458 36.440678
hedonic 18 two 27 neutral 9 50.000000 25.423729
hedonic 18 two 28 chocolate 10 59.322034 39.830508
hedonic 18 two 29 chocolate 11 59.322034 38.983051
hedonic 18 two 30 chocolate 12 62.711864 37.288136
hedonic 18 two 31 neutral 10 65.254237 51.694915
hedonic 18 two 32 neutral 11 62.711864 40.677966
hedonic 18 two 33 neutral 12 43.220339 22.033898
hedonic 18 two 34 empty 10 72.881356 50.000000
hedonic 18 two 35 empty 11 50.000000 24.576271
hedonic 18 two 36 empty 12 64.406780 56.779661
hedonic 18 two 37 empty 13 59.322034 33.898305
hedonic 18 two 38 empty 14 72.033898 61.016949
hedonic 18 two 39 empty 15 71.186441 72.033898
hedonic 18 two 40 neutral 13 42.372881 35.593220
hedonic 18 two 41 neutral 14 40.677966 24.576271
hedonic 18 two 42 neutral 15 50.000000 12.711864
hedonic 18 two 43 chocolate 13 50.000000 22.881356
hedonic 18 two 44 chocolate 14 66.101695 50.847458
hedonic 18 two 45 chocolate 15 77.118644 79.661017
hedonic 18 two 46 empty 16 77.118644 64.406780
hedonic 18 two 47 empty 17 59.322034 30.508475
hedonic 18 two 48 empty 18 70.338983 56.779661
hedonic 18 two 49 neutral 16 50.000000 27.118644
hedonic 18 two 50 neutral 17 50.847458 27.966102
hedonic 18 two 51 neutral 18 50.000000 34.745763
hedonic 18 two 52 chocolate 16 58.474576 37.288136
hedonic 18 two 53 chocolate 17 65.254237 70.338983
hedonic 18 two 54 chocolate 18 78.813559 77.118644
hedonic 19 two 1 empty 1 20.338983 27.966102
hedonic 19 two 2 empty 2 12.711864 12.711864
hedonic 19 two 3 empty 3 68.644068 64.406780
hedonic 19 two 4 chocolate 1 87.288136 65.254237
hedonic 19 two 5 chocolate 2 84.745763 61.864407
hedonic 19 two 6 chocolate 3 86.440678 60.169492
hedonic 19 two 7 neutral 1 66.101695 47.457627
hedonic 19 two 8 neutral 2 71.186441 59.322034
hedonic 19 two 9 neutral 3 55.932203 34.745763
hedonic 19 two 10 neutral 4 66.949153 59.322034
hedonic 19 two 11 neutral 5 67.796610 58.474576
hedonic 19 two 12 neutral 6 31.355932 22.033898
hedonic 19 two 13 chocolate 4 73.728814 58.474576
hedonic 19 two 14 chocolate 5 66.949153 61.864407
hedonic 19 two 15 chocolate 6 67.796610 65.254237
hedonic 19 two 16 empty 4 67.796610 59.322034
hedonic 19 two 17 empty 5 34.745763 12.711864
hedonic 19 two 18 empty 6 50.000000 12.711864
hedonic 19 two 19 chocolate 7 87.288136 86.440678
hedonic 19 two 20 chocolate 8 87.288136 69.491525
hedonic 19 two 21 chocolate 9 74.576271 77.966102
hedonic 19 two 22 neutral 7 65.254237 50.000000
hedonic 19 two 23 neutral 8 22.033898 12.711864
hedonic 19 two 24 neutral 9 87.288136 69.491525
hedonic 19 two 25 empty 7 33.898305 12.711864
hedonic 19 two 26 empty 8 34.745763 12.711864
hedonic 19 two 27 empty 9 33.898305 12.711864
hedonic 19 two 28 empty 10 60.169492 31.355932
hedonic 19 two 29 empty 11 33.050847 12.711864
hedonic 19 two 30 empty 12 68.644068 56.779661
hedonic 19 two 31 neutral 10 78.813559 72.881356
hedonic 19 two 32 neutral 11 33.898305 70.338983
hedonic 19 two 33 neutral 12 50.000000 50.000000
hedonic 19 two 34 chocolate 10 83.050847 83.050847
hedonic 19 two 35 chocolate 11 67.796610 72.033898
hedonic 19 two 36 chocolate 12 73.728814 82.203390
hedonic 19 two 37 empty 13 61.016949 50.000000
hedonic 19 two 38 empty 14 25.423729 12.711864
hedonic 19 two 39 empty 15 38.983051 12.711864
hedonic 19 two 40 chocolate 13 38.983051 12.711864
hedonic 19 two 41 chocolate 14 58.474576 61.864407
hedonic 19 two 42 chocolate 15 65.254237 75.423729
hedonic 19 two 43 neutral 13 68.644068 64.406780
hedonic 19 two 44 neutral 14 32.203390 12.711864
hedonic 19 two 45 neutral 15 61.016949 66.949153
hedonic 19 two 46 empty 16 50.000000 66.949153
hedonic 19 two 47 empty 17 31.355932 12.711864
hedonic 19 two 48 empty 18 33.050847 12.711864
hedonic 19 two 49 neutral 16 75.423729 72.881356
hedonic 19 two 50 neutral 17 68.644068 66.949153
hedonic 19 two 51 neutral 18 66.949153 57.627119
hedonic 19 two 52 chocolate 16 20.338983 12.711864
hedonic 19 two 53 chocolate 17 27.966102 27.966102
hedonic 19 two 54 chocolate 18 73.728814 79.661017
hedonic 20 two 1 chocolate 1 63.559322 52.542373
hedonic 20 two 2 chocolate 2 50.000000 42.372881
hedonic 20 two 3 chocolate 3 50.000000 41.525424
hedonic 20 two 4 empty 1 50.000000 12.711864
hedonic 20 two 5 empty 2 50.000000 12.711864
hedonic 20 two 6 empty 3 50.000000 12.711864
hedonic 20 two 7 neutral 1 40.677966 35.593220
hedonic 20 two 8 neutral 2 27.118644 47.457627
hedonic 20 two 9 neutral 3 38.135593 43.220339
hedonic 20 two 10 neutral 4 43.220339 18.644068
hedonic 20 two 11 neutral 5 43.220339 15.254237
hedonic 20 two 12 neutral 6 42.372881 13.559322
hedonic 20 two 13 chocolate 4 87.288136 57.627119
hedonic 20 two 14 chocolate 5 71.186441 50.000000
hedonic 20 two 15 chocolate 6 50.000000 17.796610
hedonic 20 two 16 empty 4 50.000000 12.711864
hedonic 20 two 17 empty 5 50.000000 12.711864
hedonic 20 two 18 empty 6 50.000000 12.711864
hedonic 20 two 19 empty 7 50.000000 12.711864
hedonic 20 two 20 empty 8 50.000000 12.711864
hedonic 20 two 21 empty 9 50.000000 12.711864
hedonic 20 two 22 chocolate 7 87.288136 55.084746
hedonic 20 two 23 chocolate 8 75.423729 55.084746
hedonic 20 two 24 chocolate 9 56.779661 55.932203
hedonic 20 two 25 neutral 7 50.000000 12.711864
hedonic 20 two 26 neutral 8 50.000000 12.711864
hedonic 20 two 27 neutral 9 34.745763 38.135593
hedonic 20 two 28 neutral 10 38.983051 22.033898
hedonic 20 two 29 neutral 11 43.220339 16.101695
hedonic 20 two 30 neutral 12 50.000000 14.406780
hedonic 20 two 31 empty 10 50.000000 12.711864
hedonic 20 two 32 empty 11 50.000000 12.711864
hedonic 20 two 33 empty 12 50.000000 12.711864
hedonic 20 two 34 chocolate 10 62.711864 43.220339
hedonic 20 two 35 chocolate 11 67.796610 57.627119
hedonic 20 two 36 chocolate 12 50.847458 31.355932
hedonic 20 two 37 neutral 13 50.000000 14.406780
hedonic 20 two 38 neutral 14 50.000000 12.711864
hedonic 20 two 39 neutral 15 50.000000 12.711864
hedonic 20 two 40 empty 13 50.000000 12.711864
hedonic 20 two 41 empty 14 50.000000 12.711864
hedonic 20 two 42 empty 15 50.000000 12.711864
hedonic 20 two 43 chocolate 13 83.898305 73.728814
hedonic 20 two 44 chocolate 14 57.627119 23.728814
hedonic 20 two 45 chocolate 15 57.627119 33.050847
hedonic 20 two 46 neutral 16 50.000000 12.711864
hedonic 20 two 47 neutral 17 50.000000 12.711864
hedonic 20 two 48 neutral 18 46.610169 17.796610
hedonic 20 two 49 chocolate 16 57.627119 26.271186
hedonic 20 two 50 chocolate 17 69.491525 50.000000
hedonic 20 two 51 chocolate 18 50.000000 18.644068
hedonic 20 two 52 empty 16 50.000000 12.711864
hedonic 20 two 53 empty 17 50.000000 12.711864
hedonic 20 two 54 empty 18 50.000000 12.711864
hedonic 21 two 1 chocolate 1 75.423729 60.169492
hedonic 21 two 2 chocolate 2 80.508475 40.677966
hedonic 21 two 3 chocolate 3 80.508475 40.677966
hedonic 21 two 4 neutral 1 50.000000 50.000000
hedonic 21 two 5 neutral 2 50.000000 39.830508
hedonic 21 two 6 neutral 3 45.762712 50.000000
hedonic 21 two 7 empty 1 48.305085 40.677966
