task id session trial condition trialxcondition n_grips reward
Partial_Extinction 14 two 9 None 9 11 1
PIT 14 two 10 CSplus 1 14 0
PIT 14 two 11 CSplus 2 16 0
PIT 14 two 12 CSplus 3 14 0
PIT 14 two 13 Baseline 1 4 0
PIT 14 two 14 Baseline 2 2 0
PIT 14 two 15 Baseline 3 1 0
PIT 14 two 16 CSminus 1 2 0
PIT 14 two 17 CSminus 2 0 0
PIT 14 two 18 CSminus 3 4 0
PIT 14 two 19 CSplus 4 23 0
PIT 14 two 20 CSplus 5 27 0
PIT 14 two 21 CSplus 6 22 0
PIT 14 two 22 Baseline 4 3 0
PIT 14 two 23 Baseline 5 0 0
PIT 14 two 24 Baseline 6 0 0
PIT 14 two 25 CSminus 4 1 0
PIT 14 two 26 CSminus 5 0 0
PIT 14 two 27 CSminus 6 0 0
PIT 14 two 28 Baseline 7 0 0
PIT 14 two 29 Baseline 8 0 0
PIT 14 two 30 Baseline 9 0 0
PIT 14 two 31 CSminus 7 1 0
PIT 14 two 32 CSminus 8 0 0
PIT 14 two 33 CSminus 9 0 0
PIT 14 two 34 CSplus 7 23 0
PIT 14 two 35 CSplus 8 22 0
PIT 14 two 36 CSplus 9 18 0
PIT 14 two 37 CSminus 10 5 0
PIT 14 two 38 CSminus 11 0 0
PIT 14 two 39 CSminus 12 0 0
PIT 14 two 40 CSplus 10 27 0
PIT 14 two 41 CSplus 11 21 0
PIT 14 two 42 CSplus 12 9 0
PIT 14 two 43 Baseline 10 4 0
PIT 14 two 44 Baseline 11 0 0
PIT 14 two 45 Baseline 12 0 0
PIT 14 two 46 Baseline 13 0 0
PIT 14 two 47 Baseline 14 0 0
PIT 14 two 48 Baseline 15 0 0
PIT 14 two 49 CSplus 13 20 0
PIT 14 two 50 CSplus 14 10 0
PIT 14 two 51 CSplus 15 15 0
PIT 14 two 52 CSminus 13 6 0
PIT 14 two 53 CSminus 14 1 0
PIT 14 two 54 CSminus 15 0 0
Reminder 15 two 1 None 1 10 2
Reminder 15 two 2 None 2 13 2
Reminder 15 two 3 None 3 11 2
Partial_Extinction 15 two 4 None 4 10 1
Partial_Extinction 15 two 5 None 5 10 1
Partial_Extinction 15 two 6 None 6 11 1
Partial_Extinction 15 two 7 None 7 10 1
Partial_Extinction 15 two 8 None 8 11 1
Partial_Extinction 15 two 9 None 9 10 1
PIT 15 two 10 CSminus 1 11 0
PIT 15 two 11 CSminus 2 13 0
PIT 15 two 12 CSminus 3 12 0
PIT 15 two 13 Baseline 1 12 0
PIT 15 two 14 Baseline 2 13 0
PIT 15 two 15 Baseline 3 13 0
PIT 15 two 16 CSplus 1 13 0
PIT 15 two 17 CSplus 2 15 0
PIT 15 two 18 CSplus 3 18 0
PIT 15 two 19 CSplus 4 15 0
PIT 15 two 20 CSplus 5 14 0
PIT 15 two 21 CSplus 6 12 0
PIT 15 two 22 CSminus 4 10 0
PIT 15 two 23 CSminus 5 10 0
PIT 15 two 24 CSminus 6 15 0
PIT 15 two 25 Baseline 4 13 0
PIT 15 two 26 Baseline 5 13 0
PIT 15 two 27 Baseline 6 12 0
PIT 15 two 28 Baseline 7 14 0
PIT 15 two 29 Baseline 8 15 0
PIT 15 two 30 Baseline 9 10 0
PIT 15 two 31 CSplus 7 16 0
PIT 15 two 32 CSplus 8 15 0
PIT 15 two 33 CSplus 9 13 0
PIT 15 two 34 CSminus 7 9 0
PIT 15 two 35 CSminus 8 9 0
PIT 15 two 36 CSminus 9 9 0
PIT 15 two 37 CSplus 10 9 0
PIT 15 two 38 CSplus 11 11 0
PIT 15 two 39 CSplus 12 10 0
PIT 15 two 40 Baseline 10 10 0
PIT 15 two 41 Baseline 11 11 0
PIT 15 two 42 Baseline 12 11 0
PIT 15 two 43 CSminus 10 10 0
PIT 15 two 44 CSminus 11 10 0
PIT 15 two 45 CSminus 12 11 0
PIT 15 two 46 CSplus 13 12 0
PIT 15 two 47 CSplus 14 13 0
PIT 15 two 48 CSplus 15 13 0
PIT 15 two 49 CSminus 13 13 0
PIT 15 two 50 CSminus 14 12 0
PIT 15 two 51 CSminus 15 12 0
PIT 15 two 52 Baseline 13 7 0
PIT 15 two 53 Baseline 14 8 0
PIT 15 two 54 Baseline 15 7 0
Reminder 16 two 1 None 1 3 0
Reminder 16 two 2 None 2 9 2
Reminder 16 two 3 None 3 11 2
Partial_Extinction 16 two 4 None 4 11 1
Partial_Extinction 16 two 5 None 5 9 1
Partial_Extinction 16 two 6 None 6 8 1
Partial_Extinction 16 two 7 None 7 12 1
Partial_Extinction 16 two 8 None 8 4 1
Partial_Extinction 16 two 9 None 9 5 1
PIT 16 two 10 CSminus 1 1 0
PIT 16 two 11 CSminus 2 2 0
PIT 16 two 12 CSminus 3 0 0
PIT 16 two 13 CSplus 1 10 0
PIT 16 two 14 CSplus 2 3 0
PIT 16 two 15 CSplus 3 4 0
PIT 16 two 16 Baseline 1 1 0
PIT 16 two 17 Baseline 2 0 0
PIT 16 two 18 Baseline 3 0 0
PIT 16 two 19 CSplus 4 3 0
PIT 16 two 20 CSplus 5 2 0
PIT 16 two 21 CSplus 6 8 0
PIT 16 two 22 CSminus 4 3 0
PIT 16 two 23 CSminus 5 8 0
PIT 16 two 24 CSminus 6 12 0
PIT 16 two 25 Baseline 4 3 0
PIT 16 two 26 Baseline 5 6 0
PIT 16 two 27 Baseline 6 12 0
PIT 16 two 28 CSplus 7 12 0
PIT 16 two 29 CSplus 8 11 0
PIT 16 two 30 CSplus 9 12 0
PIT 16 two 31 CSminus 7 11 0
PIT 16 two 32 CSminus 8 5 0
PIT 16 two 33 CSminus 9 12 0
PIT 16 two 34 Baseline 7 10 0
PIT 16 two 35 Baseline 8 9 0
PIT 16 two 36 Baseline 9 10 0
PIT 16 two 37 CSminus 10 8 0
PIT 16 two 38 CSminus 11 13 0
PIT 16 two 39 CSminus 12 11 0
PIT 16 two 40 Baseline 10 9 0
PIT 16 two 41 Baseline 11 6 0
PIT 16 two 42 Baseline 12 9 0
PIT 16 two 43 CSplus 10 10 0
PIT 16 two 44 CSplus 11 12 0
PIT 16 two 45 CSplus 12 15 0
PIT 16 two 46 Baseline 13 15 0
PIT 16 two 47 Baseline 14 15 0
PIT 16 two 48 Baseline 15 15 0
PIT 16 two 49 CSplus 13 14 0
PIT 16 two 50 CSplus 14 17 0
PIT 16 two 51 CSplus 15 17 0
PIT 16 two 52 CSminus 13 14 0
PIT 16 two 53 CSminus 14 17 0
PIT 16 two 54 CSminus 15 2 0
Reminder 17 two 1 None 1 16 1
Reminder 17 two 2 None 2 18 2
Reminder 17 two 3 None 3 15 2
Partial_Extinction 17 two 4 None 4 14 1
Partial_Extinction 17 two 5 None 5 12 1
Partial_Extinction 17 two 6 None 6 6 1
Partial_Extinction 17 two 7 None 7 10 1
Partial_Extinction 17 two 8 None 8 1 1
Partial_Extinction 17 two 9 None 9 2 1
PIT 17 two 10 CSplus 1 3 0
PIT 17 two 11 CSplus 2 19 0
PIT 17 two 12 CSplus 3 12 0
PIT 17 two 13 CSminus 1 0 0
PIT 17 two 14 CSminus 2 0 0
PIT 17 two 15 CSminus 3 0 0
PIT 17 two 16 Baseline 1 0 0
PIT 17 two 17 Baseline 2 0 0
PIT 17 two 18 Baseline 3 0 0
PIT 17 two 19 CSminus 4 0 0
PIT 17 two 20 CSminus 5 0 0
PIT 17 two 21 CSminus 6 0 0
PIT 17 two 22 CSplus 4 16 0
PIT 17 two 23 CSplus 5 12 0
PIT 17 two 24 CSplus 6 7 0
PIT 17 two 25 Baseline 4 0 0
PIT 17 two 26 Baseline 5 0 0
PIT 17 two 27 Baseline 6 0 0
PIT 17 two 28 CSplus 7 10 0
PIT 17 two 29 CSplus 8 2 0
PIT 17 two 30 CSplus 9 10 0
PIT 17 two 31 Baseline 7 0 0
PIT 17 two 32 Baseline 8 0 0
PIT 17 two 33 Baseline 9 0 0
PIT 17 two 34 CSminus 7 0 0
PIT 17 two 35 CSminus 8 0 0
PIT 17 two 36 CSminus 9 0 0
PIT 17 two 37 CSplus 10 17 0
PIT 17 two 38 CSplus 11 1 0
PIT 17 two 39 CSplus 12 0 0
PIT 17 two 40 CSminus 10 0 0
PIT 17 two 41 CSminus 11 0 0
PIT 17 two 42 CSminus 12 0 0
PIT 17 two 43 Baseline 10 0 0
PIT 17 two 44 Baseline 11 0 0
PIT 17 two 45 Baseline 12 0 0
PIT 17 two 46 CSplus 13 0 0
PIT 17 two 47 CSplus 14 4 0
PIT 17 two 48 CSplus 15 10 0
PIT 17 two 49 CSminus 13 0 0
PIT 17 two 50 CSminus 14 0 0
PIT 17 two 51 CSminus 15 0 0
PIT 17 two 52 Baseline 13 0 0
PIT 17 two 53 Baseline 14 0 0
PIT 17 two 54 Baseline 15 0 0
Reminder 18 two 1 None 1 12 2
Reminder 18 two 2 None 2 17 2
Reminder 18 two 3 None 3 15 2
Partial_Extinction 18 two 4 None 4 8 1
Partial_Extinction 18 two 5 None 5 12 1
Partial_Extinction 18 two 6 None 6 14 1
Partial_Extinction 18 two 7 None 7 13 1
Partial_Extinction 18 two 8 None 8 16 1
Partial_Extinction 18 two 9 None 9 16 1
PIT 18 two 10 Baseline 1 14 0
PIT 18 two 11 Baseline 2 17 0
PIT 18 two 12 Baseline 3 0 0
PIT 18 two 13 CSplus 1 20 0
PIT 18 two 14 CSplus 2 22 0
PIT 18 two 15 CSplus 3 22 0
PIT 18 two 16 CSminus 1 0 0
PIT 18 two 17 CSminus 2 22 0
PIT 18 two 18 CSminus 3 0 0
PIT 18 two 19 CSminus 4 0 0
PIT 18 two 20 CSminus 5 2 0
PIT 18 two 21 CSminus 6 14 0
PIT 18 two 22 CSplus 4 19 0
PIT 18 two 23 CSplus 5 0 0
PIT 18 two 24 CSplus 6 19 0
PIT 18 two 25 Baseline 4 1 0
PIT 18 two 26 Baseline 5 8 0
PIT 18 two 27 Baseline 6 4 0
PIT 18 two 28 Baseline 7 0 0
PIT 18 two 29 Baseline 8 20 0
PIT 18 two 30 Baseline 9 0 0
PIT 18 two 31 CSplus 7 13 0
PIT 18 two 32 CSplus 8 13 0
PIT 18 two 33 CSplus 9 7 0
PIT 18 two 34 CSminus 7 0 0
PIT 18 two 35 CSminus 8 8 0
PIT 18 two 36 CSminus 9 0 0
PIT 18 two 37 CSminus 10 0 0
PIT 18 two 38 CSminus 11 0 0
PIT 18 two 39 CSminus 12 0 0
PIT 18 two 40 Baseline 10 0 0
PIT 18 two 41 Baseline 11 0 0
PIT 18 two 42 Baseline 12 0 0
PIT 18 two 43 CSplus 10 0 0
PIT 18 two 44 CSplus 11 10 0
PIT 18 two 45 CSplus 12 0 0
PIT 18 two 46 Baseline 13 8 0
PIT 18 two 47 Baseline 14 0 0
PIT 18 two 48 Baseline 15 0 0
PIT 18 two 49 CSplus 13 0 0
PIT 18 two 50 CSplus 14 6 0
PIT 18 two 51 CSplus 15 0 0
PIT 18 two 52 CSminus 13 3 0
PIT 18 two 53 CSminus 14 0 0
PIT 18 two 54 CSminus 15 0 0
Reminder 20 two 1 None 1 1 0
Reminder 20 two 2 None 2 4 1
Reminder 20 two 3 None 3 6 2
Partial_Extinction 20 two 4 None 4 7 1
Partial_Extinction 20 two 5 None 5 6 1
Partial_Extinction 20 two 6 None 6 7 1
Partial_Extinction 20 two 7 None 7 8 1
Partial_Extinction 20 two 8 None 8 7 0
Partial_Extinction 20 two 9 None 9 7 1
PIT 20 two 10 CSminus 1 5 0
PIT 20 two 11 CSminus 2 7 0
PIT 20 two 12 CSminus 3 7 0
PIT 20 two 13 CSplus 1 8 0
PIT 20 two 14 CSplus 2 8 0
PIT 20 two 15 CSplus 3 8 0
PIT 20 two 16 Baseline 1 7 0
PIT 20 two 17 Baseline 2 7 0
PIT 20 two 18 Baseline 3 8 0
PIT 20 two 19 CSplus 4 7 0
PIT 20 two 20 CSplus 5 8 0
PIT 20 two 21 CSplus 6 8 0
PIT 20 two 22 CSminus 4 9 0
PIT 20 two 23 CSminus 5 8 0
PIT 20 two 24 CSminus 6 8 0
PIT 20 two 25 Baseline 4 8 0
PIT 20 two 26 Baseline 5 8 0
PIT 20 two 27 Baseline 6 8 0
PIT 20 two 28 CSplus 7 9 0
PIT 20 two 29 CSplus 8 8 0
PIT 20 two 30 CSplus 9 9 0
PIT 20 two 31 CSminus 7 8 0
PIT 20 two 32 CSminus 8 8 0
PIT 20 two 33 CSminus 9 8 0
PIT 20 two 34 Baseline 7 9 0
PIT 20 two 35 Baseline 8 9 0
PIT 20 two 36 Baseline 9 9 0
PIT 20 two 37 Baseline 10 10 0
PIT 20 two 38 Baseline 11 10 0
PIT 20 two 39 Baseline 12 9 0
PIT 20 two 40 CSminus 10 10 0
PIT 20 two 41 CSminus 11 9 0
PIT 20 two 42 CSminus 12 8 0
PIT 20 two 43 CSplus 10 9 0
PIT 20 two 44 CSplus 11 9 0
PIT 20 two 45 CSplus 12 9 0
PIT 20 two 46 CSplus 13 10 0
PIT 20 two 47 CSplus 14 9 0
PIT 20 two 48 CSplus 15 9 0
PIT 20 two 49 CSminus 13 9 0
PIT 20 two 50 CSminus 14 9 0
PIT 20 two 51 CSminus 15 9 0
PIT 20 two 52 Baseline 13 10 0
PIT 20 two 53 Baseline 14 10 0
PIT 20 two 54 Baseline 15 10 0
Reminder 21 two 1 None 1 6 2
Reminder 21 two 2 None 2 11 2
Reminder 21 two 3 None 3 12 2
Partial_Extinction 21 two 4 None 4 12 1
Partial_Extinction 21 two 5 None 5 13 1
Partial_Extinction 21 two 6 None 6 12 1
Partial_Extinction 21 two 7 None 7 11 1
Partial_Extinction 21 two 8 None 8 14 1
Partial_Extinction 21 two 9 None 9 14 1
PIT 21 two 10 CSplus 1 14 0
PIT 21 two 11 CSplus 2 14 0
PIT 21 two 12 CSplus 3 7 0
PIT 21 two 13 CSminus 1 12 0
PIT 21 two 14 CSminus 2 9 0
PIT 21 two 15 CSminus 3 2 0
PIT 21 two 16 Baseline 1 13 0
PIT 21 two 17 Baseline 2 5 0
PIT 21 two 18 Baseline 3 14 0
PIT 21 two 19 CSplus 4 11 0
PIT 21 two 20 CSplus 5 11 0
PIT 21 two 21 CSplus 6 0 0
PIT 21 two 22 Baseline 4 7 0
PIT 21 two 23 Baseline 5 2 0
PIT 21 two 24 Baseline 6 13 0
PIT 21 two 25 CSminus 4 14 0
PIT 21 two 26 CSminus 5 0 0
PIT 21 two 27 CSminus 6 11 0
PIT 21 two 28 CSplus 7 13 0
PIT 21 two 29 CSplus 8 8 0
PIT 21 two 30 CSplus 9 5 0
PIT 21 two 31 CSminus 7 10 0
PIT 21 two 32 CSminus 8 4 0
PIT 21 two 33 CSminus 9 8 0
PIT 21 two 34 Baseline 7 8 0
PIT 21 two 35 Baseline 8 11 0
PIT 21 two 36 Baseline 9 12 0
PIT 21 two 37 Baseline 10 17 0
PIT 21 two 38 Baseline 11 13 0
PIT 21 two 39 Baseline 12 16 0
PIT 21 two 40 CSplus 10 4 0
PIT 21 two 41 CSplus 11 17 0
PIT 21 two 42 CSplus 12 18 0
PIT 21 two 43 CSminus 10 8 0
PIT 21 two 44 CSminus 11 0 0
PIT 21 two 45 CSminus 12 1 0
PIT 21 two 46 Baseline 13 5 0
PIT 21 two 47 Baseline 14 13 0
PIT 21 two 48 Baseline 15 13 0
PIT 21 two 49 CSplus 13 12 0
PIT 21 two 50 CSplus 14 15 0
PIT 21 two 51 CSplus 15 15 0
PIT 21 two 52 CSminus 13 12 0
PIT 21 two 53 CSminus 14 15 0
PIT 21 two 54 CSminus 15 14 0
Reminder 22 two 1 None 1 1 0
Reminder 22 two 2 None 2 0 0
Reminder 22 two 3 None 3 12 2
Partial_Extinction 22 two 4 None 4 14 1
Partial_Extinction 22 two 5 None 5 14 1
Partial_Extinction 22 two 6 None 6 13 1
Partial_Extinction 22 two 7 None 7 13 1
Partial_Extinction 22 two 8 None 8 13 1
Partial_Extinction 22 two 9 None 9 14 1
PIT 22 two 10 CSminus 1 0 0
PIT 22 two 11 CSminus 2 0 0
PIT 22 two 12 CSminus 3 0 0
PIT 22 two 13 CSplus 1 16 0
PIT 22 two 14 CSplus 2 20 0
PIT 22 two 15 CSplus 3 19 0
PIT 22 two 16 Baseline 1 0 0
PIT 22 two 17 Baseline 2 0 0
PIT 22 two 18 Baseline 3 0 0
PIT 22 two 19 CSminus 4 0 0
PIT 22 two 20 CSminus 5 0 0
PIT 22 two 21 CSminus 6 0 0
PIT 22 two 22 CSplus 4 17 0
PIT 22 two 23 CSplus 5 21 0
PIT 22 two 24 CSplus 6 24 0
PIT 22 two 25 Baseline 4 0 0
PIT 22 two 26 Baseline 5 0 0
PIT 22 two 27 Baseline 6 0 0
PIT 22 two 28 CSplus 7 21 0
PIT 22 two 29 CSplus 8 22 0
PIT 22 two 30 CSplus 9 19 0
PIT 22 two 31 CSminus 7 0 0
PIT 22 two 32 CSminus 8 0 0
PIT 22 two 33 CSminus 9 0 0
PIT 22 two 34 Baseline 7 0 0
PIT 22 two 35 Baseline 8 0 0
PIT 22 two 36 Baseline 9 0 0
PIT 22 two 37 CSplus 10 22 0
PIT 22 two 38 CSplus 11 22 0
PIT 22 two 39 CSplus 12 23 0
PIT 22 two 40 CSminus 10 0 0
PIT 22 two 41 CSminus 11 0 0
PIT 22 two 42 CSminus 12 0 0
PIT 22 two 43 Baseline 10 0 0
PIT 22 two 44 Baseline 11 0 0
PIT 22 two 45 Baseline 12 0 0
PIT 22 two 46 CSplus 13 23 0
PIT 22 two 47 CSplus 14 24 0
PIT 22 two 48 CSplus 15 23 0
PIT 22 two 49 Baseline 13 0 0
PIT 22 two 50 Baseline 14 0 0
PIT 22 two 51 Baseline 15 0 0
PIT 22 two 52 CSminus 13 0 0
PIT 22 two 53 CSminus 14 0 0
PIT 22 two 54 CSminus 15 0 0
Reminder 23 two 1 None 1 18 2
Reminder 23 two 2 None 2 19 2
Reminder 23 two 3 None 3 20 2
Partial_Extinction 23 two 4 None 4 25 1
Partial_Extinction 23 two 5 None 5 25 1
Partial_Extinction 23 two 6 None 6 18 1
Partial_Extinction 23 two 7 None 7 24 1
Partial_Extinction 23 two 8 None 8 22 1
Partial_Extinction 23 two 9 None 9 21 1
PIT 23 two 10 CSplus 1 25 0
PIT 23 two 11 CSplus 2 20 0
PIT 23 two 12 CSplus 3 1 0
PIT 23 two 13 CSminus 1 3 0
PIT 23 two 14 CSminus 2 21 0
PIT 23 two 15 CSminus 3 9 0
PIT 23 two 16 Baseline 1 13 0
PIT 23 two 17 Baseline 2 9 0
PIT 23 two 18 Baseline 3 0 0
PIT 23 two 19 CSminus 4 2 0
PIT 23 two 20 CSminus 5 1 0
PIT 23 two 21 CSminus 6 1 0
PIT 23 two 22 Baseline 4 0 0
PIT 23 two 23 Baseline 5 0 0
PIT 23 two 24 Baseline 6 1 0
PIT 23 two 25 CSplus 4 0 0
PIT 23 two 26 CSplus 5 1 0
PIT 23 two 27 CSplus 6 17 0
PIT 23 two 28 CSminus 7 19 0
PIT 23 two 29 CSminus 8 5 0
PIT 23 two 30 CSminus 9 0 0
PIT 23 two 31 CSplus 7 21 0
PIT 23 two 32 CSplus 8 31 0
PIT 23 two 33 CSplus 9 27 0
PIT 23 two 34 Baseline 7 5 0
PIT 23 two 35 Baseline 8 19 0
PIT 23 two 36 Baseline 9 11 0
PIT 23 two 37 Baseline 10 1 0
PIT 23 two 38 Baseline 11 0 0
PIT 23 two 39 Baseline 12 0 0
PIT 23 two 40 CSplus 10 0 0
PIT 23 two 41 CSplus 11 0 0
PIT 23 two 42 CSplus 12 1 0
PIT 23 two 43 CSminus 10 2 0
PIT 23 two 44 CSminus 11 2 0
PIT 23 two 45 CSminus 12 3 0
PIT 23 two 46 CSplus 13 1 0
PIT 23 two 47 CSplus 14 0 0
PIT 23 two 48 CSplus 15 0 0
PIT 23 two 49 Baseline 13 1 0
PIT 23 two 50 Baseline 14 10 0
PIT 23 two 51 Baseline 15 20 0
PIT 23 two 52 CSminus 13 6 0
PIT 23 two 53 CSminus 14 26 0
PIT 23 two 54 CSminus 15 22 0
Reminder 24 two 1 None 1 4 1
Reminder 24 two 2 None 2 5 2
Reminder 24 two 3 None 3 6 2
Partial_Extinction 24 two 4 None 4 7 1
Partial_Extinction 24 two 5 None 5 6 1
Partial_Extinction 24 two 6 None 6 5 1
Partial_Extinction 24 two 7 None 7 6 1
Partial_Extinction 24 two 8 None 8 5 0
Partial_Extinction 24 two 9 None 9 6 1
PIT 24 two 10 Baseline 1 4 0
PIT 24 two 11 Baseline 2 5 0
PIT 24 two 12 Baseline 3 5 0
PIT 24 two 13 CSminus 1 5 0
PIT 24 two 14 CSminus 2 5 0
PIT 24 two 15 CSminus 3 5 0
PIT 24 two 16 CSplus 1 5 0
PIT 24 two 17 CSplus 2 5 0
PIT 24 two 18 CSplus 3 6 0
PIT 24 two 19 CSminus 4 5 0
PIT 24 two 20 CSminus 5 5 0
PIT 24 two 21 CSminus 6 4 0
PIT 24 two 22 Baseline 4 4 0
PIT 24 two 23 Baseline 5 5 0
PIT 24 two 24 Baseline 6 5 0
PIT 24 two 25 CSplus 4 7 0
PIT 24 two 26 CSplus 5 7 0
PIT 24 two 27 CSplus 6 7 0
PIT 24 two 28 CSplus 7 5 0
PIT 24 two 29 CSplus 8 6 0
PIT 24 two 30 CSplus 9 5 0
PIT 24 two 31 CSminus 7 4 0
PIT 24 two 32 CSminus 8 5 0
PIT 24 two 33 CSminus 9 6 0
PIT 24 two 34 Baseline 7 5 0
PIT 24 two 35 Baseline 8 5 0
PIT 24 two 36 Baseline 9 6 0
PIT 24 two 37 Baseline 10 4 0
PIT 24 two 38 Baseline 11 6 0
PIT 24 two 39 Baseline 12 6 0
PIT 24 two 40 CSplus 10 6 0
PIT 24 two 41 CSplus 11 6 0
PIT 24 two 42 CSplus 12 6 0
PIT 24 two 43 CSminus 10 5 0
PIT 24 two 44 CSminus 11 5 0
PIT 24 two 45 CSminus 12 5 0
PIT 24 two 46 Baseline 13 5 0
PIT 24 two 47 Baseline 14 6 0
PIT 24 two 48 Baseline 15 5 0
PIT 24 two 49 CSminus 13 6 0
PIT 24 two 50 CSminus 14 6 0
PIT 24 two 51 CSminus 15 5 0
PIT 24 two 52 CSplus 13 6 0
PIT 24 two 53 CSplus 14 6 0
PIT 24 two 54 CSplus 15 5 0
Reminder 25 two 1 None 1 11 2
Reminder 25 two 2 None 2 12 2
Reminder 25 two 3 None 3 14 2
Partial_Extinction 25 two 4 None 4 14 1
Partial_Extinction 25 two 5 None 5 14 1
Partial_Extinction 25 two 6 None 6 14 1
Partial_Extinction 25 two 7 None 7 14 1
Partial_Extinction 25 two 8 None 8 15 1
Partial_Extinction 25 two 9 None 9 15 1
PIT 25 two 10 CSplus 1 14 0
PIT 25 two 11 CSplus 2 15 0
PIT 25 two 12 CSplus 3 16 0
PIT 25 two 13 Baseline 1 15 0
PIT 25 two 14 Baseline 2 16 0
PIT 25 two 15 Baseline 3 14 0
PIT 25 two 16 CSminus 1 15 0
PIT 25 two 17 CSminus 2 13 0
PIT 25 two 18 CSminus 3 14 0
PIT 25 two 19 CSminus 4 14 0
PIT 25 two 20 CSminus 5 15 0
PIT 25 two 21 CSminus 6 15 0
PIT 25 two 22 CSplus 4 15 0
PIT 25 two 23 CSplus 5 14 0
PIT 25 two 24 CSplus 6 16 0
PIT 25 two 25 Baseline 4 15 0
PIT 25 two 26 Baseline 5 15 0
PIT 25 two 27 Baseline 6 14 0
PIT 25 two 28 CSminus 7 14 0
PIT 25 two 29 CSminus 8 13 0
PIT 25 two 30 CSminus 9 15 0
PIT 25 two 31 CSplus 7 14 0
PIT 25 two 32 CSplus 8 14 0
PIT 25 two 33 CSplus 9 15 0
PIT 25 two 34 Baseline 7 14 0
PIT 25 two 35 Baseline 8 15 0
PIT 25 two 36 Baseline 9 15 0
PIT 25 two 37 CSplus 10 14 0
PIT 25 two 38 CSplus 11 13 0
PIT 25 two 39 CSplus 12 16 0
PIT 25 two 40 CSminus 10 15 0
PIT 25 two 41 CSminus 11 15 0
PIT 25 two 42 CSminus 12 12 0
PIT 25 two 43 Baseline 10 12 0
PIT 25 two 44 Baseline 11 10 0
PIT 25 two 45 Baseline 12 11 0
PIT 25 two 46 CSplus 13 15 0
PIT 25 two 47 CSplus 14 15 0
PIT 25 two 48 CSplus 15 14 0
PIT 25 two 49 CSminus 13 14 0
PIT 25 two 50 CSminus 14 12 0
PIT 25 two 51 CSminus 15 12 0
PIT 25 two 52 Baseline 13 16 0
PIT 25 two 53 Baseline 14 9 0
PIT 25 two 54 Baseline 15 17 0
Reminder 26 two 1 None 1 6 2
Reminder 26 two 2 None 2 9 2
Reminder 26 two 3 None 3 11 1
Partial_Extinction 26 two 4 None 4 12 1
Partial_Extinction 26 two 5 None 5 14 1
Partial_Extinction 26 two 6 None 6 15 1
Partial_Extinction 26 two 7 None 7 17 1
Partial_Extinction 26 two 8 None 8 12 1
Partial_Extinction 26 two 9 None 9 14 1
PIT 26 two 10 Baseline 1 17 0
PIT 26 two 11 Baseline 2 11 0
PIT 26 two 12 Baseline 3 5 0
PIT 26 two 13 CSminus 1 9 0
PIT 26 two 14 CSminus 2 7 0
PIT 26 two 15 CSminus 3 6 0
PIT 26 two 16 CSplus 1 14 0
PIT 26 two 17 CSplus 2 7 0
PIT 26 two 18 CSplus 3 6 0
PIT 26 two 19 CSminus 4 0 0
PIT 26 two 20 CSminus 5 5 0
PIT 26 two 21 CSminus 6 4 0
PIT 26 two 22 CSplus 4 15 0
PIT 26 two 23 CSplus 5 11 0
PIT 26 two 24 CSplus 6 12 0
PIT 26 two 25 Baseline 4 12 0
PIT 26 two 26 Baseline 5 5 0
PIT 26 two 27 Baseline 6 6 0
PIT 26 two 28 CSplus 7 16 0
PIT 26 two 29 CSplus 8 14 0
PIT 26 two 30 CSplus 9 8 0
PIT 26 two 31 CSminus 7 12 0
PIT 26 two 32 CSminus 8 4 0
PIT 26 two 33 CSminus 9 12 0
PIT 26 two 34 Baseline 7 5 0
PIT 26 two 35 Baseline 8 5 0
PIT 26 two 36 Baseline 9 13 0
PIT 26 two 37 CSminus 10 0 0
PIT 26 two 38 CSminus 11 5 0
PIT 26 two 39 CSminus 12 11 0
PIT 26 two 40 Baseline 10 6 0
PIT 26 two 41 Baseline 11 0 0
PIT 26 two 42 Baseline 12 8 0
PIT 26 two 43 CSplus 10 13 0
PIT 26 two 44 CSplus 11 12 0
PIT 26 two 45 CSplus 12 10 0
PIT 26 two 46 CSplus 13 5 0
PIT 26 two 47 CSplus 14 6 0
PIT 26 two 48 CSplus 15 16 0
PIT 26 two 49 CSminus 13 1 0
PIT 26 two 50 CSminus 14 12 0
PIT 26 two 51 CSminus 15 5 0
PIT 26 two 52 Baseline 13 1 0
PIT 26 two 53 Baseline 14 12 0
PIT 26 two 54 Baseline 15 5 0
