task id session trial condition trialxcondition RT accuracy liking_ratings rounds
pavlovian_learning 05 one 56 CSplus 29 0.442354 1 71.186441 2
pavlovian_learning 05 one 57 CSplus 30 0.329505 1 71.186441 3
pavlovian_learning 05 one 58 CSminus 28 0.298173 1 71.186441 1
pavlovian_learning 05 one 59 CSminus 29 0.368832 1 71.186441 2
pavlovian_learning 05 one 60 CSminus 30 0.613870 1 71.186441 3
pavlovian_learning 05 one 61 CSplus 31 0.488603 1 71.186441 1
pavlovian_learning 05 one 62 CSplus 32 0.393294 1 71.186441 2
pavlovian_learning 05 one 63 CSplus 33 0.392642 1 71.186441 3
pavlovian_learning 05 one 64 CSminus 31 0.320780 1 71.186441 1
pavlovian_learning 05 one 65 CSminus 32 0.432020 1 71.186441 2
pavlovian_learning 05 one 66 CSminus 33 0.370817 1 71.186441 3
pavlovian_learning 05 one 67 CSplus 34 0.440323 1 71.186441 1
pavlovian_learning 05 one 68 CSplus 35 0.379351 1 71.186441 2
pavlovian_learning 05 one 69 CSplus 36 0.427504 1 71.186441 3
pavlovian_learning 05 one 70 CSminus 34 0.361828 1 71.186441 1
pavlovian_learning 05 one 71 CSminus 35 0.374176 1 71.186441 2
pavlovian_learning 05 one 72 CSminus 36 0.405094 1 71.186441 3
pavlovian_learning 05 one 73 CSplus 37 0.534596 1 71.186441 1
pavlovian_learning 05 one 74 CSplus 38 0.403175 1 71.186441 2
pavlovian_learning 05 one 75 CSplus 39 0.422596 1 71.186441 3
pavlovian_learning 05 one 76 CSminus 37 0.373944 1 71.186441 1
pavlovian_learning 05 one 77 CSminus 38 0.753621 1 71.186441 2
pavlovian_learning 05 one 78 CSminus 39 0.427976 1 71.186441 3
pavlovian_learning 05 one 79 CSplus 40 0.522403 1 71.186441 1
pavlovian_learning 05 one 80 CSplus 41 0.419876 1 71.186441 2
pavlovian_learning 05 one 81 CSplus 42 0.461472 1 71.186441 3
pavlovian_learning 05 one 82 CSminus 40 0.370751 1 71.186441 1
pavlovian_learning 05 one 83 CSminus 41 0.683324 1 71.186441 2
pavlovian_learning 05 one 84 CSminus 42 0.351957 1 71.186441 3
pavlovian_learning 05 one 85 CSplus 43 0.437727 1 71.186441 1
pavlovian_learning 05 one 86 CSplus 44 0.392447 1 71.186441 2
pavlovian_learning 05 one 87 CSplus 45 0.363925 1 71.186441 3
pavlovian_learning 05 one 88 CSminus 43 0.446636 1 71.186441 1
pavlovian_learning 05 one 89 CSminus 44 0.449805 1 71.186441 2
pavlovian_learning 05 one 90 CSminus 45 0.355139 1 71.186441 3
pavlovian_learning 05 one 91 CSplus 46 0.360844 1 71.186441 1
pavlovian_learning 05 one 92 CSplus 47 0.390287 1 71.186441 2
pavlovian_learning 05 one 93 CSplus 48 0.365215 1 71.186441 3
pavlovian_learning 05 one 94 CSminus 46 0.410016 1 71.186441 1
pavlovian_learning 05 one 95 CSminus 47 0.376183 1 71.186441 2
pavlovian_learning 05 one 96 CSminus 48 0.519876 1 71.186441 3
pavlovian_learning 05 one 97 CSplus 49 0.307686 1 71.186441 1
pavlovian_learning 05 one 98 CSplus 50 0.367440 1 71.186441 2
pavlovian_learning 05 one 99 CSplus 51 0.338039 1 71.186441 3
pavlovian_learning 05 one 100 CSminus 49 0.397566 1 71.186441 1
pavlovian_learning 05 one 101 CSminus 50 0.481316 1 71.186441 2
pavlovian_learning 05 one 102 CSminus 51 0.316663 1 71.186441 3
pavlovian_learning 05 one 103 CSplus 52 0.353710 1 71.186441 1
pavlovian_learning 05 one 104 CSplus 53 0.549340 1 71.186441 2
pavlovian_learning 05 one 105 CSplus 54 0.340250 1 71.186441 3
pavlovian_learning 05 one 106 CSminus 52 0.297758 1 71.186441 1
pavlovian_learning 05 one 107 CSminus 53 0.435769 1 71.186441 2
pavlovian_learning 05 one 108 CSminus 54 0.418532 1 71.186441 3
pavlovian_learning 05 one 109 Baseline 0 NaN NaN 73.728814 NaN
pavlovian_learning 06 one 1 CSplus 1 0.554197 1 79.661017 1
pavlovian_learning 06 one 2 CSplus 2 0.322204 1 79.661017 2
pavlovian_learning 06 one 3 CSplus 3 0.334108 1 79.661017 3
pavlovian_learning 06 one 4 CSminus 1 0.658087 1 50.000000 1
pavlovian_learning 06 one 5 CSminus 2 0.350605 1 50.000000 2
pavlovian_learning 06 one 6 CSminus 3 0.358972 1 50.000000 3
pavlovian_learning 06 one 7 CSplus 4 0.374854 1 79.661017 1
pavlovian_learning 06 one 8 CSplus 5 0.349445 1 79.661017 2
pavlovian_learning 06 one 9 CSplus 6 0.355634 1 79.661017 3
pavlovian_learning 06 one 10 CSminus 4 0.331481 1 50.000000 1
pavlovian_learning 06 one 11 CSminus 5 0.651227 1 50.000000 2
pavlovian_learning 06 one 12 CSminus 6 0.326072 1 50.000000 3
pavlovian_learning 06 one 13 CSplus 7 0.321603 1 79.661017 1
pavlovian_learning 06 one 14 CSplus 8 0.321094 1 79.661017 2
pavlovian_learning 06 one 15 CSplus 9 0.306681 1 79.661017 3
pavlovian_learning 06 one 16 CSminus 7 0.282908 1 50.000000 1
pavlovian_learning 06 one 17 CSminus 8 0.367387 1 50.000000 2
pavlovian_learning 06 one 18 CSminus 9 0.278235 1 50.000000 3
pavlovian_learning 06 one 19 CSplus 10 0.474856 1 79.661017 1
pavlovian_learning 06 one 20 CSplus 11 0.292810 1 79.661017 2
pavlovian_learning 06 one 21 CSplus 12 0.273360 1 79.661017 3
pavlovian_learning 06 one 22 CSminus 10 1.000000 0 50.000000 1
pavlovian_learning 06 one 23 CSminus 11 0.286694 1 50.000000 2
pavlovian_learning 06 one 24 CSminus 12 0.293517 1 50.000000 3
pavlovian_learning 06 one 25 CSplus 13 0.283217 1 79.661017 1
pavlovian_learning 06 one 26 CSplus 14 0.308922 1 79.661017 2
pavlovian_learning 06 one 27 CSplus 15 0.310864 1 79.661017 3
pavlovian_learning 06 one 28 CSminus 13 0.433348 1 50.000000 1
pavlovian_learning 06 one 29 CSminus 14 0.329674 1 50.000000 2
pavlovian_learning 06 one 30 CSminus 15 0.305887 1 50.000000 3
pavlovian_learning 06 one 31 CSplus 16 0.340481 1 79.661017 1
pavlovian_learning 06 one 32 CSplus 17 0.309719 1 79.661017 2
pavlovian_learning 06 one 33 CSplus 18 0.396069 1 79.661017 3
pavlovian_learning 06 one 34 CSminus 16 0.343022 1 50.000000 1
pavlovian_learning 06 one 35 CSminus 17 0.312747 1 50.000000 2
pavlovian_learning 06 one 36 CSminus 18 0.392894 1 50.000000 3
pavlovian_learning 06 one 37 CSplus 19 0.106874 1 79.661017 1
pavlovian_learning 06 one 38 CSplus 20 0.325985 1 79.661017 2
pavlovian_learning 06 one 39 CSplus 21 0.357465 1 79.661017 3
pavlovian_learning 06 one 40 CSminus 19 0.805454 1 50.000000 1
pavlovian_learning 06 one 41 CSminus 20 0.317281 1 50.000000 2
pavlovian_learning 06 one 42 CSminus 21 0.290080 1 50.000000 3
pavlovian_learning 06 one 43 CSplus 22 0.310440 1 79.661017 1
pavlovian_learning 06 one 44 CSplus 23 0.400274 1 79.661017 2
pavlovian_learning 06 one 45 CSplus 24 0.308445 1 79.661017 3
pavlovian_learning 06 one 46 CSminus 22 0.310762 1 50.000000 1
pavlovian_learning 06 one 47 CSminus 23 0.327118 1 50.000000 2
pavlovian_learning 06 one 48 CSminus 24 0.332093 1 50.000000 3
pavlovian_learning 06 one 49 CSplus 25 0.322336 1 79.661017 1
pavlovian_learning 06 one 50 CSplus 26 0.430783 1 79.661017 2
pavlovian_learning 06 one 51 CSplus 27 0.371365 1 79.661017 3
pavlovian_learning 06 one 52 CSminus 25 0.312242 1 50.000000 1
pavlovian_learning 06 one 53 CSminus 26 0.354482 1 50.000000 2
pavlovian_learning 06 one 54 CSminus 27 0.344513 1 50.000000 3
pavlovian_learning 06 one 55 CSplus 28 0.674091 1 79.661017 1
pavlovian_learning 06 one 56 CSplus 29 0.375937 1 79.661017 2
pavlovian_learning 06 one 57 CSplus 30 0.317915 1 79.661017 3
pavlovian_learning 06 one 58 CSminus 28 0.338276 1 50.000000 1
pavlovian_learning 06 one 59 CSminus 29 0.319076 1 50.000000 2
pavlovian_learning 06 one 60 CSminus 30 0.300811 1 50.000000 3
pavlovian_learning 06 one 61 CSplus 31 0.314560 1 79.661017 1
pavlovian_learning 06 one 62 CSplus 32 0.318532 1 79.661017 2
pavlovian_learning 06 one 63 CSplus 33 0.320338 1 79.661017 3
pavlovian_learning 06 one 64 CSminus 31 0.377951 1 50.000000 1
pavlovian_learning 06 one 65 CSminus 32 0.386742 1 50.000000 2
pavlovian_learning 06 one 66 CSminus 33 0.558112 1 50.000000 3
pavlovian_learning 06 one 67 CSplus 34 0.764944 1 79.661017 1
pavlovian_learning 06 one 68 CSplus 35 0.335078 1 79.661017 2
pavlovian_learning 06 one 69 CSplus 36 0.413420 1 79.661017 3
pavlovian_learning 06 one 70 CSminus 34 0.509101 1 50.000000 1
pavlovian_learning 06 one 71 CSminus 35 0.374680 1 50.000000 2
pavlovian_learning 06 one 72 CSminus 36 0.354732 1 50.000000 3
pavlovian_learning 06 one 73 CSplus 37 0.425282 1 79.661017 1
pavlovian_learning 06 one 74 CSplus 38 0.292529 1 79.661017 2
pavlovian_learning 06 one 75 CSplus 39 0.423593 1 79.661017 3
pavlovian_learning 06 one 76 CSminus 37 0.374942 1 50.000000 1
pavlovian_learning 06 one 77 CSminus 38 0.311928 1 50.000000 2
pavlovian_learning 06 one 78 CSminus 39 0.387609 1 50.000000 3
pavlovian_learning 06 one 79 CSplus 40 0.354056 1 79.661017 1
pavlovian_learning 06 one 80 CSplus 41 0.326588 1 79.661017 2
pavlovian_learning 06 one 81 CSplus 42 0.333135 1 79.661017 3
pavlovian_learning 06 one 82 CSminus 40 0.340895 1 50.000000 1
pavlovian_learning 06 one 83 CSminus 41 0.337525 1 50.000000 2
pavlovian_learning 06 one 84 CSminus 42 0.322687 1 50.000000 3
pavlovian_learning 06 one 85 CSplus 43 0.367804 1 79.661017 1
pavlovian_learning 06 one 86 CSplus 44 0.306408 1 79.661017 2
pavlovian_learning 06 one 87 CSplus 45 0.350694 1 79.661017 3
pavlovian_learning 06 one 88 CSminus 43 0.751787 1 50.000000 1
pavlovian_learning 06 one 89 CSminus 44 0.338114 1 50.000000 2
pavlovian_learning 06 one 90 CSminus 45 0.313068 1 50.000000 3
pavlovian_learning 06 one 91 CSplus 46 0.285628 1 79.661017 1
pavlovian_learning 06 one 92 CSplus 47 0.330684 1 79.661017 2
pavlovian_learning 06 one 93 CSplus 48 0.354502 1 79.661017 3
pavlovian_learning 06 one 94 CSminus 46 0.423078 1 50.000000 1
pavlovian_learning 06 one 95 CSminus 47 0.370612 1 50.000000 2
pavlovian_learning 06 one 96 CSminus 48 0.347291 1 50.000000 3
pavlovian_learning 06 one 97 CSplus 49 0.592404 1 79.661017 1
pavlovian_learning 06 one 98 CSplus 50 0.320150 1 79.661017 2
pavlovian_learning 06 one 99 CSplus 51 0.334575 1 79.661017 3
pavlovian_learning 06 one 100 CSminus 49 0.343927 1 50.000000 1
pavlovian_learning 06 one 101 CSminus 50 0.340200 1 50.000000 2
pavlovian_learning 06 one 102 CSminus 51 0.325057 1 50.000000 3
pavlovian_learning 06 one 103 CSplus 52 0.398403 1 79.661017 1
pavlovian_learning 06 one 104 CSplus 53 0.334294 1 79.661017 2
pavlovian_learning 06 one 105 CSplus 54 0.376787 1 79.661017 3
pavlovian_learning 06 one 106 CSminus 52 0.388627 1 50.000000 1
pavlovian_learning 06 one 107 CSminus 53 0.544360 1 50.000000 2
pavlovian_learning 06 one 108 CSminus 54 0.442080 1 50.000000 3
pavlovian_learning 06 one 109 Baseline 0 NaN NaN 29.661017 NaN
pavlovian_learning 07 one 1 CSplus 1 0.976488 1 66.949153 1
pavlovian_learning 07 one 2 CSplus 2 0.611081 1 66.949153 2
pavlovian_learning 07 one 3 CSplus 3 0.344077 1 66.949153 3
pavlovian_learning 07 one 4 CSminus 1 0.787671 1 56.779661 1
pavlovian_learning 07 one 5 CSminus 2 0.814964 1 56.779661 2
pavlovian_learning 07 one 6 CSminus 3 0.615207 1 56.779661 3
pavlovian_learning 07 one 7 CSplus 4 0.417614 1 66.949153 1
pavlovian_learning 07 one 8 CSplus 5 0.607666 1 66.949153 2
pavlovian_learning 07 one 9 CSplus 6 0.500004 1 66.949153 3
pavlovian_learning 07 one 10 CSminus 4 0.458892 1 56.779661 1
pavlovian_learning 07 one 11 CSminus 5 0.613435 1 56.779661 2
pavlovian_learning 07 one 12 CSminus 6 0.609106 1 56.779661 3
pavlovian_learning 07 one 13 CSplus 7 0.438218 1 66.949153 1
pavlovian_learning 07 one 14 CSplus 8 0.580627 1 66.949153 2
pavlovian_learning 07 one 15 CSplus 9 0.517732 1 66.949153 3
pavlovian_learning 07 one 16 CSminus 7 0.693157 1 56.779661 1
pavlovian_learning 07 one 17 CSminus 8 0.790486 1 56.779661 2
pavlovian_learning 07 one 18 CSminus 9 1.000000 0 56.779661 3
pavlovian_learning 07 one 19 CSplus 10 0.362249 1 66.949153 1
pavlovian_learning 07 one 20 CSplus 11 0.541152 1 66.949153 2
pavlovian_learning 07 one 21 CSplus 12 0.525137 1 66.949153 3
pavlovian_learning 07 one 22 CSminus 10 0.628377 1 56.779661 1
pavlovian_learning 07 one 23 CSminus 11 0.539601 1 56.779661 2
pavlovian_learning 07 one 24 CSminus 12 0.880044 1 56.779661 3
pavlovian_learning 07 one 25 CSplus 13 0.507735 1 66.949153 1
pavlovian_learning 07 one 26 CSplus 14 0.521153 1 66.949153 2
pavlovian_learning 07 one 27 CSplus 15 0.474568 1 66.949153 3
pavlovian_learning 07 one 28 CSminus 13 0.497070 1 56.779661 1
pavlovian_learning 07 one 29 CSminus 14 0.447710 1 56.779661 2
pavlovian_learning 07 one 30 CSminus 15 0.722455 1 56.779661 3
pavlovian_learning 07 one 31 CSplus 16 0.528965 1 66.949153 1
pavlovian_learning 07 one 32 CSplus 17 1.000000 0 66.949153 2
pavlovian_learning 07 one 33 CSplus 18 0.440636 1 66.949153 3
pavlovian_learning 07 one 34 CSminus 16 0.533247 1 56.779661 1
pavlovian_learning 07 one 35 CSminus 17 0.391571 1 56.779661 2
pavlovian_learning 07 one 36 CSminus 18 0.567748 1 56.779661 3
pavlovian_learning 07 one 37 CSplus 19 0.596993 1 66.949153 1
pavlovian_learning 07 one 38 CSplus 20 0.550420 1 66.949153 2
pavlovian_learning 07 one 39 CSplus 21 0.525941 1 66.949153 3
pavlovian_learning 07 one 40 CSminus 19 0.615075 1 56.779661 1
pavlovian_learning 07 one 41 CSminus 20 0.674862 1 56.779661 2
pavlovian_learning 07 one 42 CSminus 21 0.720245 1 56.779661 3
pavlovian_learning 07 one 43 CSplus 22 1.000000 0 66.949153 1
pavlovian_learning 07 one 44 CSplus 23 0.420803 1 66.949153 2
pavlovian_learning 07 one 45 CSplus 24 0.436027 1 66.949153 3
pavlovian_learning 07 one 46 CSminus 22 0.338568 1 56.779661 1
pavlovian_learning 07 one 47 CSminus 23 0.394782 1 56.779661 2
pavlovian_learning 07 one 48 CSminus 24 0.537949 1 56.779661 3
pavlovian_learning 07 one 49 CSplus 25 0.409961 1 66.949153 1
pavlovian_learning 07 one 50 CSplus 26 0.385961 1 66.949153 2
pavlovian_learning 07 one 51 CSplus 27 0.465218 1 66.949153 3
pavlovian_learning 07 one 52 CSminus 25 0.788661 1 56.779661 1
pavlovian_learning 07 one 53 CSminus 26 0.434427 1 56.779661 2
pavlovian_learning 07 one 54 CSminus 27 1.000000 0 56.779661 3
pavlovian_learning 07 one 55 CSplus 28 0.446668 1 66.949153 1
pavlovian_learning 07 one 56 CSplus 29 0.494022 1 66.949153 2
pavlovian_learning 07 one 57 CSplus 30 0.430749 1 66.949153 3
pavlovian_learning 07 one 58 CSminus 28 0.519364 1 56.779661 1
pavlovian_learning 07 one 59 CSminus 29 0.411295 1 56.779661 2
pavlovian_learning 07 one 60 CSminus 30 0.383608 1 56.779661 3
pavlovian_learning 07 one 61 CSplus 31 0.567168 1 66.949153 1
pavlovian_learning 07 one 62 CSplus 32 0.768501 1 66.949153 2
pavlovian_learning 07 one 63 CSplus 33 0.607596 1 66.949153 3
pavlovian_learning 07 one 64 CSminus 31 0.633245 1 56.779661 1
pavlovian_learning 07 one 65 CSminus 32 0.503393 1 56.779661 2
pavlovian_learning 07 one 66 CSminus 33 0.415813 1 56.779661 3
pavlovian_learning 07 one 67 CSplus 34 0.396648 1 66.949153 1
pavlovian_learning 07 one 68 CSplus 35 0.460823 1 66.949153 2
pavlovian_learning 07 one 69 CSplus 36 0.895164 1 66.949153 3
pavlovian_learning 07 one 70 CSminus 34 0.350307 1 56.779661 1
pavlovian_learning 07 one 71 CSminus 35 0.565821 1 56.779661 2
pavlovian_learning 07 one 72 CSminus 36 0.521929 1 56.779661 3
pavlovian_learning 07 one 73 CSplus 37 0.418816 1 66.949153 1
pavlovian_learning 07 one 74 CSplus 38 0.399717 1 66.949153 2
pavlovian_learning 07 one 75 CSplus 39 0.660279 1 66.949153 3
pavlovian_learning 07 one 76 CSminus 37 0.409513 1 56.779661 1
pavlovian_learning 07 one 77 CSminus 38 0.524166 1 56.779661 2
pavlovian_learning 07 one 78 CSminus 39 0.650343 1 56.779661 3
pavlovian_learning 07 one 79 CSplus 40 0.443298 1 66.949153 1
pavlovian_learning 07 one 80 CSplus 41 0.544778 1 66.949153 2
pavlovian_learning 07 one 81 CSplus 42 0.593143 1 66.949153 3
pavlovian_learning 07 one 82 CSminus 40 0.862046 1 56.779661 1
pavlovian_learning 07 one 83 CSminus 41 0.487036 1 56.779661 2
pavlovian_learning 07 one 84 CSminus 42 0.718220 1 56.779661 3
pavlovian_learning 07 one 85 CSplus 43 0.389379 1 66.949153 1
pavlovian_learning 07 one 86 CSplus 44 0.649598 1 66.949153 2
pavlovian_learning 07 one 87 CSplus 45 0.386690 1 66.949153 3
pavlovian_learning 07 one 88 CSminus 43 0.410765 1 56.779661 1
pavlovian_learning 07 one 89 CSminus 44 0.396958 1 56.779661 2
pavlovian_learning 07 one 90 CSminus 45 0.427360 1 56.779661 3
pavlovian_learning 07 one 91 CSplus 46 0.387175 1 66.949153 1
pavlovian_learning 07 one 92 CSplus 47 0.349062 1 66.949153 2
pavlovian_learning 07 one 93 CSplus 48 0.431620 1 66.949153 3
pavlovian_learning 07 one 94 CSminus 46 1.000000 0 56.779661 1
pavlovian_learning 07 one 95 CSminus 47 0.690847 1 56.779661 2
pavlovian_learning 07 one 96 CSminus 48 0.406067 1 56.779661 3
pavlovian_learning 07 one 97 CSplus 49 0.113007 1 66.949153 1
pavlovian_learning 07 one 98 CSplus 50 0.574480 1 66.949153 2
pavlovian_learning 07 one 99 CSplus 51 0.444823 1 66.949153 3
pavlovian_learning 07 one 100 CSminus 49 0.355494 1 56.779661 1
pavlovian_learning 07 one 101 CSminus 50 0.595752 1 56.779661 2
pavlovian_learning 07 one 102 CSminus 51 0.435135 1 56.779661 3
pavlovian_learning 07 one 103 CSplus 52 0.514004 1 66.949153 1
pavlovian_learning 07 one 104 CSplus 53 0.406171 1 66.949153 2
pavlovian_learning 07 one 105 CSplus 54 0.686038 1 66.949153 3
pavlovian_learning 07 one 106 CSminus 52 0.416394 1 56.779661 1
pavlovian_learning 07 one 107 CSminus 53 0.728910 1 56.779661 2
pavlovian_learning 07 one 108 CSminus 54 0.518502 1 56.779661 3
pavlovian_learning 07 one 109 Baseline 0 NaN NaN 50.000000 NaN
pavlovian_learning 08 one 1 CSplus 1 0.524801 1 74.576271 1
pavlovian_learning 08 one 2 CSplus 2 0.394953 1 74.576271 2
pavlovian_learning 08 one 3 CSplus 3 0.361636 1 74.576271 3
pavlovian_learning 08 one 4 CSminus 1 0.593957 1 60.169492 1
pavlovian_learning 08 one 5 CSminus 2 0.452534 1 60.169492 2
pavlovian_learning 08 one 6 CSminus 3 0.807036 1 60.169492 3
pavlovian_learning 08 one 7 CSplus 4 0.462486 1 74.576271 1
pavlovian_learning 08 one 8 CSplus 5 0.473184 1 74.576271 2
pavlovian_learning 08 one 9 CSplus 6 0.484150 1 74.576271 3
pavlovian_learning 08 one 10 CSminus 4 0.674773 1 60.169492 1
pavlovian_learning 08 one 11 CSminus 5 0.464847 1 60.169492 2
pavlovian_learning 08 one 12 CSminus 6 0.348181 1 60.169492 3
pavlovian_learning 08 one 13 CSplus 7 0.382757 1 74.576271 1
pavlovian_learning 08 one 14 CSplus 8 0.785564 1 74.576271 2
pavlovian_learning 08 one 15 CSplus 9 0.453994 1 74.576271 3
pavlovian_learning 08 one 16 CSminus 7 0.434137 1 60.169492 1
pavlovian_learning 08 one 17 CSminus 8 0.347000 1 60.169492 2
pavlovian_learning 08 one 18 CSminus 9 0.324595 1 60.169492 3
pavlovian_learning 08 one 19 CSplus 10 0.347126 1 74.576271 1
pavlovian_learning 08 one 20 CSplus 11 0.425734 1 74.576271 2
pavlovian_learning 08 one 21 CSplus 12 0.308450 1 74.576271 3
pavlovian_learning 08 one 22 CSminus 10 0.512690 1 60.169492 1
pavlovian_learning 08 one 23 CSminus 11 0.452042 1 60.169492 2
pavlovian_learning 08 one 24 CSminus 12 0.455647 1 60.169492 3
pavlovian_learning 08 one 25 CSplus 13 0.395256 1 74.576271 1
pavlovian_learning 08 one 26 CSplus 14 0.385694 1 74.576271 2
pavlovian_learning 08 one 27 CSplus 15 0.421735 1 74.576271 3
pavlovian_learning 08 one 28 CSminus 13 0.374601 1 60.169492 1
pavlovian_learning 08 one 29 CSminus 14 0.367182 1 60.169492 2
pavlovian_learning 08 one 30 CSminus 15 0.379788 1 60.169492 3
pavlovian_learning 08 one 31 CSplus 16 0.317050 1 74.576271 1
pavlovian_learning 08 one 32 CSplus 17 0.361843 1 74.576271 2
pavlovian_learning 08 one 33 CSplus 18 0.333067 1 74.576271 3
pavlovian_learning 08 one 34 CSminus 16 0.502216 1 60.169492 1
pavlovian_learning 08 one 35 CSminus 17 0.390604 1 60.169492 2
pavlovian_learning 08 one 36 CSminus 18 0.385501 1 60.169492 3
pavlovian_learning 08 one 37 CSplus 19 0.341209 1 74.576271 1
pavlovian_learning 08 one 38 CSplus 20 0.395127 1 74.576271 2
pavlovian_learning 08 one 39 CSplus 21 0.390629 1 74.576271 3
pavlovian_learning 08 one 40 CSminus 19 0.348953 1 60.169492 1
pavlovian_learning 08 one 41 CSminus 20 0.388530 1 60.169492 2
pavlovian_learning 08 one 42 CSminus 21 0.295712 1 60.169492 3
pavlovian_learning 08 one 43 CSplus 22 0.314082 1 74.576271 1
pavlovian_learning 08 one 44 CSplus 23 0.462174 1 74.576271 2
pavlovian_learning 08 one 45 CSplus 24 0.375173 1 74.576271 3
pavlovian_learning 08 one 46 CSminus 22 0.432183 1 60.169492 1
pavlovian_learning 08 one 47 CSminus 23 0.385916 1 60.169492 2
pavlovian_learning 08 one 48 CSminus 24 0.309041 1 60.169492 3
pavlovian_learning 08 one 49 CSplus 25 0.298274 1 74.576271 1
pavlovian_learning 08 one 50 CSplus 26 0.398606 1 74.576271 2
pavlovian_learning 08 one 51 CSplus 27 0.321531 1 74.576271 3
pavlovian_learning 08 one 52 CSminus 25 0.501094 1 60.169492 1
pavlovian_learning 08 one 53 CSminus 26 0.385052 1 60.169492 2
pavlovian_learning 08 one 54 CSminus 27 0.375752 1 60.169492 3
pavlovian_learning 08 one 55 CSplus 28 0.312204 1 74.576271 1
pavlovian_learning 08 one 56 CSplus 29 0.362629 1 74.576271 2
pavlovian_learning 08 one 57 CSplus 30 0.295866 1 74.576271 3
pavlovian_learning 08 one 58 CSminus 28 0.366392 1 60.169492 1
pavlovian_learning 08 one 59 CSminus 29 0.384878 1 60.169492 2
pavlovian_learning 08 one 60 CSminus 30 0.383675 1 60.169492 3
pavlovian_learning 08 one 61 CSplus 31 0.287158 1 74.576271 1
pavlovian_learning 08 one 62 CSplus 32 0.296026 1 74.576271 2
pavlovian_learning 08 one 63 CSplus 33 0.574439 1 74.576271 3
pavlovian_learning 08 one 64 CSminus 31 0.306686 1 60.169492 1
pavlovian_learning 08 one 65 CSminus 32 0.360596 1 60.169492 2
pavlovian_learning 08 one 66 CSminus 33 0.343395 1 60.169492 3
pavlovian_learning 08 one 67 CSplus 34 0.327091 1 74.576271 1
pavlovian_learning 08 one 68 CSplus 35 0.379867 1 74.576271 2
pavlovian_learning 08 one 69 CSplus 36 0.299328 1 74.576271 3
pavlovian_learning 08 one 70 CSminus 34 0.381240 1 60.169492 1
pavlovian_learning 08 one 71 CSminus 35 0.404659 1 60.169492 2
pavlovian_learning 08 one 72 CSminus 36 0.318813 1 60.169492 3
pavlovian_learning 08 one 73 CSplus 37 0.364739 1 74.576271 1
pavlovian_learning 08 one 74 CSplus 38 0.332461 1 74.576271 2
pavlovian_learning 08 one 75 CSplus 39 0.341701 1 74.576271 3
pavlovian_learning 08 one 76 CSminus 37 0.349413 1 60.169492 1
pavlovian_learning 08 one 77 CSminus 38 0.367459 1 60.169492 2
pavlovian_learning 08 one 78 CSminus 39 0.382571 1 60.169492 3
pavlovian_learning 08 one 79 CSplus 40 0.477199 1 74.576271 1
pavlovian_learning 08 one 80 CSplus 41 0.315095 1 74.576271 2
pavlovian_learning 08 one 81 CSplus 42 0.317887 1 74.576271 3
pavlovian_learning 08 one 82 CSminus 40 0.369814 1 60.169492 1
pavlovian_learning 08 one 83 CSminus 41 0.346000 1 60.169492 2
pavlovian_learning 08 one 84 CSminus 42 0.504396 1 60.169492 3
pavlovian_learning 08 one 85 CSplus 43 0.302750 1 74.576271 1
pavlovian_learning 08 one 86 CSplus 44 0.514042 1 74.576271 2
pavlovian_learning 08 one 87 CSplus 45 0.444752 1 74.576271 3
pavlovian_learning 08 one 88 CSminus 43 0.446193 1 60.169492 1
pavlovian_learning 08 one 89 CSminus 44 0.355077 1 60.169492 2
pavlovian_learning 08 one 90 CSminus 45 0.351054 1 60.169492 3
pavlovian_learning 08 one 91 CSplus 46 0.387490 1 74.576271 1
pavlovian_learning 08 one 92 CSplus 47 0.337696 1 74.576271 2
pavlovian_learning 08 one 93 CSplus 48 0.423259 1 74.576271 3
pavlovian_learning 08 one 94 CSminus 46 0.369803 1 60.169492 1
pavlovian_learning 08 one 95 CSminus 47 0.383120 1 60.169492 2
pavlovian_learning 08 one 96 CSminus 48 0.419485 1 60.169492 3
pavlovian_learning 08 one 97 CSplus 49 0.315156 1 74.576271 1
pavlovian_learning 08 one 98 CSplus 50 0.319787 1 74.576271 2
pavlovian_learning 08 one 99 CSplus 51 0.937433 1 74.576271 3
pavlovian_learning 08 one 100 CSminus 49 0.430541 1 60.169492 1
pavlovian_learning 08 one 101 CSminus 50 0.434188 1 60.169492 2
pavlovian_learning 08 one 102 CSminus 51 0.322324 1 60.169492 3
pavlovian_learning 08 one 103 CSplus 52 0.497522 1 74.576271 1
pavlovian_learning 08 one 104 CSplus 53 0.349371 1 74.576271 2
pavlovian_learning 08 one 105 CSplus 54 1.000000 0 74.576271 3
pavlovian_learning 08 one 106 CSminus 52 0.326304 1 60.169492 1
pavlovian_learning 08 one 107 CSminus 53 0.376723 1 60.169492 2
pavlovian_learning 08 one 108 CSminus 54 0.331552 1 60.169492 3
pavlovian_learning 08 one 109 Baseline 0 NaN NaN 35.593220 NaN
pavlovian_learning 09 one 1 CSplus 1 0.437846 1 66.101695 1
pavlovian_learning 09 one 2 CSplus 2 0.299749 1 66.101695 2
pavlovian_learning 09 one 3 CSplus 3 0.423449 1 66.101695 3
pavlovian_learning 09 one 4 CSminus 1 0.384502 1 78.813559 1
pavlovian_learning 09 one 5 CSminus 2 0.283889 1 78.813559 2
pavlovian_learning 09 one 6 CSminus 3 0.298476 1 78.813559 3
