Subject	Word	POA	Voicing	VOT
s7	pack	bilabial	voiceless	0.0183
s7	pack	bilabial	voiceless	0.0836
s7	cab	velar	voiceless	0.0687
s7	cab	velar	voiceless	0.0952
s7	gab	velar	voiced	0.0281
s7	tug	alveolar	voiceless	0.067
s7	dug	alveolar	voiced	0.0149
s7	tug	alveolar	voiceless	0.0301
s7	pull	bilabial	voiceless	0.0615
s7	bull	bilabial	voiced	0.018
s7	bull	bilabial	voiced	0.0202
s7	tick	alveolar	voiceless	0.017
s7	tick	alveolar	voiceless	0.025
s7	cash	velar	voiceless	0.0947
s7	cash	velar	voiceless	0.1115
s7	kale	velar	voiceless	0.1277
s7	kale	velar	voiceless	0.1087
s7	bug	bilabial	voiced	0.0615
s7	bat	bilabial	voiced	0.0146
s7	touch	alveolar	voiceless	0.054
s7	touch	alveolar	voiceless	0.0794
s7	pelt	bilabial	voiceless	0.039
s7	pelt	bilabial	voiceless	0.0628
s7	belt	bilabial	voiced	0.0174
s7	tick	alveolar	voiceless	0.0431
s7	tick	alveolar	voiceless	0.0251
s7	path	bilabial	voiceless	0.0819
s7	path	bilabial	voiceless	0.027
s7	path	bilabial	voiceless	0.0469
s7	path	bilabial	voiceless	0.0507
s7	bath	bilabial	voiced	0.0217
s7	puck	bilabial	voiceless	0.0352
s7	puck	bilabial	voiceless	0.066
s7	buck	bilabial	voiced	0.0261
s7	puck	bilabial	voiceless	0.0404
s7	buck	bilabial	voiced	0.0111
s7	cuss	velar	voiceless	0.0728
s7	cuss	velar	voiceless	0.0878
s7	kale	velar	voiceless	0.0658
s7	putt	bilabial	voiceless	0.0297
s7	but	bilabial	voiced	0.0106
s7	but	bilabial	voiced	0.0181
s7	putt	bilabial	voiceless	0.0593
s7	cash	velar	voiceless	0.046
s7	cash	velar	voiceless	0.0488
s7	gash	velar	voiced	0.0229
s7	dutch	alveolar	voiced	0.0215
s7	patch	bilabial	voiceless	0.0345
s7	batch	bilabial	voiced	0.0155
s7	pat	bilabial	voiceless	0.0505
s7	pang	bilabial	voiceless	0.0604
s7	pang	bilabial	voiceless	0.0726
s7	pus	bilabial	voiceless	0.0319
s7	pus	bilabial	voiceless	0.0204
s7	pest	bilabial	voiceless	0.0439
s7	pest	bilabial	voiceless	0.0352
s7	best	bilabial	voiced	0.0158
s7	best	bilabial	voiced	0.019
s7	pounce	bilabial	voiceless	0.0524
s7	pounce	bilabial	voiceless	0.0465
s7	putt	bilabial	voiceless	0.0225
s7	putt	bilabial	voiceless	0.0609
s7	pest	bilabial	voiceless	0.0244
s7	back	bilabial	voiced	0.023
s7	back	bilabial	voiced	0.0249
s7	patch	bilabial	voiceless	0.0429
s7	patch	bilabial	voiceless	0.0212
s7	pus	bilabial	voiceless	0.0341
s7	pus	bilabial	voiceless	0.0226
s7	tech	alveolar	voiceless	0.073
s7	tug	alveolar	voiceless	0.0338
s7	cuss	velar	voiceless	0.0485
s7	cuss	velar	voiceless	0.0404
s7	gus	velar	voiced	0.0287
s7	cane	velar	voiceless	0.0753
s7	tech	alveolar	voiceless	0.0434
s7	bug	bilabial	voiced	0.0152
s7	bug	bilabial	voiced	0.0219
s7	path	bilabial	voiceless	0.0749
s7	path	bilabial	voiceless	0.1042
s7	path	bilabial	voiceless	0.0558
s7	buck	bilabial	voiced	0.009
s7	buck	bilabial	voiced	0.0096
s7	cab	velar	voiceless	0.0885
s7	cab	velar	voiceless	0.069
s7	cut	velar	voiceless	0.0842
s7	cut	velar	voiceless	0.0994
s7	belt	bilabial	voiced	0.0233
s7	pack	bilabial	voiceless	0.0971
s7	pack	bilabial	voiceless	0.0641
s8	pound	bilabial	voiceless	0.0682
s8	pound	bilabial	voiceless	0.0446
s8	pound	bilabial	voiceless	0.0497
s8	pound	bilabial	voiceless	0.0595
s8	bound	bilabial	voiced	0.0211
s8	bound	bilabial	voiced	0.0291
s8	bound	bilabial	voiced	0.0148
s8	bound	bilabial	voiced	0.0099
s8	path	bilabial	voiceless	0.0378
s8	back	bilabial	voiced	0.0381
s8	but	bilabial	voiced	0.0122
s8	putt	bilabial	voiceless	0.0669
s8	but	bilabial	voiced	0.031
s8	path	bilabial	voiceless	0.0418
s9	tech	alveolar	voiceless	0.0343
s9	pad	bilabial	voiceless	0.0488
s9	pad	bilabial	voiceless	0.0382
s9	pad	bilabial	voiceless	0.0606
s9	bad	bilabial	voiced	0.0115
s9	done	alveolar	voiced	0.0299
s9	ton	alveolar	voiceless	0.0186
s9	pull	bilabial	voiceless	0.064
s9	cull	velar	voiceless	0.0687
s9	cull	velar	voiceless	0.0683
s9	bath	bilabial	voiced	0.058
s9	ted	alveolar	voiceless	0.0343
s9	ted	alveolar	voiceless	0.0507
s9	ted	alveolar	voiceless	0.1003
s9	dead	alveolar	voiced	0.0163
s9	dead	alveolar	voiced	0.0128
s9	puck	bilabial	voiceless	0.0216
s9	puck	bilabial	voiceless	0.0409
s9	buck	bilabial	voiced	0.0084
s9	buck	bilabial	voiced	0.0116
s9	pin	bilabial	voiceless	0.044
s9	pin	bilabial	voiceless	0.08
s9	cob	velar	voiceless	0.0279
s9	cob	velar	voiceless	0.0314
s9	gob	velar	voiced	0.0532
s9	bat	bilabial	voiced	0.0099
s9	tell	alveolar	voiceless	0.1107
s9	dell	alveolar	voiced	0.0306
s9	tell	alveolar	voiceless	0.0889
s9	dell	alveolar	voiced	0.0318
s9	bound	bilabial	voiced	0.0616
s9	pug	bilabial	voiceless	0.0389
s9	tuck	alveolar	voiceless	0.0256
s9	pest	bilabial	voiceless	0.0438
s9	touch	alveolar	voiceless	0.0311
s9	touch	alveolar	voiceless	0.0276
s9	dutch	alveolar	voiced	0.014
s9	dutch	alveolar	voiced	0.0654
s9	dutch	alveolar	voiced	0.0033
s9	cuss	velar	voiceless	0.0561
s9	gus	velar	voiced	0.0191
s9	gus	velar	voiced	0.027
s9	tell	alveolar	voiceless	0.0732
s9	tell	alveolar	voiceless	0.0621
s9	dell	alveolar	voiced	0.0177
s9	putt	bilabial	voiceless	0.0459
s9	bun	bilabial	voiced	0.0043
s9	cuss	velar	voiceless	0.077
s9	cuss	velar	voiceless	0.0739
s9	gus	velar	voiced	0.0189
s9	patch	bilabial	voiceless	0.0661
s9	patch	bilabial	voiceless	0.0391
s9	batch	bilabial	voiced	0.0111
s9	batch	bilabial	voiced	0.0452
s9	batch	bilabial	voiced	0.0267
s9	pull	bilabial	voiceless	0.0715
s9	bull	bilabial	voiced	0.0373
s9	ton	alveolar	voiceless	0.0299
s9	done	alveolar	voiced	0.0186
s9	pack	bilabial	voiceless	0.0364
s9	back	bilabial	voiced	0.0128
s9	pull	bilabial	voiceless	0.0649
s9	bull	bilabial	voiced	0.022
s9	bull	bilabial	voiced	0.024
s9	tick	alveolar	voiceless	0.0454
s9	cut	velar	voiceless	0.0391
s9	pad	bilabial	voiceless	0.0606
s9	pad	bilabial	voiceless	0.0886
s9	bad	bilabial	voiced	0.0426
s9	bath	bilabial	voiced	0.0517
s9	ted	alveolar	voiceless	0.0507
s9	ted	alveolar	voiceless	0.045
s9	ted	alveolar	voiceless	0.0507
s9	dead	alveolar	voiced	0.0182
s9	cob	velar	voiceless	0.0483
s9	pat	bilabial	voiceless	0.047
s10	god	velar	voiced	0.0135
s10	best	bilabial	voiced	0.0079
s10	cull	velar	voiceless	0.052
s10	cull	velar	voiceless	0.053
s10	gull	velar	voiced	0.0134
s10	gull	velar	voiced	0.0192
s10	pounce	bilabial	voiceless	0.0337
s10	pounce	bilabial	voiceless	0.0252
s10	pounce	bilabial	voiceless	0.025
s10	pounce	bilabial	voiceless	0.0216
s10	bounce	bilabial	voiced	0.0092
s10	bounce	bilabial	voiced	0.0156
s10	bounce	bilabial	voiced	0.0067
s10	bounce	bilabial	voiced	0.0293
s10	dug	alveolar	voiced	0.0118
s10	dick	alveolar	voiced	0.0146
s10	pelt	bilabial	voiceless	0.052
s10	belt	bilabial	voiced	0.0094
s10	pound	bilabial	voiceless	0.0348
s10	bound	bilabial	voiced	0.0088
s10	bound	bilabial	voiced	0.0084
s10	ted	alveolar	voiceless	0.0173
s10	pelt	bilabial	voiceless	0.0222
s10	bus	bilabial	voiced	0.0086
s10	bus	bilabial	voiced	0.0054
s10	bounce	bilabial	voiced	0.01
s10	god	velar	voiced	0.0161
s10	bad	bilabial	voiced	0.0417
s10	batch	bilabial	voiced	0.0411
s10	batch	bilabial	voiced	0.0398
s10	batch	bilabial	voiced	0.0085
s10	patch	bilabial	voiceless	0.0105
s10	patch	bilabial	voiceless	0.0074
s10	gab	velar	voiced	0.057
s10	back	bilabial	voiced	0.0377
s10	back	bilabial	voiced	0.0306
s10	pack	bilabial	voiceless	0.0016
s10	pack	bilabial	voiceless	-0.0183
s10	pack	bilabial	voiceless	0.0027
s10	back	bilabial	voiced	0.0084
