,_id,summary_fg_n,fber,dummy_trs,gcor,fwhm_x,gsr_y,summary_fg_mean,_created,aor,summary_bg_p95,fwhm_avg,gsr_x,fd_perc,fwhm_z,fwhm_y,summary_bg_stdv,size_t,dvars_vstd,aqi,size_x,summary_fg_stdv,summary_bg_mean,summary_fg_k,efc,summary_bg_median,spacing_y,snr,fd_num,summary_fg_p95,_updated,summary_bg_p05,dvars_std,summary_fg_median,summary_bg_mad,tsnr,summary_fg_p05,spacing_tr,fd_mean,dvars_nstd,summary_bg_k,spacing_x,_etag,size_z,summary_fg_mad,summary_bg_n,spacing_z,size_y,bids_meta_SequenceName,bids_meta_MagneticFieldStrength,bids_meta_ManufacturersModelName,bids_meta_modality,bids_meta_run_id,bids_meta_task_id,bids_meta_TaskName,bids_meta_Manufacturer,bids_meta_FlipAngle,bids_meta_EchoTime,bids_meta_subject_id,bids_meta_RepetitionTime,provenance_md5sum,provenance_settings_fd_thres,provenance_settings_hmc_fsl,provenance_version,provenance_software,_links_self_title,_links_self_href,bids_meta_session_id,bids_meta_ConversionSoftware,bids_meta_EffectiveEchoSpacing,bids_meta_PhaseEncodingDirection,bids_meta_ScanningSequence,bids_meta_CogAtlasID,bids_meta_SliceEncodingDirection,bids_meta_ParallelReductionFactorInPlane,bids_meta_PulseSequenceType,bids_meta_TotalReadoutTime
939,59b0aa6a265d20001314215d,40991,905.578125,0,0.0156513,2.208603333,0.037963834,818.2418213,"Thu, 07 Sep 2017 02:09:46 GMT",0.00034482199999999995,129.96866459999998,2.338378762,-0.000403231,0.8219178079999999,2.208119825,2.5984131269999997,62.26279831,365,0.9780708220000001,0.008109345,70,195.54379269999998,43.5139389,1.655602473,0.542265545,26.00424957,3.000000238,4.186981814,3,1121.95575,"Thu, 07 Sep 2017 02:09:46 GMT",20.44423561,1.000698482,818.748291,6.415391922,43.27688599,476.85412599999995,2.200000048,0.071867693,28.35230354,80.52545481,3.0,c3b0bd778a69ae46fa6f1d51ea97ab108080407f,36,157.9837341,99123,3.000000238,70,,3.0,Magnetom Trio,bold,1.0,view,Passive Viewing,Siemens,90.0,0.035,c97550ce8213ef5cf6ed4ba48790c137df3ef6a5da20b48961001a634b6cead2,2.2,089abf94447b13ce470ca1f4e47bce14,0.2,False,0.9.8-1,mriqc,bold,bold/59b0aa6a265d20001314215d,,,,,,,,,single-shot echo-planar,
940,59b0aa72265d20001937f861,43231,914.9243163999998,0,0.0121262,2.051846667,0.025981199,738.7890625,"Thu, 07 Sep 2017 02:09:54 GMT",0.0035896490000000003,76.91491699,2.198397778,-0.001994735,8.070175439,2.1899566669999997,2.35339,39.3140831,285,1.279049368,0.010043533,70,157.0976868,32.9317894,1.170098672,0.540511219,22.94228172,3.0,4.63701398,23,1000.347168,"Thu, 07 Sep 2017 02:09:54 GMT",18.46661243,1.131759344,728.4725952,4.796725273,43.73804855,512.2739868,2.200000048,0.11975093199999999,32.26127628,98.09692069,3.0,5fbefea5aad5132dec64525a7af898adf9bff952,36,144.806015,97955,3.0,70,,3.0,Magnetom Trio,bold,1.0,functionallocalizer,Functional localizer,Siemens,90.0,0.035,19b100ab7725c612f3d80ff203ca53cea5cadaafae3bf0f88f0fb4089fe08815,2.2,976d2249b9c027afb5dadd15664f8511,0.2,False,0.9.8-1,mriqc,bold,bold/59b0aa72265d20001937f861,,,,,,,,,single-shot echo-planar,
941,59b0aa83265d20001314215e,44746,818.2504882999999,0,0.0111295,2.00925,0.036385793,770.0377197,"Thu, 07 Sep 2017 02:10:11 GMT",0.0006572980000000001,128.84359740000002,2.257543274,-0.0012452189999999999,4.561403509,2.256593154,2.506786667,62.80984497,285,0.981036646,0.015905597,70,163.67056269999998,44.57035065,2.569776239,0.563737235,26.12250519,3.0,4.740063349,13,1018.461792,"Thu, 07 Sep 2017 02:10:11 GMT",20.51021576,0.9974784809999999,775.8175049,6.283498764,38.60643387,488.6460495,2.200000048,0.098521914,30.52894336,82.96962342,3.0,6c20383403d62dad515f35b0d1e4095815100be0,36,125.2282639,95961,3.000000238,70,,3.0,Magnetom Trio,bold,1.0,functionallocalizer,Functional localizer,Siemens,90.0,0.035,323783be9a53a31e158ec9600626a4703e99f4e183bc1acb8772cbdf5c3a1ece,2.2,e7deec70731e7901b077db1cf90196b4,0.2,False,0.9.8-1,mriqc,bold,bold/59b0aa83265d20001314215e,,,,,,,,,single-shot echo-planar,
942,59b0aa83265d20001937f862,43762,829.1091918999999,0,0.0208172,2.003583333,0.040261593,763.0557861000001,"Thu, 07 Sep 2017 02:10:11 GMT",0.0014759729999999998,124.1955261,2.254357712,0.0006649389999999999,4.931506849,2.258956667,2.500533135,61.0918541,365,1.013636462,0.011867506000000002,70,160.64767460000002,43.36337279999999,2.5769345280000002,0.558073821,25.68680191,3.000000238,4.779580971000001,18,1007.0317380000001,"Thu, 07 Sep 2017 02:10:11 GMT",20.74332056,1.0429025920000001,767.8373412999999,5.610466002999999,41.589649200000004,487.8711655,2.200000048,0.099739849,30.96058582,83.69696984,3.0,7d4d69a2debc4505b0dafba580f8aac962d348c9,36,122.64610290000002,97144,3.0,70,,3.0,Magnetom Trio,bold,2.0,view,Passive Viewing,Siemens,90.0,0.035,323783be9a53a31e158ec9600626a4703e99f4e183bc1acb8772cbdf5c3a1ece,2.2,f707f45df4e34e54c88cbd0e47a8f126,0.2,False,0.9.8-1,mriqc,bold,bold/59b0aa83265d20001937f862,,,,,,,,,single-shot echo-planar,
943,59b0aa83265d20001314215f,43539,858.9854736,0,0.0114078,2.026066667,0.034971617,758.5205687999999,"Thu, 07 Sep 2017 02:10:11 GMT",0.002101151,110.4472733,2.294904377,0.003952865,13.15068493,2.3050233330000003,2.55362313,51.86632156,365,0.976287978,0.022669441000000002,70,159.205719,40.73830414,2.501872763,0.554407776,25.22974205,3.000000238,4.793788286,48,999.1527466,"Thu, 07 Sep 2017 02:10:11 GMT",20.03200302,0.994981679,763.2072754,5.691564082999999,31.98125076,483.39996339999993,2.200000048,0.136585083,31.55277916,59.9724054,3.0,75478a832206e37aa810f2b7869bab20d728ef3c,36,122.4139557,97339,3.0,70,,3.0,Magnetom Trio,bold,1.0,view,Passive Viewing,Siemens,90.0,0.035,323783be9a53a31e158ec9600626a4703e99f4e183bc1acb8772cbdf5c3a1ece,2.2,f6fcfbc6374cbf70799938f0a33d4499,0.2,False,0.9.8-1,mriqc,bold,bold/59b0aa83265d20001314215f,,,,,,,,,single-shot echo-planar,
945,59b0ac3e265d20001937f867,37158,955.5537720000001,0,0.0134969,2.08816,0.01509459,733.6122437000001,"Thu, 07 Sep 2017 02:17:34 GMT",0.000897342,64.05119705,2.254603399,0.002048884,8.493150685,2.20831,2.467340196,31.03617668,365,1.026204953,0.009896035,70,156.5772247,30.89863586,2.163364555,0.509788551,22.9419651,2.999999762,4.692251831,31,969.8070282,"Thu, 07 Sep 2017 02:17:34 GMT",18.66263771,1.044019964,734.7096558,4.585457325,43.45445633,474.5389374,2.200000048,0.131885983,31.15580203,69.57980211,3.0,4b16ef7ef60a3ffad8f2b74e99118098b6322d81,36,131.0661469,104931,3.0,70,,3.0,Magnetom Trio,bold,2.0,view,Passive Viewing,Siemens,90.0,0.035,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,2.2,81b7eaa56a6f3c8bcc60ca349aeb6fcd,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac3e265d20001937f867,,,,,,,,,single-shot echo-planar,
946,59b0ac46265d200013142162,36829,969.336792,0,0.0103974,2.07713,0.015617245,733.085022,"Thu, 07 Sep 2017 02:17:42 GMT",0.001080521,62.12983894,2.2531433990000003,0.002804173,3.835616438,2.2130099999999997,2.4692901959999998,30.97299194,365,0.962169717,0.015500392,70,152.42619319999997,30.67392349,2.137318661,0.508848426,22.72566414,2.999999762,4.809055335,14,963.2096436,"Thu, 07 Sep 2017 02:17:42 GMT",18.78464699,0.998327788,733.0359497000001,4.317881583999999,37.15903854,483.853894,2.200000048,0.103185836,30.72137416,70.89968551,3.0,9b957d4e525baa79d345f6ce01da5f41f8851c64,36,130.0800629,105391,3.0,70,,3.0,Magnetom Trio,bold,1.0,view,Passive Viewing,Siemens,90.0,0.035,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,2.2,6c984767a9e70910b787eba5d093d12d,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac46265d200013142162,,,,,,,,,single-shot echo-planar,
947,59b0ac54265d20001937f868,37107,958.8702392999999,1,0.00695099,2.078023333,0.015560756,737.9135742000001,"Thu, 07 Sep 2017 02:17:56 GMT",0.000720528,65.20195007,2.246262287,0.0015349489999999999,6.338028168999999,2.2027099999999997,2.458053529,31.73756981,284,1.298343758,0.011059821000000001,70,154.1354675,31.11260796,2.209570621,0.510125953,22.86522102,2.999999762,4.786598607,18,970.4368103,"Thu, 07 Sep 2017 02:17:56 GMT",18.67399025,1.025992335,737.7945557,4.495755672,42.39051056,489.78609309999996,2.200000048,0.11387083699999999,31.33736455,68.11808524,3.0,e53e203a016fd8ae53f8c1d87cf405bce2852bb3,36,130.1002502,104901,3.0,70,,3.0,Magnetom Trio,bold,1.0,functionallocalizer,Functional localizer,Siemens,90.0,0.035,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,2.2,a3eb9af2126c1e24c12862e29b342943,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac54265d20001937f868,,,,,,,,,single-shot echo-planar,
948,59b0ac6d265d200013142163,47997,826.4694214,0,0.023158500000000002,1.9558633330000001,0.029991509,753.3336792,"Thu, 07 Sep 2017 02:18:21 GMT",0.0015440820000000002,90.20645142,2.144721111,0.004611609,13.42465753,2.153503333,2.3247966669999998,38.49764633,365,0.936425941,0.024056342,70,161.0321045,36.20003128,1.49731766,0.568524809,24.82133865,3.0,4.604782321,49,1026.258911,"Thu, 07 Sep 2017 02:18:21 GMT",19.708907699999997,0.9961743890000001,741.5255127,5.759245396,30.79752159,525.1502808,2.200000048,0.165720507,35.53530567,55.06581341,3.0,b6ec13d639349a2a581f91e4e857b9fb45d9abd0,36,141.2834625,92389,3.0,70,,3.0,Magnetom Trio,bold,2.0,view,Passive Viewing,Siemens,90.0,0.035,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,2.2,33e488b4352d755239f064ccb0f458ac,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac6d265d200013142163,,,,,,,,,single-shot echo-planar,
949,59b0ac76265d20001937f869,48308,813.8347778,0,0.0120848,1.9934599999999998,0.031130711000000002,745.2133789,"Thu, 07 Sep 2017 02:18:30 GMT",0.0012263839999999999,91.95134506,2.171417778,0.004109768,15.61643836,2.164753333,2.35604,41.79594803,365,0.927210627,0.028039919,70,160.09758,36.76643372,1.5271259209999999,0.570833115,24.78333664,3.0,4.586219508,57,1017.135397,"Thu, 07 Sep 2017 02:18:30 GMT",19.66727982,0.970569337,734.2502441,5.832693099999999,27.25961876,517.8607116999999,2.200000048,0.181934365,35.01789534,80.38475525,3.0,d7db9bf08bc3b3f9e254a10314ae77b4577207af,36,139.8322144,91863,3.0,70,,3.0,Magnetom Trio,bold,1.0,view,Passive Viewing,Siemens,90.0,0.035,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,2.2,3df9df14665480cfd4a3d0b5832edea9,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac76265d20001937f869,,,,,,,,,single-shot echo-planar,
950,59b0ac80265d200013142164,49368,781.4228516,1,0.010073700000000001,1.992493333,0.027811482999999998,743.9851685,"Thu, 07 Sep 2017 02:18:40 GMT",0.005557465,95.163591,2.175225556,0.002470532,19.36619718,2.18744,2.345743333,38.98065948,284,0.991722414,0.023538279,70,164.78904719999997,37.09749603,1.494715374,0.575119302,25.20959282,3.0,4.451541753,55,1022.433441,"Thu, 07 Sep 2017 02:18:40 GMT",20.062872600000002,1.062942572,733.5727539,5.621797085,29.44389343,504.46792300000004,2.200000048,0.197931313,37.02823203,34.42357195,3.0,e45963a9762e6fa7b3c482a4349930dda459f9b0,36,141.8496704,90954,3.0,70,,3.0,Magnetom Trio,bold,1.0,functionallocalizer,Functional localizer,Siemens,90.0,0.035,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,2.2,3837140f8ff4013756119f796eb3fb55,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac80265d200013142164,,,,,,,,,single-shot echo-planar,
951,59b0ac81265d20001937f86a,40564,768.2383423,0,0.0086748,1.9968533330000002,0.033755932,758.7598877,"Thu, 07 Sep 2017 02:18:41 GMT",0.000436849,113.83589170000002,2.174558889,0.011095935,9.04109589,2.085973333,2.44085,61.82023239,365,0.991061967,0.009522663,70,173.71456909999998,43.06128693,1.5353281,0.540731936,26.03499985,3.0,4.301258986000001,33,1052.8923519999998,"Thu, 07 Sep 2017 02:18:41 GMT",20.99515457,1.036475212,747.2005615,5.873427867999999,40.32912827,491.93031619999994,2.200000048,0.12832838300000002,33.52842171,67.29468019,3.0,00d01ea4acfcdcf485998543a5493acb5009dc72,36,143.3182068,100977,3.0,70,,3.0,Magnetom Trio,bold,2.0,view,Passive Viewing,Siemens,90.0,0.035,a953f09a1b6b6725b81956e9ad0b1eb49e3ad40004c04307ef8af6246a054116,2.2,fefe3e2f04492fee79c1f44ed1466e00,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac81265d20001937f86a,,,,,,,,,single-shot echo-planar,
952,59b0ac83265d200013142165,40652,784.6948852999999,0,0.00688121,2.02317,0.032992173,757.6130371,"Thu, 07 Sep 2017 02:18:43 GMT",0.0018116439999999998,105.66305159999999,2.202341111,0.011636455,10.4109589,2.1160666669999997,2.467786667,60.322830200000006,365,1.44457363,0.015041428999999999,70,174.2239838,41.85871124,1.481164476,0.539221663,25.77616501,3.0,4.291428791,38,1049.005872,"Thu, 07 Sep 2017 02:18:43 GMT",19.23782749,1.016570538,747.6790161,6.75070858,34.82291794,485.3988403,2.200000048,0.123512645,33.31309836,70.37813023,3.0,6a125c9f7f003e7386721b8c016c2cbb0d7b96b3,36,144.63230900000002,100839,3.0,70,,3.0,Magnetom Trio,bold,1.0,view,Passive Viewing,Siemens,90.0,0.035,a953f09a1b6b6725b81956e9ad0b1eb49e3ad40004c04307ef8af6246a054116,2.2,df7d671094a215102264bf8c3b63b4be,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac83265d200013142165,,,,,,,,,single-shot echo-planar,
953,59b0ac84265d20001937f86b,40770,763.130188,0,0.00504374,2.02792,0.033986732,760.2821045,"Thu, 07 Sep 2017 02:18:44 GMT",0.001610335,116.36558490000002,2.210212222,0.010344701999999999,15.54878049,2.1251,2.477616667,61.80660629,328,1.245212728,0.01266999,70,174.7923889,43.58008194,1.461169718,0.5424664370000001,26.14299965,3.0,4.285526193,51,1055.235504,"Thu, 07 Sep 2017 02:18:44 GMT",20.58142529,1.028523718,749.0865478999999,6.193662643,35.90382767,490.1683762,2.200000048,0.134764296,33.1559575,65.67280027,3.0,dc27f4a958028853155b681370eb97fc397280f3,36,145.16918950000002,100590,3.0,70,,3.0,Magnetom Trio,bold,1.0,functionallocalizer,Functional localizer,Siemens,90.0,0.035,a953f09a1b6b6725b81956e9ad0b1eb49e3ad40004c04307ef8af6246a054116,2.2,d63a451e324a5ca0f71c15ee6c1fb0ad,0.2,False,0.9.8-1,mriqc,bold,bold/59b0ac84265d20001937f86b,,,,,,,,,single-shot echo-planar,
