Subject	Background	Probability	Style	Correct
46	Native	Low	Clear	0
46	Native	Low	Clear	0
46	Native	Low	Clear	0
46	Native	Low	Clear	0
46	Native	Low	Clear	0
46	Native	Low	Clear	0
46	Native	Low	Clear	0
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	1
47	Native	Low	Clear	0
47	Native	Low	Clear	0
47	Native	Low	Clear	0
47	Native	Low	Clear	0
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	1
48	Native	Low	Clear	0
48	Native	Low	Clear	0
48	Native	Low	Clear	0
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	1
49	Native	Low	Clear	0
49	Native	Low	Clear	0
49	Native	Low	Clear	0
49	Native	Low	Clear	0
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	1
50	Native	Low	Clear	0
50	Native	Low	Clear	0
50	Native	Low	Clear	0
50	Native	Low	Clear	0
50	Native	Low	Clear	0
50	Native	Low	Clear	0
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	1
51	Native	Low	Clear	0
51	Native	Low	Clear	0
51	Native	Low	Clear	0
51	Native	Low	Clear	0
51	Native	Low	Clear	0
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	1
52	Native	Low	Clear	0
52	Native	Low	Clear	0
52	Native	Low	Clear	0
52	Native	Low	Clear	0
52	Native	Low	Clear	0
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	1
53	Native	Low	Clear	0
53	Native	Low	Clear	0
53	Native	Low	Clear	0
53	Native	Low	Clear	0
53	Native	Low	Clear	0
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	1
54	Native	Low	Clear	0
54	Native	Low	Clear	0
54	Native	Low	Clear	0
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	1
55	Native	Low	Clear	0
55	Native	Low	Clear	0
55	Native	Low	Clear	0
55	Native	Low	Clear	0
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	1
56	Native	Low	Clear	0
56	Native	Low	Clear	0
56	Native	Low	Clear	0
56	Native	Low	Clear	0
56	Native	Low	Clear	0
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	1
57	Native	Low	Clear	0
57	Native	Low	Clear	0
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	1
58	Native	Low	Clear	0
58	Native	Low	Clear	0
58	Native	Low	Clear	0
58	Native	Low	Clear	0
58	Native	Low	Clear	0
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	1
59	Native	Low	Clear	0
59	Native	Low	Clear	0
59	Native	Low	Clear	0
59	Native	Low	Clear	0
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
60	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	1
61	Native	Low	Clear	0
61	Native	Low	Clear	0
61	Native	Low	Clear	0
61	Native	Low	Clear	0
61	Native	Low	Clear	0
61	Native	Low	Clear	0
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	1
62	Native	Low	Clear	0
62	Native	Low	Clear	0
62	Native	Low	Clear	0
62	Native	Low	Clear	0
62	Native	Low	Clear	0
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	1
63	Native	Low	Clear	0
63	Native	Low	Clear	0
63	Native	Low	Clear	0
63	Native	Low	Clear	0
63	Native	Low	Clear	0
64	Native	Low	Clear	1
64	Native	Low	Clear	1
64	Native	Low	Clear	1
64	Native	Low	Clear	1
64	Native	Low	Clear	1
64	Native	Low	Clear	1
64	Native	Low	Clear	1
64	Native	Low	Clear	1
64	Native	Low	Clear	0
64	Native	Low	Clear	0
64	Native	Low	Clear	0
64	Native	Low	Clear	0
64	Native	Low	Clear	0
64	Native	Low	Clear	0
64	Native	Low	Clear	0
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	1
65	Native	Low	Clear	0
65	Native	Low	Clear	0
65	Native	Low	Clear	0
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	1
66	Native	Low	Clear	0
66	Native	Low	Clear	0
66	Native	Low	Clear	0
66	Native	Low	Clear	0
66	Native	Low	Clear	0
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	1
67	Native	Low	Clear	0
67	Native	Low	Clear	0
67	Native	Low	Clear	0
67	Native	Low	Clear	0
67	Native	Low	Clear	0
67	Native	Low	Clear	0
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	1
68	Native	Low	Clear	0
68	Native	Low	Clear	0
68	Native	Low	Clear	0
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	1
69	Native	Low	Clear	0
69	Native	Low	Clear	0
69	Native	Low	Clear	0
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	1
70	Native	Low	Clear	0
70	Native	Low	Clear	0
70	Native	Low	Clear	0
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	1
71	Native	Low	Clear	0
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	1
72	Native	Low	Clear	0
72	Native	Low	Clear	0
72	Native	Low	Clear	0
72	Native	Low	Clear	0
72	Native	Low	Clear	0
72	Native	Low	Clear	0
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	1
1	Non-Native	High	Plain	0
1	Non-Native	High	Plain	0
1	Non-Native	High	Plain	0
1	Non-Native	High	Plain	0
1	Non-Native	High	Plain	0
1	Non-Native	High	Plain	0
1	Non-Native	High	Plain	0
2	Non-Native	High	Plain	1
2	Non-Native	High	Plain	1
2	Non-Native	High	Plain	1
2	Non-Native	High	Plain	1
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
2	Non-Native	High	Plain	0
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	1
3	Non-Native	High	Plain	0
3	Non-Native	High	Plain	0
3	Non-Native	High	Plain	0
3	Non-Native	High	Plain	0
3	Non-Native	High	Plain	0
3	Non-Native	High	Plain	0
3	Non-Native	High	Plain	0
4	Non-Native	High	Plain	1
4	Non-Native	High	Plain	1
4	Non-Native	High	Plain	1
4	Non-Native	High	Plain	1
4	Non-Native	High	Plain	1
4	Non-Native	High	Plain	1
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
4	Non-Native	High	Plain	0
5	Non-Native	High	Plain	1
5	Non-Native	High	Plain	1
5	Non-Native	High	Plain	1
5	Non-Native	High	Plain	1
5	Non-Native	High	Plain	1
5	Non-Native	High	Plain	1
5	Non-Native	High	Plain	1
5	Non-Native	High	Plain	0
5	Non-Native	High	Plain	0
5	Non-Native	High	Plain	0
5	Non-Native	High	Plain	0
5	Non-Native	High	Plain	0
5	Non-Native	High	Plain	0
5	Non-Native	High	Plain	0
5	Non-Native	High	Plain	0
6	Non-Native	High	Plain	1
6	Non-Native	High	Plain	1
6	Non-Native	High	Plain	1
6	Non-Native	High	Plain	1
6	Non-Native	High	Plain	1
6	Non-Native	High	Plain	1
6	Non-Native	High	Plain	1
6	Non-Native	High	Plain	0
6	Non-Native	High	Plain	0
6	Non-Native	High	Plain	0
6	Non-Native	High	Plain	0
6	Non-Native	High	Plain	0
6	Non-Native	High	Plain	0
6	Non-Native	High	Plain	0
6	Non-Native	High	Plain	0
7	Non-Native	High	Plain	1
7	Non-Native	High	Plain	1
7	Non-Native	High	Plain	1
7	Non-Native	High	Plain	1
7	Non-Native	High	Plain	1
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
7	Non-Native	High	Plain	0
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	1
8	Non-Native	High	Plain	0
8	Non-Native	High	Plain	0
9	Non-Native	High	Plain	1
9	Non-Native	High	Plain	1
9	Non-Native	High	Plain	1
9	Non-Native	High	Plain	1
9	Non-Native	High	Plain	1
9	Non-Native	High	Plain	1
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
9	Non-Native	High	Plain	0
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	1
10	Non-Native	High	Plain	0
10	Non-Native	High	Plain	0
10	Non-Native	High	Plain	0
10	Non-Native	High	Plain	0
10	Non-Native	High	Plain	0
10	Non-Native	High	Plain	0
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	1
11	Non-Native	High	Plain	0
11	Non-Native	High	Plain	0
11	Non-Native	High	Plain	0
11	Non-Native	High	Plain	0
11	Non-Native	High	Plain	0
11	Non-Native	High	Plain	0
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	1
12	Non-Native	High	Plain	0
12	Non-Native	High	Plain	0
12	Non-Native	High	Plain	0
12	Non-Native	High	Plain	0
12	Non-Native	High	Plain	0
12	Non-Native	High	Plain	0
13	Non-Native	High	Plain	1
13	Non-Native	High	Plain	1
13	Non-Native	High	Plain	1
13	Non-Native	High	Plain	1
13	Non-Native	High	Plain	1
13	Non-Native	High	Plain	1
13	Non-Native	High	Plain	1
13	Non-Native	High	Plain	0
13	Non-Native	High	Plain	0
13	Non-Native	High	Plain	0
13	Non-Native	High	Plain	0
13	Non-Native	High	Plain	0
13	Non-Native	High	Plain	0
13	Non-Native	High	Plain	0
13	Non-Native	High	Plain	0
14	Non-Native	High	Plain	1
14	Non-Native	High	Plain	1
14	Non-Native	High	Plain	1
14	Non-Native	High	Plain	1
14	Non-Native	High	Plain	1
14	Non-Native	High	Plain	1
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
14	Non-Native	High	Plain	0
15	Non-Native	High	Plain	1
15	Non-Native	High	Plain	1
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
15	Non-Native	High	Plain	0
16	Non-Native	High	Plain	1
16	Non-Native	High	Plain	1
16	Non-Native	High	Plain	1
16	Non-Native	High	Plain	1
16	Non-Native	High	Plain	1
16	Non-Native	High	Plain	1
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
16	Non-Native	High	Plain	0
17	Non-Native	High	Plain	1
17	Non-Native	High	Plain	1
17	Non-Native	High	Plain	1
17	Non-Native	High	Plain	1
17	Non-Native	High	Plain	1
17	Non-Native	High	Plain	1
17	Non-Native	High	Plain	1
17	Non-Native	High	Plain	0
17	Non-Native	High	Plain	0
17	Non-Native	High	Plain	0
17	Non-Native	High	Plain	0
17	Non-Native	High	Plain	0
17	Non-Native	High	Plain	0
17	Non-Native	High	Plain	0
17	Non-Native	High	Plain	0
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	1
18	Non-Native	High	Plain	0
18	Non-Native	High	Plain	0
18	Non-Native	High	Plain	0
18	Non-Native	High	Plain	0
18	Non-Native	High	Plain	0
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	1
19	Non-Native	High	Plain	0
19	Non-Native	High	Plain	0
19	Non-Native	High	Plain	0
19	Non-Native	High	Plain	0
19	Non-Native	High	Plain	0
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	1
20	Non-Native	High	Plain	0
20	Non-Native	High	Plain	0
20	Non-Native	High	Plain	0
20	Non-Native	High	Plain	0
20	Non-Native	High	Plain	0
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	1
21	Non-Native	High	Plain	0
21	Non-Native	High	Plain	0
21	Non-Native	High	Plain	0
21	Non-Native	High	Plain	0
21	Non-Native	High	Plain	0
21	Non-Native	High	Plain	0
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	1
22	Non-Native	High	Plain	0
22	Non-Native	High	Plain	0
22	Non-Native	High	Plain	0
22	Non-Native	High	Plain	0
22	Non-Native	High	Plain	0
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	1
23	Non-Native	High	Plain	0
23	Non-Native	High	Plain	0
23	Non-Native	High	Plain	0
23	Non-Native	High	Plain	0
23	Non-Native	High	Plain	0
23	Non-Native	High	Plain	0
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	1
24	Non-Native	High	Plain	0
24	Non-Native	High	Plain	0
24	Non-Native	High	Plain	0
24	Non-Native	High	Plain	0
24	Non-Native	High	Plain	0
24	Non-Native	High	Plain	0
24	Non-Native	High	Plain	0
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	1
25	Non-Native	High	Plain	0
25	Non-Native	High	Plain	0
25	Non-Native	High	Plain	0
25	Non-Native	High	Plain	0
25	Non-Native	High	Plain	0
26	Non-Native	High	Plain	1
26	Non-Native	High	Plain	1
26	Non-Native	High	Plain	1
26	Non-Native	High	Plain	1
26	Non-Native	High	Plain	1
26	Non-Native	High	Plain	1
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
26	Non-Native	High	Plain	0
27	Non-Native	High	Plain	1
27	Non-Native	High	Plain	1
27	Non-Native	High	Plain	1
27	Non-Native	High	Plain	1
27	Non-Native	High	Plain	1
27	Non-Native	High	Plain	1
27	Non-Native	High	Plain	1
27	Non-Native	High	Plain	0
27	Non-Native	High	Plain	0
27	Non-Native	High	Plain	0
27	Non-Native	High	Plain	0
27	Non-Native	High	Plain	0
27	Non-Native	High	Plain	0
27	Non-Native	High	Plain	0
27	Non-Native	High	Plain	0
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	1
28	Non-Native	High	Plain	0
28	Non-Native	High	Plain	0
28	Non-Native	High	Plain	0
28	Non-Native	High	Plain	0
28	Non-Native	High	Plain	0
28	Non-Native	High	Plain	0
28	Non-Native	High	Plain	0
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	1
29	Non-Native	High	Plain	0
29	Non-Native	High	Plain	0
29	Non-Native	High	Plain	0
29	Non-Native	High	Plain	0
29	Non-Native	High	Plain	0
29	Non-Native	High	Plain	0
29	Non-Native	High	Plain	0
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
30	Non-Native	High	Plain	1
31	Non-Native	High	Plain	1
31	Non-Native	High	Plain	1
31	Non-Native	High	Plain	1
31	Non-Native	High	Plain	1
31	Non-Native	High	Plain	1
31	Non-Native	High	Plain	1
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
31	Non-Native	High	Plain	0
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	1
32	Non-Native	High	Plain	0
32	Non-Native	High	Plain	0
32	Non-Native	High	Plain	0
32	Non-Native	High	Plain	0
32	Non-Native	High	Plain	0
32	Non-Native	High	Plain	0
32	Non-Native	High	Plain	0
33	Non-Native	High	Plain	1
33	Non-Native	High	Plain	1
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
33	Non-Native	High	Plain	0
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	1
34	Non-Native	High	Plain	0
34	Non-Native	High	Plain	0
34	Non-Native	High	Plain	0
34	Non-Native	High	Plain	0
34	Non-Native	High	Plain	0
34	Non-Native	High	Plain	0
34	Non-Native	High	Plain	0
35	Non-Native	High	Plain	1
35	Non-Native	High	Plain	1
35	Non-Native	High	Plain	1
35	Non-Native	High	Plain	1
35	Non-Native	High	Plain	1
35	Non-Native	High	Plain	1
35	Non-Native	High	Plain	1
35	Non-Native	High	Plain	0
35	Non-Native	High	Plain	0
35	Non-Native	High	Plain	0
35	Non-Native	High	Plain	0
35	Non-Native	High	Plain	0
35	Non-Native	High	Plain	0
35	Non-Native	High	Plain	0
