Subject	Background	Probability	Style	Correct
59	Native	Low	Plain	0
59	Native	Low	Plain	0
59	Native	Low	Plain	0
59	Native	Low	Plain	0
59	Native	Low	Plain	0
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	1
60	Native	Low	Plain	0
60	Native	Low	Plain	0
60	Native	Low	Plain	0
60	Native	Low	Plain	0
60	Native	Low	Plain	0
61	Native	Low	Plain	1
61	Native	Low	Plain	1
61	Native	Low	Plain	1
61	Native	Low	Plain	1
61	Native	Low	Plain	1
61	Native	Low	Plain	1
61	Native	Low	Plain	1
61	Native	Low	Plain	1
61	Native	Low	Plain	0
61	Native	Low	Plain	0
61	Native	Low	Plain	0
61	Native	Low	Plain	0
61	Native	Low	Plain	0
61	Native	Low	Plain	0
61	Native	Low	Plain	0
62	Native	Low	Plain	1
62	Native	Low	Plain	1
62	Native	Low	Plain	1
62	Native	Low	Plain	1
62	Native	Low	Plain	1
62	Native	Low	Plain	1
62	Native	Low	Plain	1
62	Native	Low	Plain	0
62	Native	Low	Plain	0
62	Native	Low	Plain	0
62	Native	Low	Plain	0
62	Native	Low	Plain	0
62	Native	Low	Plain	0
62	Native	Low	Plain	0
62	Native	Low	Plain	0
63	Native	Low	Plain	1
63	Native	Low	Plain	1
63	Native	Low	Plain	1
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
63	Native	Low	Plain	0
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	1
64	Native	Low	Plain	0
64	Native	Low	Plain	0
64	Native	Low	Plain	0
64	Native	Low	Plain	0
64	Native	Low	Plain	0
64	Native	Low	Plain	0
65	Native	Low	Plain	1
65	Native	Low	Plain	1
65	Native	Low	Plain	1
65	Native	Low	Plain	1
65	Native	Low	Plain	1
65	Native	Low	Plain	1
65	Native	Low	Plain	1
65	Native	Low	Plain	1
65	Native	Low	Plain	0
65	Native	Low	Plain	0
65	Native	Low	Plain	0
65	Native	Low	Plain	0
65	Native	Low	Plain	0
65	Native	Low	Plain	0
65	Native	Low	Plain	0
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	1
66	Native	Low	Plain	0
66	Native	Low	Plain	0
66	Native	Low	Plain	0
66	Native	Low	Plain	0
67	Native	Low	Plain	1
67	Native	Low	Plain	1
67	Native	Low	Plain	1
67	Native	Low	Plain	1
67	Native	Low	Plain	1
67	Native	Low	Plain	1
67	Native	Low	Plain	1
67	Native	Low	Plain	1
67	Native	Low	Plain	0
67	Native	Low	Plain	0
67	Native	Low	Plain	0
67	Native	Low	Plain	0
67	Native	Low	Plain	0
67	Native	Low	Plain	0
67	Native	Low	Plain	0
68	Native	Low	Plain	1
68	Native	Low	Plain	1
68	Native	Low	Plain	1
68	Native	Low	Plain	1
68	Native	Low	Plain	1
68	Native	Low	Plain	1
68	Native	Low	Plain	1
68	Native	Low	Plain	0
68	Native	Low	Plain	0
68	Native	Low	Plain	0
68	Native	Low	Plain	0
68	Native	Low	Plain	0
68	Native	Low	Plain	0
68	Native	Low	Plain	0
68	Native	Low	Plain	0
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	1
69	Native	Low	Plain	0
69	Native	Low	Plain	0
69	Native	Low	Plain	0
69	Native	Low	Plain	0
69	Native	Low	Plain	0
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	1
70	Native	Low	Plain	0
70	Native	Low	Plain	0
70	Native	Low	Plain	0
71	Native	Low	Plain	1
71	Native	Low	Plain	1
71	Native	Low	Plain	1
71	Native	Low	Plain	1
71	Native	Low	Plain	1
71	Native	Low	Plain	1
71	Native	Low	Plain	1
71	Native	Low	Plain	1
71	Native	Low	Plain	0
71	Native	Low	Plain	0
71	Native	Low	Plain	0
71	Native	Low	Plain	0
71	Native	Low	Plain	0
71	Native	Low	Plain	0
71	Native	Low	Plain	0
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	1
72	Native	Low	Plain	0
72	Native	Low	Plain	0
72	Native	Low	Plain	0
72	Native	Low	Plain	0
72	Native	Low	Plain	0
72	Native	Low	Plain	0
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	1
1	Non-Native	Low	Clear	0
1	Non-Native	Low	Clear	0
1	Non-Native	Low	Clear	0
1	Non-Native	Low	Clear	0
1	Non-Native	Low	Clear	0
1	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	1
2	Non-Native	Low	Clear	1
2	Non-Native	Low	Clear	1
2	Non-Native	Low	Clear	1
2	Non-Native	Low	Clear	1
2	Non-Native	Low	Clear	1
2	Non-Native	Low	Clear	1
2	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	0
2	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	1
3	Non-Native	Low	Clear	1
3	Non-Native	Low	Clear	1
3	Non-Native	Low	Clear	1
3	Non-Native	Low	Clear	1
3	Non-Native	Low	Clear	1
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
3	Non-Native	Low	Clear	0
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	1
4	Non-Native	Low	Clear	0
4	Non-Native	Low	Clear	0
4	Non-Native	Low	Clear	0
4	Non-Native	Low	Clear	0
4	Non-Native	Low	Clear	0
4	Non-Native	Low	Clear	0
4	Non-Native	Low	Clear	0
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	1
5	Non-Native	Low	Clear	0
5	Non-Native	Low	Clear	0
5	Non-Native	Low	Clear	0
5	Non-Native	Low	Clear	0
5	Non-Native	Low	Clear	0
5	Non-Native	Low	Clear	0
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	1
6	Non-Native	Low	Clear	0
6	Non-Native	Low	Clear	0
6	Non-Native	Low	Clear	0
6	Non-Native	Low	Clear	0
6	Non-Native	Low	Clear	0
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	1
7	Non-Native	Low	Clear	0
7	Non-Native	Low	Clear	0
7	Non-Native	Low	Clear	0
7	Non-Native	Low	Clear	0
7	Non-Native	Low	Clear	0
7	Non-Native	Low	Clear	0
7	Non-Native	Low	Clear	0
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	1
8	Non-Native	Low	Clear	0
8	Non-Native	Low	Clear	0
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	1
9	Non-Native	Low	Clear	0
9	Non-Native	Low	Clear	0
9	Non-Native	Low	Clear	0
9	Non-Native	Low	Clear	0
9	Non-Native	Low	Clear	0
9	Non-Native	Low	Clear	0
9	Non-Native	Low	Clear	0
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	1
10	Non-Native	Low	Clear	0
10	Non-Native	Low	Clear	0
10	Non-Native	Low	Clear	0
10	Non-Native	Low	Clear	0
10	Non-Native	Low	Clear	0
10	Non-Native	Low	Clear	0
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	1
11	Non-Native	Low	Clear	0
11	Non-Native	Low	Clear	0
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	1
12	Non-Native	Low	Clear	0
12	Non-Native	Low	Clear	0
12	Non-Native	Low	Clear	0
12	Non-Native	Low	Clear	0
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	1
13	Non-Native	Low	Clear	0
13	Non-Native	Low	Clear	0
13	Non-Native	Low	Clear	0
13	Non-Native	Low	Clear	0
13	Non-Native	Low	Clear	0
13	Non-Native	Low	Clear	0
13	Non-Native	Low	Clear	0
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	1
14	Non-Native	Low	Clear	0
14	Non-Native	Low	Clear	0
14	Non-Native	Low	Clear	0
14	Non-Native	Low	Clear	0
14	Non-Native	Low	Clear	0
14	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	1
15	Non-Native	Low	Clear	1
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
15	Non-Native	Low	Clear	0
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	1
16	Non-Native	Low	Clear	0
16	Non-Native	Low	Clear	0
16	Non-Native	Low	Clear	0
16	Non-Native	Low	Clear	0
16	Non-Native	Low	Clear	0
16	Non-Native	Low	Clear	0
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	1
17	Non-Native	Low	Clear	0
17	Non-Native	Low	Clear	0
17	Non-Native	Low	Clear	0
17	Non-Native	Low	Clear	0
17	Non-Native	Low	Clear	0
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	1
18	Non-Native	Low	Clear	0
18	Non-Native	Low	Clear	0
18	Non-Native	Low	Clear	0
18	Non-Native	Low	Clear	0
18	Non-Native	Low	Clear	0
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	1
19	Non-Native	Low	Clear	0
19	Non-Native	Low	Clear	0
19	Non-Native	Low	Clear	0
19	Non-Native	Low	Clear	0
19	Non-Native	Low	Clear	0
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	1
20	Non-Native	Low	Clear	0
20	Non-Native	Low	Clear	0
20	Non-Native	Low	Clear	0
20	Non-Native	Low	Clear	0
20	Non-Native	Low	Clear	0
20	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	1
21	Non-Native	Low	Clear	1
21	Non-Native	Low	Clear	1
21	Non-Native	Low	Clear	1
21	Non-Native	Low	Clear	1
21	Non-Native	Low	Clear	1
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
21	Non-Native	Low	Clear	0
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	1
22	Non-Native	Low	Clear	0
22	Non-Native	Low	Clear	0
22	Non-Native	Low	Clear	0
22	Non-Native	Low	Clear	0
22	Non-Native	Low	Clear	0
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	1
23	Non-Native	Low	Clear	0
23	Non-Native	Low	Clear	0
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	1
24	Non-Native	Low	Clear	0
24	Non-Native	Low	Clear	0
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	1
25	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	1
26	Non-Native	Low	Clear	1
26	Non-Native	Low	Clear	1
26	Non-Native	Low	Clear	1
26	Non-Native	Low	Clear	1
26	Non-Native	Low	Clear	1
26	Non-Native	Low	Clear	1
26	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	0
26	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	1
27	Non-Native	Low	Clear	1
27	Non-Native	Low	Clear	1
27	Non-Native	Low	Clear	1
27	Non-Native	Low	Clear	1
27	Non-Native	Low	Clear	1
27	Non-Native	Low	Clear	1
27	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	0
27	Non-Native	Low	Clear	0
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	1
28	Non-Native	Low	Clear	0
28	Non-Native	Low	Clear	0
28	Non-Native	Low	Clear	0
28	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	1
29	Non-Native	Low	Clear	1
29	Non-Native	Low	Clear	1
29	Non-Native	Low	Clear	1
29	Non-Native	Low	Clear	1
29	Non-Native	Low	Clear	1
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
29	Non-Native	Low	Clear	0
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	1
30	Non-Native	Low	Clear	0
30	Non-Native	Low	Clear	0
30	Non-Native	Low	Clear	0
30	Non-Native	Low	Clear	0
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	1
31	Non-Native	Low	Clear	0
31	Non-Native	Low	Clear	0
31	Non-Native	Low	Clear	0
31	Non-Native	Low	Clear	0
31	Non-Native	Low	Clear	0
31	Non-Native	Low	Clear	0
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	1
32	Non-Native	Low	Clear	0
32	Non-Native	Low	Clear	0
32	Non-Native	Low	Clear	0
32	Non-Native	Low	Clear	0
32	Non-Native	Low	Clear	0
32	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	1
33	Non-Native	Low	Clear	1
33	Non-Native	Low	Clear	1
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
33	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	1
34	Non-Native	Low	Clear	1
34	Non-Native	Low	Clear	1
34	Non-Native	Low	Clear	1
34	Non-Native	Low	Clear	1
34	Non-Native	Low	Clear	1
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
34	Non-Native	Low	Clear	0
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	1
35	Non-Native	Low	Clear	0
35	Non-Native	Low	Clear	0
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	1
36	Non-Native	Low	Clear	0
36	Non-Native	Low	Clear	0
36	Non-Native	Low	Clear	0
36	Non-Native	Low	Clear	0
36	Non-Native	Low	Clear	0
36	Non-Native	Low	Clear	0
36	Non-Native	Low	Clear	0
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	1
37	Native	Low	Clear	0
37	Native	Low	Clear	0
37	Native	Low	Clear	0
37	Native	Low	Clear	0
37	Native	Low	Clear	0
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	1
38	Native	Low	Clear	0
38	Native	Low	Clear	0
38	Native	Low	Clear	0
38	Native	Low	Clear	0
38	Native	Low	Clear	0
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	1
39	Native	Low	Clear	0
39	Native	Low	Clear	0
39	Native	Low	Clear	0
39	Native	Low	Clear	0
39	Native	Low	Clear	0
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
40	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	1
41	Native	Low	Clear	0
41	Native	Low	Clear	0
41	Native	Low	Clear	0
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	1
42	Native	Low	Clear	0
42	Native	Low	Clear	0
42	Native	Low	Clear	0
42	Native	Low	Clear	0
42	Native	Low	Clear	0
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	1
43	Native	Low	Clear	0
43	Native	Low	Clear	0
43	Native	Low	Clear	0
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	1
44	Native	Low	Clear	0
44	Native	Low	Clear	0
44	Native	Low	Clear	0
44	Native	Low	Clear	0
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	1
45	Native	Low	Clear	0
45	Native	Low	Clear	0
45	Native	Low	Clear	0
46	Native	Low	Clear	1
46	Native	Low	Clear	1
46	Native	Low	Clear	1
46	Native	Low	Clear	1
46	Native	Low	Clear	1
46	Native	Low	Clear	1
46	Native	Low	Clear	1
46	Native	Low	Clear	1
