"ID"	"deltaUS_lik"
1	24.4821093333333
2	29.8964218333333
3	11.1111111111111
4	20.3389831111111
5	26.8832391111111
6	23.0696798333333
7	6.63841805555555
9	16.8079095555556
10	24.0583805
11	5.69679844444445
12	28.1073447222222
13	19.9623353888889
14	7.25047088888889
15	9.27495294444444
16	11.7702447222222
17	19.2090395555556
18	11.7702447222222
20	19.4915255555556
21	20.2448211111111
22	14.8305085
23	18.6440677777778
24	11.5348399444444
25	12.5706214444444
26	29.566855
